,mntd5,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250
Low,29.93058736,29.098454370000002,27.11610938,25.9014443825,24.603675132,23.049694984166667,22.49932273071426,21.154902065625,20.19937913222218,19.274595968,18.87794860454541,18.318952264999968,17.49173277846152,17.09711250642853,16.887394517999997,16.281915752187498,16.01750550147057,15.525699950833344,15.002328094999969,14.952840034500001,14.675677767380938,14.448027537499973,13.90633760369566,13.980277200416667,13.6702362036,13.535641836346171,13.27169390796293,13.232400181964286,12.96639364034484,12.792362705166699,12.676632442741942,12.560752384375,12.492722824545472,12.328145882941179,12.3510018177143,12.137690877361123,12.05573478513512,11.978189355263158,11.816955333974345,11.7893492355,11.684677335853648,11.684634038333314,11.579779694534878,11.549425179204581,11.4730819608889,11.4230146832609,11.41048683659574,11.3742587228125,11.341422778367301,11.543876032
High,119.3907482,83.61104342499999,65.45225206166663,56.19329891375,49.771395493,44.20949721416663,40.77905377071433,36.790611904375,34.966322576666634,32.001219070999994,30.459825148181814,28.615244153749998,27.271132329230753,25.561841151428585,24.70435921966663,23.5106648978125,22.829477797058797,22.156839302500043,21.137089439736794,20.468646294,19.898425584047576,19.438680417954544,18.644984473913002,18.368621730624998,17.9066299596,17.5630414746154,17.14245979000001,16.602712085892858,16.341922964482727,16.01400267699997,15.673660622580645,15.43481221765625,15.217183175454585,14.96294651691173,14.585042778142899,14.344930815694422,14.14385919459459,13.992212636184199,13.71179794807688,13.56122665475,13.226942731951212,13.146414922976152,12.932911077674403,12.755207548522735,12.575059788555555,12.357635255434744,12.224154133085127,12.0256783965625,11.85870322642862,11.543876032
Mean,71.28527999559999,54.12652584810001,46.14512095833333,41.204008614749995,36.73186054956,33.587101853300005,31.16931102234286,28.9930408925,27.26349150222222,25.747110361340003,24.678216282872725,23.318977343833332,22.35004325993846,21.393105747942858,20.80520079049333,19.9920704668625,19.364723245694115,18.82815580567778,18.225875480378946,17.72788694873,17.229125107161906,16.877514373745456,16.41176282707826,16.114706703416665,15.825552781208,15.450669465307692,15.159495955711112,14.924746148178572,14.661811761303449,14.3851577055,14.180360044722581,13.98281547735625,13.83989030809091,13.609845997841177,13.42506890008,13.227987187277778,13.08190400165946,12.913930942352632,12.77407496168205,12.653265204704999,12.475696090370732,12.39483541222381,12.270433735065115,12.14893989915909,12.0292357896,11.913142768026086,11.816600743651067,11.723119614191667,11.628080838877551,11.543876032000004
