"","name"
"1","Abaeis"
"2","Adelpha"
"3","Agathymus"
"4","Aglais"
"5","Agraulis"
"6","Anthanassa"
"7","Anthocharis"
"8","Apodemia"
"9","Asterocampa"
"10","Atalopedes"
"11","Atlides"
"12","Battus"
"13","Brephidium"
"14","Calephelis"
"15","Callophrys"
"16","Cercyonis"
"17","Chlosyne"
"18","Coenonympha"
"19","Colias"
"20","Copaeodes"
"21","Cupido"
"22","Danaus"
"23","Echinargus"
"24","Epargyreus"
"25","Erynnis"
"26","Euchloe"
"27","Euphilotes"
"28","Euphydryas"
"29","Euptoieta"
"30","Glaucopsyche"
"31","Habrodais"
"32","Heliopetes"
"33","Hesperia"
"34","Hesperopsis"
"35","Hylephila"
"36","Junonia"
"37","Leptotes"
"38","Lerodea"
"39","Limenitis"
"40","Lycaena"
"41","Megathymus"
"42","Ministrymon"
"43","Nathalis"
"44","Neophasia"
"45","Nymphalis"
"46","Papilio"
"47","Philotes"
"48","Philotiella"
"49","Phoebis"
"50","Pholisora"
"51","Phyciodes"
"52","Pieris"
"53","Plebejus"
"54","Plebulina"
"55","Poladryas"
"56","Polites"
"57","Polygonia"
"58","Pontia"
"59","Prolibythea"
"60","Pyrgus"
"61","Satyrium"
"62","Strymon"
"63","Vanessa"
"64","Zerene"
