,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34,mpd36,mpd38,mpd40,mpd42,mpd44,mpd46,mpd48
Low,126.09472231666635,144.6421785300003,145.64013128035688,156.35490321777746,154.94665549545496,159.82757774835122,162.17213170708365,162.97369427320228,163.81008806315776,164.95562483593028,165.78910585670263,167.00662093353836,167.50363067235435,167.73724388275846,168.69792048487875,168.70604796069543,169.26177845515835,169.36664083421064,170.35759204006425,170.81917203124272,171.16515186527465,171.73178043439623,172.227926411348
High,198.789045,190.729372933333,186.3780557910714,183.81017098444477,182.13753798636327,181.58722309395617,180.54617898208366,179.86599872647037,179.2009575328944,178.48781552727243,178.10699869710152,177.82995653353845,177.39413107989444,177.02748265724156,176.7944806584675,176.3201787337794,176.18319058119064,175.81880330284463,175.5200457461536,175.299612908769,174.89233323763187,174.51445569367198,173.831111223404
Mean,173.84802737133333,173.3586025716,172.5832639555,173.02010135293332,172.9584129560606,173.39252530650546,173.26474703358335,173.1643498584183,173.0664485359684,173.13061986249352,173.12726501383332,173.2506991067077,173.174679202873,173.155910425623,173.16522978933062,173.079245852959,173.0999147856635,173.12822743489897,173.13798308311536,173.14533631307782,173.13045295831287,173.15593965397295,173.15378098375353
