,pd4,pd6,pd8,pd10,pd12,pd14,pd16,pd18,pd20,pd22,pd24,pd26,pd28,pd30,pd32,pd34,pd36,pd38,pd40,pd42,pd44,pd46,pd48
Low,250.740497675,355.179423375,466.07655085,555.0340227,641.1971298249999,726.2342223750001,813.7227611000001,881.402773175,954.632333625,1024.21857385,1091.36133575,1161.74082385,1228.8483339499999,1297.229475225,1366.59477275,1424.115445275,1490.7240249249999,1548.01391735,1616.197878475,1676.6286240000002,1743.977838,1809.8351166,1874.414432
High,396.274399,545.072909,674.66990265,789.9187483,888.029662275,977.7374257,1066.824283825,1150.2679361499997,1213.0552208499998,1283.4419653250002,1367.41720265,1431.730071825,1486.877850125,1551.425536825,1599.0403636,1659.287418025,1717.3065858,1759.070083325,1803.0669425499998,1850.7423990749999,1890.862307625,1925.8960394,1947.622201
Mean,337.306899636,461.992473489,577.349760691,677.902573847,767.571002051,859.4885523959999,941.491452146,1021.3250403359999,1094.2732112130002,1165.7806890389998,1235.6475115340002,1299.6550547159998,1363.0843652029998,1427.3898780089999,1490.3577171129998,1548.619267671,1608.412753118,1661.642233645,1718.493367728,1768.3493483220002,1824.7742277569998,1875.445015857,1923.4976813809997
