,mntd2,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24
Low,9.15663805820003,29.106120829825,34.40415232513711,42.678922981093436,39.39738168242725,41.08284926875935,36.606452056098064,39.97333442434739,38.61807213272221,45.96487134475762,47.1245715118182,62.1133488906667
High,407.4393997119,371.9495498491125,235.0236331844028,202.97047797670018,177.73453993695122,150.85467976697166,131.8087687722198,116.53038565762924,101.17304332209994,88.4319822863625,79.0845635371818,62.1133488906667
Mean,244.88397122956957,163.23739031636535,134.90894836445435,117.34660923963534,105.74290607756846,95.69034056906763,85.80607683497473,80.85024348639115,74.37228143279931,70.36585097961417,65.7065758188403,62.11334889066669
