"","x"
"1","Actinemys marmorata"
"2","Aspidoscelis tigris"
"3","Charina bottae"
"4","Coluber constrictor"
"5","Contia longicaudae"
"6","Contia tenuis"
"7","Crotalus oreganus"
"8","Diadophis punctatus"
"9","Elgaria coerulea"
"10","Elgaria multicarinata"
"11","Hypsiglena ochrorhynchus"
"12","Lampropeltis californiae"
"13","Lampropeltis zonata"
"14","Masticophis lateralis"
"15","Pituophis catenifer"
"16","Plestiodon skiltonianus"
"17","Sceloporus graciosus"
"18","Sceloporus occidentalis"
"19","Thamnophis atratus"
"20","Thamnophis elegans"
"21","Thamnophis ordinoides"
"22","Thamnophis sirtalis"
