,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505,mntd510,mntd515,mntd520,mntd525,mntd530,mntd535,mntd540,mntd545,mntd550,mntd555,mntd560,mntd565,mntd570,mntd575
0.5,79.891623612,78.23101754066657,83.71091951049999,81.3230523334,78.81903655299996,76.65967612685718,70.7405316915,70.13663620511106,71.9409447166,66.69601378881815,68.4758946825833,65.05803713061536,65.50188835128566,65.89158849653329,62.594606456875,61.46266114435295,60.68508672494447,60.17792508757897,59.040164523600005,56.68358896790484,57.74393115245452,57.03954208086956,55.73001070383337,54.90932824144,54.67570723353845,52.156015524481504,52.34174337546426,52.883393894551745,51.60362802193337,51.368746983677426,49.9929463491875,50.250741818000044,50.038866979941155,49.08157351565714,49.96100282441667,48.53431725629728,47.95180923278944,48.334997418435904,48.616487166375,47.80907163919513,47.164292024428555,46.369884941348786,46.36047037925004,46.2423471349778,45.68865759695656,45.50197592874471,44.533833692395866,45.946514412510226,45.30501175498,44.67569521339219,43.995420209711504,44.58073470683015,43.18886246196299,43.79233827452723,44.239565988892814,43.31884135166669,43.26676019924138,43.169332910474594,42.384190733900006,41.88883155200004,42.53126771008064,43.07099817873015,42.48016002478125,41.14323206276927,42.599248544727324,42.08707249502989,41.634619651691196,41.828232058043476,41.81331600129996,41.954444352014114,41.52133738902775,41.020011359835614,40.86563302785136,40.65634290122663,40.76895581047368,40.86156720458439,39.811208090435926,40.885628034518945,39.9776710231125,40.35761025828393,39.53562237580491,39.94130118431328,40.21575760765474,39.895593582023515,40.11424129941863,39.92988468632181,39.0489599109659,39.62616266421347,39.51913617995559,39.43189053967034,39.20166006011959,39.264967074,39.06041840552129,39.22768457949472,39.15649090173955,39.40083616205154,38.928132359551014,38.87005874069698,38.656926397419994,39.021774042277194,38.6917132397549,38.975762123301024,38.628573121009666,38.20934334415237,38.56095178268865,38.70977923257949,39.0144785151944,38.508311037578025,38.67369780900909,38.31238949135138,38.618296328580314,38.689576184699085,38.79656151252636,38.74124406832178
1,89.90189154699999,89.1023603326668,88.89272157,85.9105860804,84.43182898733323,78.75077451714283,75.92177888699999,75.21555793333332,74.6293508824,70.54221221600001,70.43685824599993,66.55061512461539,66.80114599357138,66.82817171493336,64.003568166375,63.37817716023527,63.05724506977775,62.108798086631616,60.278398282299996,58.65754183971426,59.7941602517273,58.777690076695656,56.44772410191667,56.29273465088,55.607425393307665,53.68611552274075,53.640242701571445,53.9016508212414,53.225040089666635,53.360577317419406,50.6565285400625,50.946678909090934,50.93218761558826,50.55055453165713,50.90906722233332,49.06451915605407,49.1891234911053,49.56332603687183,49.3962196605,48.24036094112195,47.925961253000054,47.056226852976785,46.78865045740913,47.75142320804445,46.54919980765216,46.64602064510635,46.182201672041636,46.563442614653106,46.174479292120004,45.73885482674508,44.94353866161542,45.10207061384909,44.73644847729633,44.95479164192724,44.99862381924997,43.993942983508745,44.00600300003447,43.774158484406826,43.08890740026667,43.11999866760655,43.03469434406457,43.529733929936455,42.78016897603125,42.115676686,43.37738231718185,42.56072976543282,42.19467481302945,42.20233835973911,42.00828915122857,42.196905822140835,41.794455339861145,41.42805943865755,41.529035142270295,41.3143807192533,41.361722263631535,41.45366174574025,41.24677753356414,41.131681861392366,40.794840789075,40.62988226165436,40.5277821017073,40.42224502385546,40.87010837807142,40.723902212235316,40.31483984355812,40.409571769034514,39.747509120863604,40.15248924806746,39.939313403533376,39.94871040457145,39.79261690491304,39.988999350666646,39.50293243917026,39.31847935496844,39.92783576335417,39.67226711078346,39.47112724493876,39.18259515703035,39.04611405958,39.278750089584186,38.967683966392165,39.1529391034757,38.99929924021155,38.57880237841901,38.89177454677363,38.891118517514045,39.224508758833366,38.72065214497249,38.927566210981816,38.70633396650449,38.74910856075,38.8682578909027,38.97773597466667,38.90958264528693
1.5,96.73792187549999,95.62493118799989,93.906532047,90.5547541771999,87.209583932,81.08693703971436,79.757513284625,77.83012801033335,78.4179722012,73.45756629536366,72.3889054161667,68.83497916723081,67.73768999835715,68.8109475937333,65.521835918125,65.07289052317644,64.31211669172222,62.543054448684224,61.656859897699995,59.22776352690475,60.64625487922727,59.398574757739105,57.234601025208306,56.838358748320005,56.18673769111543,55.37773957237039,54.799575262607156,54.45000814406895,53.592039055666696,53.89868258864521,52.223567503781254,51.81330518333332,51.69015284585295,50.95355066177145,51.71118437772217,49.714762391243205,49.7946310036842,50.283876850794925,49.6895815607,49.35679257004875,48.42019284271427,48.177909588162834,47.33457995918186,48.20906189384449,46.95660978882614,47.0993894089362,46.8254131102292,47.20414296455101,46.7899804889,46.1760103049608,45.27888534307695,45.694771139396195,45.25694556655561,45.22059764658184,45.51115436994643,44.22812681170172,44.42491735377587,44.22512832415252,43.7023885460667,43.80070955060656,43.61790222459673,43.78414105092068,43.3144916801875,42.636261669353885,43.65917126931818,43.10870226217911,42.958770585426436,42.49201749814492,42.360075371900024,42.73769861653525,42.14761050494444,41.66443053784928,41.696146799202694,41.9441826964533,41.938292495118425,41.6825053588961,41.55509995142308,41.382930114291106,41.068215432075,41.114056973592575,40.941010705158504,40.766829359120436,41.05696403102377,40.91726521083529,40.708874946883775,40.671458920965506,40.26875242386366,40.41503625688768,40.36307842553334,40.115848372175805,39.98054461858693,40.17222335219354,39.86739293747871,39.844336768778994,40.11506875925,39.87032099837117,39.736965166081646,39.421039729717144,39.35108792362,39.53411583638618,39.181944486745124,39.34299761932042,39.260538115894285,38.9405953387524,39.04888776048115,39.10562773138319,39.37553179751854,38.94856582939448,39.13257881627272,38.91923093795493,38.99238172234822,38.959586269300864,39.04432589197372,39.588755885939115
2,101.14912837,97.60810179466662,94.91742456,93.1834377776,90.16235567600006,82.78406282914287,80.8385106465,80.48482118044436,79.1672585092,75.441553592,73.10734871533337,69.3930649316923,68.87889398057142,69.2691109490667,67.01248426974999,65.71135889411765,64.9094975311111,63.51259691157898,62.5815317416,60.71426774723804,61.214077479090946,59.99353321791305,57.994994372166666,57.51825646336,56.72568367630766,55.94883573155553,55.09346035528573,54.97933302206898,54.1327844217333,54.36948341845155,52.956466128375,52.197772797697,51.95502719647061,51.412014259542886,51.99420958111112,50.36471710237837,50.40148498073684,50.50125769702567,49.863847194399995,49.813344575804905,48.8045259999048,48.43649300986047,47.84479607909096,48.4756716395556,47.55416411078262,47.47404426127655,47.036829765333366,47.39549894391835,47.01034871112,46.470976568627485,45.64828441638463,45.975802862264125,45.49977768577781,45.36034717040003,45.86858144021427,44.86225509649128,44.75424109220687,44.64484584962711,44.5116453066667,44.38712893462297,44.04960267625808,43.990743699174594,43.8059646855625,43.40179873144615,43.82368255915151,43.25705001576118,43.24592354841173,42.60893881292758,42.669500147028565,42.86913124698588,42.59134849238885,42.19117260958904,42.246732890000025,42.24141315125334,42.26449533231579,41.92825671335063,41.76700445087176,41.73138483048102,41.40385839465,41.28365147901237,41.22188746751224,41.07732001325304,41.24826368371428,41.042705806729394,41.00537156911627,40.84957006491955,40.526975909636384,40.65911148274156,40.5097662629333,40.24152780615381,40.26527338973918,40.28930265359139,40.18241950195743,40.14891946450527,40.2250574872917,40.065374499299026,39.90892745616331,39.59089267850502,39.64588534272001,39.844078371207935,39.450926220431406,39.40120210469901,39.359735452461564,39.02944506129527,39.135198118905684,39.23563332317761,39.45420813011111,39.07467142374309,39.27141848836365,39.091080654126166,39.07891458725002,39.07264224074338,39.130348516631614,39.70199250726959
2.5,102.59602823750001,98.84587179166662,98.68303134749999,94.674218666,91.50298413249996,83.6978302078571,83.29655083437501,81.31104370166665,80.45598298450001,75.82556083818179,73.87269413833336,71.10967913384614,70.2449511589286,70.00307109666666,67.39110769375,66.68227923264705,65.93881638666669,64.07614281552632,63.2802259705,61.396036389047595,61.6902228927273,60.492726186521764,58.65522662437497,58.020133454,57.3597734588461,56.36979441888887,55.6399808082143,55.4172417008621,54.92564255133333,54.61228546983875,53.711179329687496,52.59943664818184,52.18105458352946,51.99174434114292,52.35232982847224,50.995459647972936,50.72996159828947,50.662163910384635,50.120994892875004,50.08502373609761,49.115338603452365,49.00095493511628,48.10723140602278,48.79368730311112,48.20010654749998,47.58420044606381,47.3961487908333,47.698396009489784,47.278962430200004,46.68639879754907,45.97107180221154,46.44438634849058,46.038709753981436,45.537842128999955,46.04155199285713,45.221201109473725,45.134821216896576,44.74162642661016,44.72872598033333,44.65829966336069,44.2529648808871,44.265890951269846,44.119172000937496,43.52244881669227,44.164628193560624,43.486690136791054,43.57154065404417,43.038991476086984,42.923459347928585,43.013134794436645,43.028006996250014,42.52975902089045,42.573048315000015,42.47639571246664,42.44560662059208,42.14177907772727,41.938328659294854,41.8698078351266,41.6603270238125,41.535248647037065,41.51817407530491,41.33862051584337,41.43876788184527,41.241010498647064,41.191960461395304,41.103296502528785,40.75692986437504,40.76128396882021,40.73790232572223,40.38693323159343,40.531249175271725,40.50727788198927,40.32194276590426,40.28245595842106,40.369846573177085,40.213845268195904,40.06498121076527,39.8332920733333,39.784289794299994,39.96379165168315,39.58244539980392,39.436575635048506,39.52918640067307,39.29083734323814,39.25308452462266,39.367937604486016,39.50115814356485,39.168803189403654,39.37259192431816,39.17576282261259,39.15517884607147,39.206504420663684,39.17861366916667,39.760527409217374
5,118.86634125500001,110.6698348900003,105.26640447749999,100.07861155399999,95.92712006833337,89.43079877285719,87.52078575875001,84.97478937666666,84.31897871799991,80.17579319090906,78.2864299691667,75.62451910692306,73.18741868357145,72.82648870600003,70.19746265,69.84695971823535,67.8106859094444,65.67224385368422,65.89349837,64.14342681952382,63.3920236940909,62.59878053521739,61.38911818375003,59.815037683999996,59.37821926846157,58.28074233777774,57.357920460714304,57.09503004103445,56.73978311766663,56.1339397564516,54.9796848040625,54.21810356787875,53.899225085294155,53.45314222199998,53.139299971944425,52.461437325945916,52.33999558631579,52.06048229948714,51.48899048025,51.34922285902441,50.47844159380948,50.70830916790699,49.34375428931816,49.616842544222244,49.2200949919565,48.86806661659574,48.9072528158333,48.68662403367346,48.344023818000004,48.02767485058827,47.33993108519232,47.48614710584903,47.23892087166664,47.10310593199999,47.056155300357105,46.27613598684215,46.023668419827644,45.959118402711916,45.702954563166664,45.91330608721315,45.07477250919359,45.31454751158734,45.07344581546875,44.498491173846176,44.92546793318177,44.44739684149257,44.268691988823505,43.97173055434788,43.76725926842853,43.74494867605634,43.79474065902781,43.737623933698686,43.329533566756766,43.2320124794667,43.288867701578965,43.005442022727244,42.75936986666664,42.64964004291141,42.386631611625,42.158868375555514,42.17155729512191,42.02911179506029,42.03809966547619,41.767665096941194,41.56006416081392,41.632100018620726,41.435837844204514,41.41245163292137,41.167744876444466,41.07445633428574,41.069320666087,41.11659792354842,40.70148765127661,40.77152485189472,40.693947427083295,40.69888256463915,40.42992526989795,40.50853797424242,40.2851661188,40.35785908297028,40.032999032450945,39.883512356310675,39.856224323269274,39.8479905093333,39.65499311000004,39.729885733271054,39.82702924555558,39.489767065504616,39.64852791754545,39.375088434234236,39.46156049223213,39.556259213893824,39.76398554254387,39.87054159339136
10,133.58396645,124.18946735999971,114.34975570499999,109.37720911599999,104.289780343333,96.7659796542857,94.2481445025,90.97433143111111,88.66610421,85.47579241636366,82.26029954666667,80.1113681107692,77.66327010714289,75.50220294400003,74.61299299875,72.52881590588235,70.81850916000006,69.23502364631581,68.703836482,66.66518928476194,65.77566221,64.59247268521744,63.703217490833374,62.07123756,61.94400407384616,61.09359115481484,59.86979686500004,59.03060236275865,58.29488537800003,57.91390353935485,56.836322840625,56.85170325757577,56.28482594882351,55.58772978800004,55.16820738166669,54.325001536216284,53.73926028105267,53.91992744871793,53.0119966195,52.75081137073168,52.35860263523807,52.24225871069766,51.183116152272696,50.90574176399998,50.75352122652174,50.37459984297873,50.123812538333326,50.307331191020424,49.7921144216,49.355895532941155,48.81532977961539,48.83239132943399,48.560343920000015,48.39159187927269,48.20458994821429,47.81568201543864,47.20319017413794,47.02589813559321,46.80307033299997,46.88292666950824,46.2643989554839,46.335380391746085,46.2818403334375,45.59358204800004,45.86063588393941,45.74368431253731,45.36577026823533,44.81115711855074,44.84259309628569,44.54214253154927,44.59154318638888,44.58548180958908,44.115315222702726,43.974267717333305,44.22027105289478,43.85830665584414,43.77529486000005,43.56575491341775,43.258027238,42.983188436543244,42.900647868292666,43.067840699759,42.68714107952379,42.65756458023526,42.20930614395354,42.191138577241404,42.08102683272726,42.118114904943845,41.96878286288893,41.64898945318678,41.740644942608725,41.57457737118277,41.34380643851061,41.32461114526314,41.10995658416667,41.23134239360829,40.96082745265306,40.9191051915152,40.7581301106,40.7405873534654,40.52813542450977,40.48672195747577,40.384541080769196,40.206763186285755,40.14913342207545,40.27486772691586,40.173079385185225,39.96573874128441,40.06350922581817,39.894041704144115,39.93354546875003,39.96115247982297,40.0191058252632,40.00902774782608
25,160.988342425,143.5192599333335,131.4070244375,124.90545455,116.65404714166675,110.50838195714249,106.06922694375,101.3537282333335,97.1996385,93.5934099409091,90.27032859166665,87.46297570769232,84.4546678892857,81.64984935999998,80.765581059375,78.41490328529416,76.22498736388886,74.1208200026316,73.5071711725,71.19879851190476,70.19624296136365,69.36675648913047,67.9688041541667,66.185185594,65.98558771538465,64.54998233148154,63.88400951964287,63.035037774137976,61.73780801500003,61.25513837903225,60.428875515625,60.061815968181826,59.643269689705846,59.23451831000003,58.12690629166668,57.3128978783784,56.94757285394735,56.61547964102567,55.985907739999995,55.71543358780485,55.02811004285718,55.26695065813955,53.924508559090924,53.97056478444448,53.44377180869565,52.937697292553224,52.783306809375,52.451104822448954,51.967451829,51.46475007352942,51.077255625,51.107281157547206,50.6561757648148,50.3370952127273,50.08017738928575,49.73306841140352,49.42892117068968,49.105591438983055,48.7259654333333,48.60064732786885,48.072632745967724,48.20655199761903,48.225425641406254,47.406951287692294,47.3972261651515,47.34589892238807,46.74101053014708,46.58013770072463,46.57677217785718,46.18961779014082,46.12846530486115,45.88325169041097,45.703590522297326,45.426819043333325,45.532360676973674,45.190973650000025,45.03852024358977,44.88236920569623,44.62315725125,44.324244534567924,44.16096657560978,44.20005494156627,43.87287683630953,43.7553445429412,43.53364329186045,43.42879225632183,43.21962160511363,43.13433564606743,42.85656219277777,42.716152801648406,42.60016836521737,42.4792976655914,42.410387114361676,42.22448189578945,42.09617892135417,42.10050324432987,41.7545520612245,41.764600112626276,41.641080731,41.51805213663365,41.34813013970593,41.313226676699024,41.154827055769246,41.03048987619045,40.92224634575475,40.848377866822446,40.80187793981477,40.65616816651375,40.64183753909093,40.42848486261265,40.4054731205357,40.283893325663676,40.21973280394732,40.16337182608697
75,232.156032375,199.3077896333335,179.1596849625,163.58435574,150.20497237499976,141.13173397142825,132.1766234625,126.17917025000025,120.33574724,115.84041474545475,109.2090753625,105.15833754230775,101.526462775,97.88846268333333,95.26665550625,92.83103920294118,90.85365303055558,87.74091356842102,85.17993806000001,83.76230358333336,81.00812684090909,80.31439766956522,78.59634567916665,76.901872058,75.47699574615382,74.11236935185187,72.98278978392855,71.9926963551724,70.71189605500001,69.94148251935482,68.630562125,67.63553364545454,66.93373677941177,66.64791911428571,65.13489122500002,64.42600880810807,63.82748539078945,62.844747832051276,62.741743187500006,61.6968672914634,61.11735710119045,60.96076258372098,60.10154682045453,59.67478999444445,58.87975869347827,58.56471274042555,58.0700319947917,57.25604241020413,56.925732385,56.24978039803923,55.78252766346155,55.546578522641475,55.16621794166665,54.703927164545426,54.46588342321428,54.0577676719298,53.53088948017242,53.305126881355896,53.0992177166667,52.464470908196674,52.310689883871,51.97214466825395,51.8081435,51.3413500669231,51.007459881060605,50.676301119403,50.21529241691175,49.96003913333335,49.59759900500003,49.6708312683099,49.292190792361154,48.950082067808275,48.550584480405426,48.352588903333356,48.38414724605263,47.97315835064935,47.64399950320512,47.413233642405096,47.277985395,46.90676812345683,46.70075947560977,46.567618378915654,46.3144163041667,46.04454852352945,45.971552654069754,45.6907270913793,45.2955992306818,45.2779760848315,45.09246580444445,44.87562352472525,44.69690711902172,44.392786609139804,44.34974299521275,44.05367735052633,43.8364615395833,43.74821403298967,43.50511932397957,43.32430324898993,43.1419301415,43.0037557717822,42.776533393627474,42.60060439417475,42.38888124711541,42.249858427619074,42.0612418731132,41.8332489462617,41.73334824583335,41.52004769495413,41.333739683636324,41.13914525855853,40.9522614767857,40.754837799999976,40.57705460921055,40.36083949826085
90,262.15624362000005,228.4613147533336,202.1273133,181.616449692,166.24220472000002,154.48990895428574,144.1539229025,137.2791942222223,132.048899006,125.28214619818151,118.585025851667,115.5960383415387,109.5229203157147,104.3802055573336,102.38925068875,99.79619716941174,97.59839095222225,93.8925372147369,91.696273877,89.20472301428569,86.61635468,84.86872256260867,83.36883639583336,81.0809783704,80.72124756076924,78.80344269481479,77.42824795285713,75.8520386413793,74.0508952886667,73.41277979161289,71.95675154874999,70.8298346072727,70.09812798941176,69.64544360571426,68.2087223227778,67.73182172054051,66.748247421579,65.57721929179486,65.53566333900001,64.36368160439025,63.708890350476175,63.34427655023259,62.41067160409092,62.03055111733336,61.37117676565214,60.59411443872346,60.22786377874997,59.65412996734698,58.9855715064,58.33226226392156,57.79283079961535,57.40873391245286,57.289212562962966,56.596713813454556,56.30392292821429,55.74744952105265,55.28581258724139,54.93942791389835,54.728817301000035,54.230121435082,53.90680809967747,53.529300538095214,53.313786888125,52.91881285446152,52.34096581575759,52.11184532686569,51.64966602411764,51.341182007536254,50.94957421742862,50.8041481780282,50.52519759666665,50.247633139452034,49.86316908432434,49.62115125466664,49.57799866842109,49.07569764207788,48.96830106128206,48.547234909113904,48.205996443,47.87641134246916,47.720379051219496,47.52181252963858,47.182007308571414,46.99486422282357,46.77796002255817,46.574705909195416,46.12316688136361,46.0247573274157,45.810446732,45.63930234813191,45.38407528130437,45.22567990258069,45.02320080553193,44.72519777073681,44.491633883750005,44.30989019876287,44.07424436530616,43.827033276767644,43.6532881788,43.50164273326735,43.2691184101961,43.042631544077686,42.87698179115385,42.61037733828574,42.45918269509436,42.240318273644895,42.08715297555554,41.82798346477063,41.6123806065455,41.40951777243241,41.17151448999996,40.92295275026553,40.70517221947364,40.42937132173911
