,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455,pd460,pd465,pd470,pd475,pd480,pd485,pd490,pd495,pd500,pd505,pd510,pd515,pd520,pd525,pd530,pd535,pd540,pd545,pd550,pd555,pd560,pd565,pd570,pd575,pd580,pd585,pd590,pd595,pd600,pd605,pd630,pd635,pd640,pd645,pd650,pd655,pd660,pd665,pd670,pd675,pd680,pd685,pd690,pd695,pd700,pd705,pd710,pd715,pd720,pd725,pd730,pd735,pd740,pd745,pd750,pd755,pd760,pd765,pd770,pd775,pd780,pd785,pd790,pd795,pd800,pd805,pd810,pd815,pd820,pd825,pd830,pd835,pd840,pd845,pd850,pd855,pd860,pd865,pd870,pd875,pd880,pd885,pd890,pd895,pd900,pd905,pd910,pd915,pd920,pd925,pd930,pd935,pd940,pd945,pd950,pd955,pd960,pd965,pd970,pd975,pd980,pd985,pd990,pd995,pd1000,pd1005,pd1010,pd1015,pd1020,pd1025,pd1030,pd1035,pd1040,pd1045,pd1050,pd1055,pd1060,pd1065,pd1070,pd1075,pd1080,pd1085,pd1090,pd1095,pd1100,pd1105,pd1110,pd1115,pd1120,pd1125,pd1130,pd1135,pd1140,pd1145,pd1150,pd1155,pd1160,pd1165,pd1170,pd1175,pd1180,pd1185,pd1190,pd1195,pd1200,pd1205,pd1210,pd1215,pd1220,pd1225,pd1230,pd1235,pd1240,pd1245,pd1250,pd1255,pd1260,pd1265,pd1270,pd1275,pd1280,pd1285,pd1290,pd1295,pd1300,pd1305,pd1310,pd1315,pd1320,pd1325,pd1330,pd1335,pd1340,pd1345,pd1350,pd1355,pd1360,pd1365,pd1370,pd1375,pd1380,pd1385,pd1390,pd1395
0.5,921.832993525,1233.8492180399999,1492.517239025,1853.349238636205,2162.6367830950003,2423.60237660075,2654.31055834988,2951.6658376028,3145.444840967095,3398.73610268885,3532.1693555742586,3806.2213368689086,3905.66251378488,4093.24589917807,4287.98901579808,4527.62704275883,4765.779159414486,4887.11990587573,5122.622680984971,5310.196955686704,5483.911856629999,5706.32794421466,5705.102619508445,5885.285990775001,6085.573552520144,6293.5479244099215,6397.807491221233,6460.55300686036,6560.00875081661,6623.55114715606,6996.851995600159,7107.747602185275,7137.841553428525,7299.698937244245,7403.98865024042,7606.682518849297,7773.54003732763,7818.91966008905,7816.77851893185,8033.93342281106,8117.65045324641,8269.321998536861,8310.71576990412,8510.76941160506,8646.123207645514,8712.26027540843,8881.39322097888,9019.47667119599,9110.935158367294,9030.156014898406,9132.185871023443,9410.80571693324,9510.65209339764,9551.15787548112,9732.865400321207,9870.437408201482,9943.84188260907,10102.05695788041,10093.583946298459,10227.836101037072,10339.999198771804,10476.46886736799,10504.31807693434,10648.440699062035,10506.763939596722,10807.11940257187,10880.87898827415,11028.38353709008,11038.73097809297,11187.947894685602,11283.014091524095,11445.817522310508,11492.399122716512,11457.77642218433,11676.618861035196,11655.700914353114,11850.389404227757,11916.270007325766,12005.756209969315,12059.008120552386,12193.40829996652,12305.630136584865,12311.296159570904,12299.74192885536,12463.044449873069,12645.336046440785,12585.84931879046,12757.864260577991,12841.945876937696,12954.043406864415,13008.18868079369,13038.877753461804,13144.439253098988,13249.291194381856,13229.314067158775,13407.931585326845,13588.03560769783,13501.372641241687,13656.450496008214,13677.546015237904,13888.203145363725,13888.83082853747,14003.38055003715,13947.583921744366,14236.754771254682,14264.986610846083,14281.92308561056,14222.451779188048,14445.798562104075,14575.198716948302,14658.19343119304,14726.979264875872,14670.862897658846,14882.793924786969,14938.773666811636,14902.987264099746,14906.74514499627,15097.533252969779,15239.82075233776,15253.895120234543,15611.301989033034,15649.127951248809,15783.05144803376,15760.648411755163,15817.377936254996,15968.97798831072,16038.553882668473,16145.743803002573,16162.521202749485,16374.1699401843,16337.031937810052,16256.528208649339,16534.27583598141,16519.796757858647,16632.446474833745,16645.457425999917,16648.930575106097,16878.092204251014,16849.699820328304,16932.965513216197,17048.357507000514,17086.410337669866,17061.382386310095,17215.069631773804,17296.005858641114,17318.27835668583,17324.974034228402,17436.789543810908,17572.98153594486,17469.25534313843,17696.98530369526,17746.867819311774,17752.166657817288,17824.091641348423,17891.36660716889,17891.97503137981,18046.27820815519,18136.633842393996,18173.889210288926,18349.136499474942,18295.761080572614,18305.839301229185,18364.45725828744,18382.43070055145,18509.34213283638,18577.22577593017,18668.118073098987,18632.385851067786,18789.1988031221,18791.19055243034,18931.762248660663,18897.830707686895,19048.88335973505,19097.901041061243,19151.30107296034,19260.99862457419,19254.752992435428,19312.874573917674,19362.437339282056,19498.27360076208,19489.544708756366,19552.00824713497,19704.279456269964,19722.96679311989,19781.198259374585,19793.87950520935,19852.41364697569,19926.805621492837,20035.90827459118,20018.452055699585,20192.884993035535,20127.769733494053,20239.567876603352,20211.68000062196,20344.87621780383,20386.173009577644,20396.33583988173,20507.419451467103,20538.174829668456,20612.73552649041,20668.99447057443,20758.130446738756,20829.183897948184,20841.254306668354,20836.20738354944,21050.672425578792,21043.113631836553,21065.352877744896,21108.64830831893,21195.92828420887,21234.3992913812,21354.392251522695,21277.933581875714,21460.900443384253,21450.057534813386,21569.955849118887,21598.64048279989,21672.1528195646,21693.214191424468,21756.835293770877,21809.65191254473,21854.14905568455,21940.374404674945,21975.96426865876,22078.584565237397,22097.71555655279,22114.44822158669,22117.29750145431,22312.5640394242,22289.29740288473,22366.27586169787,22471.35672773002,22469.8695973185,22578.134416059387,22621.3872372876,22686.16342902989,22699.42881572495,22800.166580529498,22808.591888826802,22938.32467873719,22933.79569590927,22994.784469879,23075.044458067485,23074.35768389091,23155.522866263134,23221.96276620874,23246.83187557009,23324.716145935166,23392.92265135366,23392.74995252078,23490.99147117664,23586.65089468845,23596.24495428596,23713.865265344608,23725.490160262456,23843.55166522434,23876.59480590475,23886.62900089196,23950.6962797991,24010.178635342643,24101.7240012898,24179.425277043,24235.357671244798,24232.7247464658,24334.4883074413,24358.26504695518,24450.0620765082,24485.1108616813,24573.372353051298,24607.36198253175,24733.1357717643,24777.3215465113,24881.4246565713,24976.0468490713
1,948.7369671800001,1271.68389446,1571.3825650921,1915.1895545099999,2237.91247638,2446.3646608,2710.57237560154,3009.94741539038,3183.8446720281,3445.8571069079,3612.3663136551804,3893.1487091455997,4055.16398726268,4243.13037313964,4427.27846523504,4628.0715307378205,4799.4765173695205,5055.2293205827,5210.5642747045995,5347.7856706088705,5515.53765409782,5740.23357639562,5809.84004823,5991.10186794991,6184.9388333379,6382.48771404059,6458.600613321827,6536.07476602281,6702.854973121801,6770.711750671697,7014.06718277952,7200.80635674268,7202.02332451409,7410.45699412755,7443.7408839276295,7667.06364525022,7841.9667133393805,7941.098756089599,7970.759073431447,8063.16567843262,8223.941403431501,8320.106122302917,8514.843114162013,8606.88510866056,8792.98836746188,8873.91464561988,8988.485217454161,9073.489490310669,9161.2163090709,9104.113985750502,9364.40737672314,9459.8826583643,9576.78617119706,9665.76759468041,9809.230411935843,9918.775909981623,10017.283568964769,10175.726084426109,10199.11327485244,10301.88737805147,10404.01597107501,10528.69152843592,10621.15208327736,10748.661235433092,10778.256732076161,10878.751301965269,11021.78491958699,11106.031171083916,11161.82176753347,11237.182619331108,11394.423322025494,11507.50058985736,11544.63727389676,11630.408380109528,11733.690559357201,11794.27329391354,11951.51346388838,11956.83981789119,12049.056481527221,12137.11180435783,12257.699822493401,12397.596568687302,12401.109140534787,12525.552459267901,12612.74665506873,12707.274936399346,12762.08275236052,12833.822526554071,12911.99534191008,13013.833950233873,13049.671418971651,13187.206421044677,13286.58282995412,13367.100655532451,13381.10064190123,13468.031154893357,13704.12673364988,13577.465480604189,13743.35807309499,13876.79590450404,14014.184632304861,14014.46013478205,14066.62288787366,14071.182813012127,14258.054139826423,14343.750074263407,14362.83262638154,14361.34483195345,14570.38898733677,14613.94073612425,14706.021010239494,14816.90283110195,14766.595135306778,14929.60856837905,15019.188828514789,15038.337988320724,15121.234666762719,15171.608258089609,15326.311213264988,15351.54997695638,15675.899312833757,15836.38244807428,15883.105122774026,15949.346949407642,15901.59044975711,16025.54208219651,16141.9507873129,16227.470990284673,16182.384778903634,16412.8059602539,16413.32914411389,16458.077247558427,16592.762744873922,16576.663660289632,16718.86959153143,16721.028315557178,16800.2218029933,16930.356808368317,16911.73123348379,17063.523063208133,17084.62184930239,17171.4596666471,17160.57716528577,17303.281945814135,17394.35553593952,17384.619216024137,17519.609402251815,17570.797743111278,17612.771774261648,17622.334048635832,17757.711318123504,17800.32811701432,17916.392826331983,17892.198149209078,17957.774574255352,18098.688707417452,18095.447317352027,18194.22512657765,18228.203949913874,18414.79421960968,18360.48557765503,18398.89505779864,18432.532328318397,18543.520500468683,18579.444202098308,18686.1363728578,18766.224636006384,18725.96938856193,18919.43911247971,18870.275258218113,19022.3901688503,19019.816082342648,19117.72857633104,19166.600467314922,19263.98679997692,19319.92160017975,19349.073149924807,19396.503004987484,19482.81376945296,19568.91443641474,19583.15339715666,19614.47948370836,19741.1373118379,19800.69639180406,19854.526791949622,19896.8294837219,19931.11122205836,19988.69917858802,20067.480700766613,20127.42610943629,20239.2403185852,20226.700411373196,20318.288337852904,20320.222910141332,20444.57264335333,20417.81235724248,20470.297074571517,20612.34894509405,20621.37371939165,20687.995399170617,20776.371195905172,20825.9126754122,20887.548887842077,20933.242127024612,20964.09260190156,21131.339113707054,21092.74992850826,21111.61621393996,21263.56385409686,21299.20672837389,21243.460333358227,21376.92113016044,21415.402964129436,21476.936561682258,21550.79045224489,21653.158330998962,21676.66115780649,21720.953323995232,21742.31930675259,21800.12833179635,21910.239377913,21938.941608373523,21988.984277566604,22004.571873700388,22144.392268564792,22211.245574645527,22205.6826651923,22198.170131932784,22366.4916529137,22344.093685858097,22435.75554102691,22505.05762448297,22545.17575390334,22635.62757256715,22691.471385543722,22727.2731724658,22811.1203273145,22870.070383516577,22847.155352819824,22973.7234475254,22979.6482956362,23027.139668995962,23150.94911149748,23125.017668724,23182.512614615283,23250.958749277408,23303.73250054734,23377.93763736954,23424.51419090481,23444.14362416578,23544.5100613345,23606.798461704522,23649.41566292131,23738.788760674,23739.036090873302,23872.966488216498,23909.517697715302,23932.394551612702,23985.4519327493,24049.4238968349,24146.06507513723,24210.6401631863,24256.8914368164,24306.1352848529,24374.724184052102,24383.66326271418,24458.6082291557,24525.298902002298,24620.6433039353,24647.7801600543,24756.1238259963,24813.7341019163,24900.3353043893,25000.5251956763
1.5,959.121515105,1289.6451220825002,1610.8270788050002,1942.72106562255,2266.45500764937,2479.27180321975,2741.7298866963797,3038.2328542391697,3237.22053328396,3499.4156878460753,3679.6250779768898,3928.782561,4097.21848547901,4311.050145103625,4454.523217711,4694.5930968221,4871.55911121441,5090.78049243605,5282.45801643915,5387.934459515484,5572.01979523978,5785.12934637554,5869.43583351216,6046.306322259155,6207.92768715287,6415.73931345662,6529.38066905122,6607.89771063705,6777.6808074993605,6862.36928290029,7066.139809078919,7231.2519223279905,7304.6610576386,7468.62484754901,7496.497981251425,7699.353735606045,7873.699470670175,8003.779006314129,8071.9384485224655,8095.803459902845,8319.747598392385,8408.23800166596,8577.581261346695,8649.609340674931,8802.961293721355,8929.84664423247,9035.41993772352,9109.26150060603,9242.902905290726,9211.758268232299,9433.295802575245,9609.76265936989,9621.899480150794,9782.339916260766,9862.00793854875,9987.95938745049,10044.85782233694,10227.62012670336,10236.871617836261,10378.737691335129,10486.10983191875,10580.258887566435,10639.438873121979,10785.779297331575,10845.744906948465,10931.176880082206,11078.651660967489,11176.01826419696,11208.07765173273,11333.18362438269,11426.05251160212,11557.59254332785,11574.267332567295,11674.616448247094,11771.558046793916,11894.332118718956,11989.717747581391,12061.595343934096,12136.01171764519,12251.601262675234,12296.084940306278,12433.013897043924,12506.688814456786,12575.87807291284,12672.89824612706,12750.029816108636,12827.646903993205,12909.42542452945,12996.271220463625,13068.633119044014,13116.53637337822,13243.277246397745,13354.406778232644,13440.92659881889,13498.823940173228,13549.568589424014,13728.256875569696,13727.85713285651,13783.74522183904,13967.377196523705,14091.346237028834,14104.58923124628,14127.26667281434,14146.375523898705,14298.8223957867,14402.514081779505,14427.029382857256,14479.278272342344,14637.484943932855,14673.19017685467,14775.730768878446,14838.32799003795,14827.714545844605,14969.769924545939,15047.602768436995,15099.157257258796,15224.751238928291,15255.586926708778,15387.512895815345,15407.828962152651,15740.016904816284,15861.159571903874,15934.478480899801,15997.562147323899,15997.608079947255,16094.16296439591,16239.437548690514,16291.853967753505,16309.68433135851,16437.620863882148,16440.84228003453,16538.212816857107,16630.3003214735,16644.44748801098,16731.587684739698,16804.784799018722,16842.717011860383,16984.684185188766,16962.11698669113,17102.4215378607,17160.71442907177,17191.10432666458,17298.108543824765,17336.32751062702,17452.822659005833,17455.31785786158,17558.020891740634,17600.25222461631,17664.784964457256,17701.312599811747,17818.109752101347,17881.48165166345,17956.599741230817,17957.888643117905,18019.232902967906,18114.10266144032,18125.06681394897,18276.912012633158,18300.728015484652,18437.596943363846,18473.173292279524,18451.36136212127,18509.832538796178,18598.042240327377,18603.710219146713,18746.80196945024,18794.55405584669,18850.157147281734,18957.39733017654,18956.49876106044,19092.0777698502,19067.622641658574,19151.8568298449,19208.349356264254,19338.936554343934,19355.47537255862,19373.60963528763,19439.011665064474,19513.52835699173,19605.965165064812,19632.527130685074,19663.497306870562,19784.29154600025,19844.200675949083,19911.23939818563,19918.413175501177,19965.26454500795,20047.312168190674,20106.864068676747,20158.452326959054,20246.75159130921,20278.74390437012,20346.52879958626,20374.47330541017,20488.62519425949,20469.962800997444,20544.752227164452,20652.57300022499,20656.00900642533,20735.231233277435,20802.63982047257,20873.441679442538,20936.950303411024,20984.783118495245,21011.6431890175,21154.50498694003,21137.49243595543,21167.04834665513,21293.9900328093,21314.621762940642,21293.626329244733,21428.867909065695,21457.43007345373,21505.60181303396,21593.249823679907,21725.414655333883,21701.794851204795,21749.033757386886,21779.971002102902,21829.50123862442,21928.01461110888,21989.944712785225,22054.59087735568,22050.57499455016,22172.06226902455,22237.49694700685,22229.143705098664,22229.755425568797,22398.928039623683,22398.620412485303,22532.146305494425,22534.96110031555,22617.17460109636,22662.568447810187,22722.049479504054,22761.339140822256,22855.1483858422,22882.583863634864,22896.71695313121,23004.18603868811,22991.82899131385,23070.569350109326,23162.382960021325,23172.575918901704,23222.04284698345,23313.1265586101,23344.05140270558,23424.073709707132,23473.30179482458,23481.723208189236,23596.63750854563,23620.41189317866,23680.0481297623,23760.27804540835,23786.95823146382,23891.762663857076,23959.86554925133,23979.817920693193,24007.884997437068,24056.049188136003,24156.346654472854,24226.3836383603,24281.179665462438,24325.8481468284,24390.23418201445,24412.421612770544,24492.605645751195,24543.586851934047,24629.588139479107,24678.072185382105,24764.5694801963,24823.7248570363,24910.2078225463,25013.3532517663
2,966.76936054,1311.86120826,1632.2529588999998,1966.087342982,2296.22181310212,2496.511542718,2770.6836111979997,3060.78396802,3284.75501154752,3520.4018690088,3708.3944184834,3943.2745402209403,4167.18129804252,4353.47491415944,4514.56127238516,4721.8712597218,4905.545552084161,5118.59911697054,5322.97915189346,5427.61929444834,5614.32826481124,5823.20162374206,5919.7144887503,6067.627194877599,6229.45426296668,6442.380633952241,6568.24390496216,6659.11622574812,6808.855406008321,6907.04441738508,7102.10571886688,7240.85740806856,7348.1206498640595,7500.358624325446,7543.91790008616,7757.92390654378,7908.20529161414,8039.8791206762,8105.177092301634,8152.5082446807255,8351.6649417555,8438.95336749758,8595.01121201352,8668.062157752285,8842.982649793621,8961.634569568274,9092.866243938599,9158.872915834485,9294.77118535478,9247.09416404608,9491.0674863356,9645.866924154767,9674.450130507841,9800.391220863406,9912.831521411847,10015.655783020366,10063.65185644814,10266.391345939306,10277.92004025908,10408.771176244327,10519.452526805659,10621.7897003411,10703.6157291413,10850.12875642066,10886.684157634734,10986.7515157989,11107.63137312776,11212.25327457262,11250.479250617635,11427.775427370625,11454.11797184716,11581.258226829059,11631.482308089955,11702.630100519926,11810.969820199114,11962.071481023706,12040.3867049532,12107.546397971455,12233.542159563805,12269.095050118061,12348.995586349414,12489.7878790922,12550.25984598196,12611.0857215586,12719.67935600656,12819.888500563935,12890.53718525984,12961.273031269839,13049.8709524642,13162.09797120278,13147.477292465986,13315.908534702861,13406.464535993126,13473.13076323944,13532.03153702888,13581.14518738064,13745.87202968488,13789.36692663084,13810.262866601819,14012.16722256092,14117.537919847638,14133.622089772385,14192.22464289474,14187.810374131406,14314.00965947816,14429.45621128744,14477.317861875994,14505.046104210507,14680.940900589707,14712.19441658242,14809.737140558875,14865.712269881715,14859.356046886105,15026.640607724321,15077.773265912527,15145.650402995814,15310.81861318206,15281.991567065974,15400.266429751653,15433.803990955406,15773.160684928715,15903.330459943754,15976.338438733219,16053.576754798622,16081.82193646316,16143.31233198858,16278.01027198412,16332.24179980718,16354.205239996527,16467.713982358866,16514.942869961058,16559.45595421172,16655.07431922482,16690.36896172622,16768.327393465315,16847.33173976926,16888.348733837065,17008.32191945496,17012.459741018767,17125.696668264787,17191.294199887423,17242.44639285544,17310.689861164505,17399.722005175878,17494.059561401555,17479.306725070142,17589.11518541316,17628.233021305485,17742.61756680154,17749.274255166794,17857.20832750128,17914.6811787718,17990.679953514435,17989.75513536444,18060.688906659707,18152.371555295005,18182.816338042638,18306.150357161954,18349.62021704618,18498.423506754785,18506.19619425326,18513.618312299866,18572.173842984193,18645.404009893606,18651.25029023104,18785.015654767678,18835.17411766084,18879.05500936656,18989.118558831546,19004.978420807085,19131.622762608262,19126.842730167296,19178.11145309911,19242.15686883293,19349.274422008588,19393.400662345764,19406.65525008338,19480.26036541898,19590.543463449532,19619.41037036593,19676.56850100018,19687.133693465465,19810.339664412997,19884.079188374766,19930.214948378492,19960.66888628836,20036.433138629527,20091.52055345756,20156.176586397043,20189.61035472842,20280.25849013818,20333.50486168238,20370.80363361278,20428.3212308485,20534.24502881424,20534.55396559148,20579.296544672925,20677.73944805536,20728.239652197826,20751.965498630667,20824.7971261104,20896.80581178798,20968.0497858495,21015.2587894935,21085.247496130345,21163.94906257858,21170.4112617813,21235.493670139098,21303.990033799113,21339.0484787837,21335.66802740544,21470.955786726314,21500.129329750012,21541.33067648762,21656.40675966576,21756.761525790942,21739.694807296408,21792.623212277453,21813.73229273438,21877.446840268254,21968.398137052023,22033.45126533472,22103.443362597518,22096.71815398371,22216.118576633806,22267.497259135915,22273.674289527873,22261.95040092114,22409.978929205718,22433.62747656844,22550.143672395167,22543.240766132858,22636.32082796242,22680.5319738061,22734.542014913302,22789.193787086897,22876.632383652694,22906.8201982788,22925.911342439005,23020.937974586937,23009.79704595208,23102.35493172648,23177.485528277462,23188.296384151017,23253.83496168364,23331.4194883571,23359.32965162788,23436.136383851324,23504.10110576846,23498.19571143608,23641.84690389342,23656.658144299698,23688.7324320469,23786.74820463384,23803.599366183502,23903.0792415665,23962.9293475083,23993.777364984897,24027.7909883463,24084.17980500692,24175.2739544363,24241.480183993302,24296.969452367102,24350.71322312962,24413.2469968335,24441.4766668275,24507.928909853297,24591.9327331815,24651.164511078303,24699.077304886083,24772.940616246302,24847.967180016298,24921.1161075263,25024.661262786303
2.5,982.040516275,1319.30177655,1664.287925375,1976.0931220749999,2308.8639408,2548.0425568479004,2793.7061700729,3103.97014205,3307.677914559875,3542.286575441275,3734.3047008152175,3965.8300891985,4188.878023914501,4379.2650316511,4559.55937605625,4760.986783314324,4930.936068667,5136.6501708495,5338.668107091225,5448.609016330425,5632.876209556151,5837.4935309637,5959.656848795958,6094.3024829967,6243.673255213975,6473.94166578,6585.5524549548,6679.230660792549,6819.547430458249,6923.6538502084,7126.6723695553,7251.967749221075,7390.99414291435,7524.64137315235,7573.956437723799,7797.751046604282,7942.538564642908,8077.3444683466005,8126.9334719436,8178.162422340518,8364.157863063,8485.508739785377,8628.343799690025,8707.210698809558,8884.799710733125,8986.996058787474,9126.214339685233,9184.748263951476,9326.6685223736,9313.6150319621,9525.474246762633,9673.895021435732,9723.004638591907,9886.908143765082,9946.8218528145,10057.740606939475,10119.59309442065,10297.497254459726,10324.76481968815,10442.142113417056,10544.149602870557,10647.676885147976,10722.574541825232,10894.063728870526,10930.357751282625,11026.924833097293,11150.656562541424,11237.311019440749,11280.714326697776,11447.942331709526,11480.188562565332,11620.0106557919,11672.354874534874,11722.61768888585,11847.9623684198,12006.175349154868,12075.331301246182,12144.11966094445,12272.354750560442,12285.48597742475,12423.252848092792,12515.737490662643,12603.020878858959,12656.645592123408,12755.669169875277,12857.819512589742,12946.651995694318,13003.85833881911,13081.92788898875,13208.985192749375,13180.018172275566,13375.39380221675,13433.057847418717,13516.076719096716,13568.573193081218,13596.051710547375,13762.61358261985,13812.264384159507,13856.763924006926,14033.969881188343,14141.062975972533,14148.248288677682,14239.585825727807,14261.908621805926,14335.367625735824,14458.50722392145,14515.79726585065,14564.021683578274,14699.351253678167,14749.00150753465,14849.508708740592,14928.514090001974,14916.19903267055,15071.661026397182,15108.009943591092,15189.516633269757,15341.364057645249,15333.92451690775,15413.732625769793,15498.583498890075,15816.2167643212,15917.939225901368,16034.245491178532,16071.7407215467,16136.953366599424,16170.570517558357,16303.23873287695,16348.198707693826,16372.241259872491,16510.694434326557,16546.99583872819,16575.868850510753,16689.103736638073,16728.319439256957,16823.72547555286,16871.6631221039,16918.69223408574,17029.578847606852,17052.047674100355,17161.422484246625,17214.483572352892,17258.127680503192,17328.421829668852,17433.43750868676,17528.743053830392,17498.719968875117,17641.910744785244,17664.66803111435,17803.458326372544,17776.23583974362,17886.298316689375,17935.92802693975,18014.32001522104,18007.729741538773,18092.269658643,18160.49222802625,18195.052839838,18327.81337473347,18367.510543818305,18506.73496696555,18516.7910656458,18573.03800696357,18615.931950832757,18657.844979144524,18711.45942826119,18795.3822625707,18862.448452144374,18922.8386005949,19008.317965149457,19027.169488395833,19167.560995463675,19137.417490026375,19211.110277264102,19291.9427544307,19383.4675041792,19431.75007490415,19442.254122670332,19525.621447812733,19623.116107850507,19635.590222906572,19690.573328464867,19744.80207714095,19830.638378264193,19906.516272338125,19940.823626567584,19984.8688786328,20069.727669986984,20111.755513449,20173.153227898856,20220.3289410388,20297.4275817489,20363.906018603448,20411.0103149806,20453.76694570751,20559.118951256052,20568.194489963276,20591.3960535504,20690.936638478826,20738.86610677605,20778.28122932909,20846.398698455127,20910.923900344398,20998.24000119441,21028.000155651298,21100.659579397634,21186.02078411724,21192.595430027894,21280.186357005277,21322.199240686525,21369.85816713125,21430.741472893467,21491.188153323375,21523.9087458859,21567.5671571501,21683.129006356077,21764.664606187802,21758.39428672586,21817.0863040341,21839.25327635879,21901.02702465556,21990.83188335455,22059.821427442148,22123.052812846458,22122.071868210383,22227.579894890143,22317.904199113065,22289.29227381285,22306.934830566875,22436.673946071947,22460.69480313205,22568.6049858308,22554.664210470724,22658.239525155623,22721.99757831137,22756.862939827744,22833.464721398577,22909.8135322254,22918.74931051115,22962.116859134974,23031.22693565845,23030.573292337,23130.73745207705,23203.846206188493,23221.4413206026,23273.50324334915,23361.71269693465,23404.3463559418,23451.2253711725,23516.96663692681,23523.066622780505,23664.013586499168,23686.24298092975,23720.723585151827,23807.561698052148,23821.165017660725,23911.3022634503,23973.4570047636,24007.0725818633,24054.718837319753,24108.174551052798,24186.162175517726,24263.73971218205,24312.4796929588,24361.7106133698,24426.4207850303,24453.40922791485,24526.0785416013,24603.4307618318,24667.274376707803,24708.7284260288,24781.3620945163,24851.940515964798,24931.4760208663,25029.3041708663
