,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395,mpd400,mpd405,mpd410,mpd415,mpd420,mpd425,mpd430,mpd435,mpd440,mpd445,mpd450,mpd455,mpd460,mpd465,mpd470,mpd475,mpd480,mpd485,mpd490,mpd495,mpd500,mpd505,mpd510,mpd515,mpd520,mpd525,mpd530,mpd535,mpd540,mpd545,mpd550,mpd555,mpd560,mpd565,mpd570,mpd575
Low,222.78433596333332,229.81507373428568,235.20205626342158,249.45655166083364,259.0018123496551,263.4786192897477,262.40179313955144,268.1445161387378,268.80141171028595,273.2352170105385,271.40639987360174,276.29001024454317,278.1534270438097,281.3525641774592,283.5972658215661,282.49472677823564,284.47610732388296,286.4435918391037,287.03640409807116,287.8514883017764,289.9776574203003,288.66586089075514,291.8357369694889,290.2425456625939,291.95559228520017,292.63155255622434,292.1772395965158,295.7605247708525,292.00567740584995,294.72345271054496,295.100000473719,297.09356164369206,297.44010277011284,296.0197725472148,298.6196246224288,299.0937225140514,297.56760200333895,300.2276186307617,300.3200846270789,301.6856951436351,302.34994031532386,301.9828302901999,302.3954656303029,301.66270023890434,302.5748031763322,303.7396949701546,302.15832906374834,304.85843772635315,304.0221401238753,304.12801858389344,305.0066216335013,304.12359226010443,306.46389720580936,306.1233889372153,305.5797863155854,306.0074625187166,305.06273613199033,307.80167580507424,308.04250516038775,306.97106515962105,306.1671365243149,308.4089847248214,309.38104030077074,308.9995105071788,308.73029635042286,308.4680710940118,308.40149998098457,310.26987600910536,309.20931788212215,310.74661141826783,311.1839748377317,310.3722555984561,310.5437376365301,312.5721799914558,311.74274731151746,311.2660398978324,312.00365301313184,312.1891695421754,313.2596255703954,312.1612943542867,312.48940525217154,312.6931063886251,313.49922894071807,313.3275268906935,313.2355073865679,314.180804720002,314.5512217303349,314.7067910472644,314.6980754174517,314.4560794842837,315.3965669792933,315.51342848138944,316.092797474894,315.3374491140266,315.41024727101785,316.1396947557,316.71804229637314,317.1023685565356,317.1771820311959,317.8099368018759,317.6211543886501,318.0517952295827,318.14546018308715,318.69542866861144,318.5486515089192,319.0782681585732,319.6101746449494,320.1656124471065,320.44881354273434,320.5616683283243,321.0129846417446,321.6952311400424,322.1959896720621,322.7904092917085
High,474.94318360055587,461.4658719980952,433.23154161789444,418.0496922936667,405.27528322471267,405.1423432534449,397.71745762477553,394.1606358794949,389.18802128973437,386.62949992727226,380.3076673175423,380.75085255495185,376.32876545954406,374.32519219603626,370.93017418163794,369.229984371779,369.356800715531,369.36677728570015,365.39299087192944,364.8056722339565,362.9795378643159,360.6784640557662,362.17020013908956,361.5251189576514,358.80424276021745,357.81883854126005,359.9356301436718,356.6130601311975,357.6553206239593,356.902031626473,354.7065421617358,353.66066587939815,355.8182773311396,353.8143600001576,350.75593997012277,352.56611701886914,350.2705573582516,350.80679559941296,351.541581507225,350.3659500056577,348.6088369812553,349.4298065838012,349.3864740591518,346.88880612964863,347.1206705489195,349.36150476814,346.8429341920506,346.71985879611117,345.8675073425192,344.3353624810392,345.61355471384394,345.4988645219264,345.36155563214527,345.57326370369833,343.98173443413845,344.68891818374686,343.6526669111666,343.90447696272037,342.05978032344655,342.1711827939114,342.34027919949324,341.1502941774634,340.85337065108007,340.7361629499327,340.5916832433806,339.3006480622861,340.4434310246556,338.7729343713986,339.1253367969863,338.9062818097703,339.12373561772085,340.3325549686524,338.07317129715966,337.2976771700089,336.9743247736006,338.01326278613004,337.66678484553523,337.3009979773049,337.06502809496436,336.5537795873113,336.1713571635543,335.47871418290305,335.64777731692743,336.4883487562866,334.2409186922939,335.34344436970446,334.2572232972151,333.78180114351494,334.5259150870445,333.385983729991,333.6083856270812,333.2958909009585,333.78173453069456,332.97262332023917,332.43336384213524,332.0628937353574,332.4651040562809,331.7133429890601,331.55126394240085,331.04894631179525,331.3722538951831,331.13466930720523,330.73080677125904,330.41087207039124,330.13633427364465,329.43903819357485,329.3452444710247,328.97894882755645,328.4675862266579,328.0431757932035,327.8198799260905,327.08180523079835,326.37668995085846,325.6293883898569
Mean,322.6994411136,326.1688652037334,324.3762878785737,326.7190933037666,324.4901541910253,327.2502939150924,325.0247997053359,324.0011349247374,324.58795396916736,326.19435675896295,325.67676779037515,324.56154387698564,325.3676223207495,325.112295447169,324.0916815090354,324.27637922135966,325.33129399354533,324.8608367073599,325.072925497837,325.3017521489004,325.01918334769806,325.539859614383,324.5326449572966,325.6422227905771,324.95384344366244,324.54586342533844,324.75532706014906,324.8260232085567,324.025788279344,325.21272124371444,325.27292540702774,325.33041039757813,325.52404268144574,323.7093227677207,324.88210819225026,325.2693615520328,325.1531268069573,324.72196063155286,325.1462896772892,324.955999523831,324.62759962158265,324.9393629057142,324.8799103313995,324.4883622261421,324.87770372248144,325.3802486493896,324.8207283454854,325.1585874040943,324.84253311297505,324.63480268816755,325.44139015432296,324.60627234441796,325.6736159063795,325.5871109659697,325.1295957829186,324.95030450375776,325.25838343122734,325.0907218590063,324.96058228271414,325.1975595884359,325.49155431812943,325.192079602606,325.19496750532113,324.78965605063445,324.9730570300406,324.65490244231825,325.0156170227694,325.2500592708075,324.35790164092765,324.80186681075406,325.0344594748932,325.32046595092925,324.8519740999745,324.75671356101236,325.0086462329291,324.84024726300316,325.1116308109779,324.8738694971636,325.13524465418163,324.889126203756,324.6798614378493,324.6884943502374,325.0086542333864,324.88892864799465,324.7206561903218,325.02267689795883,324.7896548731603,324.7049347867669,324.92894488635505,324.9436375421874,324.8640616390505,324.97592857229046,325.0756763909876,324.7246638363151,324.6878166754049,324.86595244658736,324.9531239224721,324.9044328054927,324.9704464392755,324.97729542223607,325.01053563657183,325.0908185672466,324.86724226801994,324.8288368331635,325.1103382047225,324.91069449118714,325.0970383309951,325.14814520802366,324.93802261794787,324.9263467807201,324.96003191886115,324.95191315881834,324.9633444914096,324.94641186884303
