,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505,mntd510,mntd515,mntd520,mntd525,mntd530,mntd535,mntd540,mntd545,mntd550,mntd555,mntd560,mntd565,mntd570,mntd575
Low,102.59602823750001,98.84587179166662,98.68303134749999,94.674218666,91.50298413249996,83.6978302078571,83.29655083437501,81.31104370166665,80.45598298450001,75.82556083818179,73.87269413833336,71.10967913384614,70.2449511589286,70.00307109666666,67.39110769375,66.68227923264705,65.93881638666669,64.07614281552632,63.2802259705,61.396036389047595,61.6902228927273,60.492726186521764,58.65522662437497,58.020133454,57.3597734588461,56.36979441888887,55.6399808082143,55.4172417008621,54.92564255133333,54.61228546983875,53.711179329687496,52.59943664818184,52.18105458352946,51.99174434114292,52.35232982847224,50.995459647972936,50.72996159828947,50.662163910384635,50.120994892875004,50.08502373609761,49.115338603452365,49.00095493511628,48.10723140602278,48.79368730311112,48.20010654749998,47.58420044606381,47.3961487908333,47.698396009489784,47.278962430200004,46.68639879754907,45.97107180221154,46.44438634849058,46.038709753981436,45.537842128999955,46.04155199285713,45.221201109473725,45.134821216896576,44.74162642661016,44.72872598033333,44.65829966336069,44.2529648808871,44.265890951269846,44.119172000937496,43.52244881669227,44.164628193560624,43.486690136791054,43.57154065404417,43.038991476086984,42.923459347928585,43.013134794436645,43.028006996250014,42.52975902089045,42.573048315000015,42.47639571246664,42.44560662059208,42.14177907772727,41.938328659294854,41.8698078351266,41.6603270238125,41.535248647037065,41.51817407530491,41.33862051584337,41.43876788184527,41.241010498647064,41.191960461395304,41.103296502528785,40.75692986437504,40.76128396882021,40.73790232572223,40.38693323159343,40.531249175271725,40.50727788198927,40.32194276590426,40.28245595842106,40.369846573177085,40.213845268195904,40.06498121076527,39.8332920733333,39.784289794299994,39.96379165168315,39.58244539980392,39.436575635048506,39.52918640067307,39.29083734323814,39.25308452462266,39.367937604486016,39.50115814356485,39.168803189403654,39.37259192431816,39.17576282261259,39.15517884607147,39.206504420663684,39.17861366916667,39.760527409217374
High,306.22340175249997,264.76345133333297,231.89814169749997,206.00507754299997,185.81829729833333,174.79572275428558,160.881382025625,153.71268846500033,142.4780346145,136.65084798454586,129.9330176625003,124.90894559230784,120.26371522500042,113.46264769633365,108.9749778740625,107.83228065264659,103.9473344577782,100.01446751473662,97.78436559149999,94.00674340428573,93.43876255318183,90.26875773608701,89.05757941520831,85.6819183014,85.17186828634617,83.70584342129632,81.9870435244643,79.88148610689655,78.3549738263333,76.68394795193551,75.01603269734375,74.29955307015152,73.73746804191171,72.92277422057144,71.0591034934722,70.86063351567569,69.72896652934212,68.63121832871795,68.416763249625,67.6731927589024,66.69236483488096,66.09668611732562,64.94773163079539,64.45985236022223,63.70314027880432,63.04530722648939,62.5699229260417,62.18872590316329,61.4175613791,60.32244611970591,59.93586397615387,59.23296364084909,59.70166271074073,58.8054294097273,57.84087370401789,57.71230099824559,57.36892435724141,56.663435184745744,56.42002455675003,56.013315364918064,55.81749721725804,55.256210856428545,54.83756488304687,54.187386839076986,53.8980461398485,53.35895117582092,53.073950952352945,52.75363857927537,52.35212947149997,52.255458618661926,51.790510371597186,51.63630474082193,51.22352147486485,50.626301691133335,50.640820193684256,50.04268917292209,50.03959190538463,49.534892667784845,49.27875618018749,48.83272043345681,48.68099304060976,48.45439857427716,48.194227577619095,47.80679581623529,47.63536726848836,47.37297716195399,46.99991756954542,46.911174451797805,46.63240430805554,46.38704675038459,46.09886875793477,45.84655109580652,45.755290121489395,45.34627294857895,45.17484966635416,45.04698602639173,44.593673343010245,44.43012488601008,44.23805377925,44.02914832207917,43.72281367068633,43.47624521378643,43.31234407576926,42.994900523476154,42.7655797459906,42.58104650009347,42.421905718472246,42.20683656408256,41.961931777045486,41.63695231833337,41.35677126544641,41.110003802123856,40.85082637561401,40.52484907600003
Mean,197.5130754631,173.35936325799997,156.8279405826,144.78543653532,134.0387120438667,126.17671146948571,119.11632279599999,114.2793614342222,109.33670480576001,104.93300399558183,100.11699192208334,96.7697327546154,93.02226195048573,89.80890876366666,87.9142859489,85.8257903542353,83.62311176943334,81.30048018984212,79.49094123985999,77.55402680767618,75.85394808319091,74.84738226838262,73.31393891085834,71.703328067504,70.9226341586923,69.54575153518519,68.55706390550715,67.5613562105793,66.28665045716,65.66473182487098,64.50603641423125,63.79801231192122,63.22721672606471,62.78656027889715,61.6138370614389,60.911827656540545,60.39519724990527,59.738871851389746,59.37246216903999,58.75357056223415,58.05782673143334,57.96773842876745,57.01566127947728,56.741014464142225,56.18246800609566,55.63321049351915,55.37836461266667,54.890687404832654,54.429330853772,53.88920291485491,53.36650110508847,53.19857754304151,52.915680433648156,52.46507536693455,52.26508996466429,51.7829275023193,51.40701495706208,51.11263302663052,50.809454947489996,50.48137725639017,50.16758454263226,49.98897825833016,49.900995780081246,49.31252596780615,49.14233424056061,48.881424030053736,48.480208493073526,48.225504955040584,47.971536939165716,47.841619611890145,47.67930879718056,47.396910811287675,47.08607479861082,46.872451036285334,46.90952231047106,46.52208745649351,46.30827254351795,46.08462623743798,45.83656571837,45.54373710450618,45.387208136795124,45.29883548697831,45.04873448832381,44.86036897926354,44.6473755617907,44.47263725766208,44.18651387097727,44.14641825234158,43.93356936781778,43.73848021725715,43.58774773330653,43.442084745636556,43.29590407350426,43.093800434456845,42.90565562092708,42.853761462144334,42.5711274074347,42.4798368367495,42.311280094438,42.216079212782184,41.98953094078431,41.88002604577865,41.71617177319039,41.54709690493905,41.42029198762265,41.289264828444864,41.20320650658518,41.014921135849555,40.92551126202728,40.72815098757298,40.603101516519644,40.4647751113823,40.359886858450885,40.23093551896871
