"","x"
"1","Isoetes_bolanderi"
"2","Isoetes_howellii"
"3","Isoetes_nuttallii"
"4","Isoetes_occidentalis"
"5","Isoetes_orcuttii"
"6","Lycopodium_clavatum"
"7","Selaginella_asprella"
"8","Selaginella_bigelovii"
"9","Selaginella_cinerascens"
"10","Selaginella_eremophila"
"11","Selaginella_hansenii"
"12","Selaginella_wallacei"
"13","Selaginella_watsonii"
"14","Asplenium_septentrionale"
"15","Azolla_filiculoides"
"16","Azolla_microphylla"
"17","Woodwardia_fimbriata"
"18","Cystopteris_fragilis"
"19","Dryopteris_arguta"
"20","Dryopteris_expansa"
"21","Polystichum_californicum"
"22","Polystichum_kruckebergii"
"23","Polystichum_lemmonii"
"24","Polystichum_lonchitis"
"25","Polystichum_munitum"
"26","Polystichum_scopulinum"
"27","Equisetum_arvense"
"28","Equisetum_laevigatum"
"29","Marsilea_oligospora"
"30","Pilularia_americana"
"31","Botrychium_ascendens"
"32","Botrychium_crenulatum"
"33","Botrychium_minganense"
"34","Botrychium_montanum"
"35","Botrychium_simplex"
"36","Ophioglossum_californicum"
"37","Polypodium_californicum"
"38","Polypodium_calirhiza"
"39","Polypodium_glycyrrhiza"
"40","Polypodium_hesperium"
"41","Polypodium_scouleri"
"42","Adiantum_aleuticum"
"43","Adiantum_jordanii"
"44","Argyrochosma_jonesii"
"45","Aspidotis_californica"
"46","Aspidotis_densa"
"47","Astrolepis_cochisensis"
"48","Cryptogramma_acrostichoides"
"49","Cryptogramma_cascadensis"
"50","Notholaena_californica"
"51","Pellaea_andromedifolia"
"52","Pellaea_breweri"
"53","Pellaea_bridgesii"
"54","Pellaea_mucronata"
"55","Pellaea_truncata"
"56","Pentagramma_pallida"
"57","Pentagramma_triangularis"
"58","Woodsia_oregana"
"59","Woodsia_scopulina"
"60","Calocedrus_decurrens"
"61","Chamaecyparis_lawsoniana"
"62","Juniperus_californica"
"63","Juniperus_occidentalis"
"64","Sequoia_sempervirens"
"65","Sequoiadendron_giganteum"
"66","Thuja_plicata"
"67","Ephedra_aspera"
"68","Ephedra_californica"
"69","Ephedra_funerea"
"70","Ephedra_nevadensis"
"71","Ephedra_viridis"
"72","Abies_amabilis"
"73","Abies_bracteata"
"74","Abies_concolor"
"75","Abies_magnifica"
"76","Picea_breweriana"
"77","Picea_sitchensis"
"78","Pinus_attenuata"
"79","Pinus_balfouriana"
"80","Pinus_contorta"
"81","Pinus_coulteri"
"82","Pinus_jeffreyi"
"83","Pinus_lambertiana"
"84","Pinus_monophylla"
"85","Pinus_monticola"
"86","Pinus_muricata"
"87","Pinus_ponderosa"
"88","Pinus_quadrifolia"
"89","Pinus_radiata"
"90","Pinus_sabiniana"
"91","Pinus_torreyana"
"92","Pseudotsuga_macrocarpa"
"93","Tsuga_heterophylla"
"94","Tsuga_mertensiana"
"95","Taxus_brevifolia"
"96","Torreya_californica"
"97","Brasenia_schreberi"
"98","Nuphar_polysepala"
"99","Aristolochia_californica"
"100","Asarum_caudatum"
"101","Asarum_hartwegii"
"102","Umbellularia_californica"
"103","Anemopsis_californica"
"104","Ceratophyllum_demersum"
"105","Carlowrightia_arizonica"
"106","Justicia_californica"
"107","Sesuvium_verrucosum"
"108","Trianthema_portulacastrum"
"109","Amaranthus_blitoides"
"110","Amaranthus_californicus"
"111","Amaranthus_fimbriatus"
"112","Amaranthus_palmeri"
"113","Amaranthus_powellii"
"114","Amaranthus_watsonii"
"115","Nitrophila_occidentalis"
"116","Tidestromia_lanuginosa"
"117","Rhus_aromatica"
"118","Rhus_integrifolia"
"119","Rhus_ovata"
"120","Toxicodendron_diversilobum"
"121","Angelica_arguta"
"122","Angelica_breweri"
"123","Angelica_californica"
"124","Angelica_callii"
"125","Angelica_genuflexa"
"126","Angelica_lineariloba"
"127","Apiastrum_angustifolium"
"128","Berula_erecta"
"129","Bowlesia_incana"
"130","Cicuta_douglasii"
"131","Cicuta_maculata"
"132","Cymopterus_terebinthinus"
"133","Daucus_pusillus"
"134","Eryngium_articulatum"
"135","Eryngium_castrense"
"136","Eryngium_mathiasiae"
"137","Eryngium_pinnatisectum"
"138","Eryngium_racemosum"
"139","Ligusticum_apiifolium"
"140","Ligusticum_californicum"
"141","Ligusticum_grayi"
"142","Lilaeopsis_occidentalis"
"143","Lomatium_californicum"
"144","Lomatium_caruifolium"
"145","Lomatium_dasycarpum"
"146","Lomatium_dissectum"
"147","Lomatium_howellii"
"148","Lomatium_marginatum"
"149","Lomatium_mohavense"
"150","Lomatium_nudicaule"
"151","Lomatium_repostum"
"152","Lomatium_shevockii"
"153","Lomatium_torreyi"
"154","Lomatium_tracyi"
"155","Lomatium_utriculatum"
"156","Lomatium_vaginatum"
"157","Oenanthe_sarmentosa"
"158","Oreonana_clementis"
"159","Osmorhiza_berteroi"
"160","Osmorhiza_brachypoda"
"161","Oxypolis_occidentalis"
"162","Perideridia_bolanderi"
"163","Perideridia_gairdneri"
"164","Perideridia_howellii"
"165","Perideridia_kelloggii"
"166","Perideridia_lemmonii"
"167","Perideridia_oregana"
"168","Perideridia_parishii"
"169","Perideridia_pringlei"
"170","Podistera_nevadensis"
"171","Sanicula_arguta"
"172","Sanicula_bipinnata"
"173","Sanicula_bipinnatifida"
"174","Sanicula_crassicaulis"
"175","Sanicula_graveolens"
"176","Sanicula_laciniata"
"177","Sanicula_tracyi"
"178","Sanicula_tuberosa"
"179","Sium_suave"
"180","Tauschia_arguta"
"181","Tauschia_hartwegii"
"182","Tauschia_kelloggii"
"183","Yabea_microcarpa"
"184","Amsonia_tomentosa"
"185","Apocynum_androsaemifolium"
"186","Apocynum_cannabinum"
"187","Asclepias_albicans"
"188","Asclepias_californica"
"189","Asclepias_cordifolia"
"190","Asclepias_eriocarpa"
"191","Asclepias_erosa"
"192","Asclepias_fascicularis"
"193","Asclepias_nyctaginifolia"
"194","Asclepias_speciosa"
"195","Asclepias_subulata"
"196","Funastrum_crispum"
"197","Funastrum_hirtellum"
"198","Funastrum_utahense"
"199","Pilostyles_thurberi"
"200","Aralia_californica"
"201","Hydrocotyle_ranunculoides"
"202","Hydrocotyle_umbellata"
"203","Hydrocotyle_verticillata"
