,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455,pd460,pd465,pd470,pd475,pd480,pd485,pd490,pd495,pd500,pd505,pd510,pd515,pd520,pd525,pd530,pd535,pd540,pd545,pd550,pd555,pd560,pd565,pd570,pd575
Low,1237.118005675,1587.5378506749998,1920.470158525,2275.198127275,2511.06923675,2866.184324,3102.9562392,3445.787864325,3668.742556425,3901.07366135,4133.943932475,4361.975070175,4619.175511525,4752.2983366749995,5025.8233172,5242.832373974999,5414.773536725,5661.1232992,5826.975471250001,5988.435806925,6255.274404975,6422.03748895,6509.9264781,6752.30040645,6933.4376703,7080.441177975,7296.117526999999,7415.781539675,7457.8144793500005,7720.7980922,7897.242096825,8018.0611639,8218.698908375001,8378.071442274999,8424.94382645,8633.330604325,8825.613778075,8971.6002499,9096.421874950001,9245.04393105,9352.127128825,9516.3182053,9646.186338425,9767.728947849999,9945.1087144,10123.820898925,10181.51787375,10388.2942329,10458.360946050001,10576.798695200001,10737.12092605,10798.512823775,10986.035637674999,11118.4324138,11280.559131125001,11352.235784525,11519.7583182,11586.167702775,11833.677162525,11870.3404215,12042.023507774999,12135.303739375,12228.21478845,12384.975602025,12580.559009,12689.530618725,12800.943024925,12909.217477675,12953.27454445,13128.61530605,13284.595682175,13351.66972475,13550.761018175,13683.47449865,13812.93995495,13989.3164358,14048.569581875001,14141.273554575,14286.493187275,14355.734168949999,14520.633801175,14649.7095556,14815.429842649999,14850.227364350001,14971.9615206,15173.743231725,15307.55339445,15444.596747325,15548.7904236,15684.92234935,15779.40119165,15871.20996295,15956.993415575,16170.978917275,16219.3937921,16327.724548625001,16521.615810475,16577.37151615,16732.7839286,16854.05030995,16928.49885495,17115.131704675,17257.930350125,17293.127879649997,17427.20199045,17602.348732874998,17677.18509175,17830.307899325,17942.0503299,18077.385640925,18230.7907508,18319.23424375,18465.270308799998,18772.7132502
High,2132.66438235,2674.004142,3175.179639575,3549.7404562499996,3926.0057190499997,4368.368160275,4641.903645875,4939.0319623,5226.7272908,5404.134639375,5760.326696175,6003.108577725,6254.0360263249995,6562.906078375,6747.526658725,6913.273759199999,7155.297783249999,7392.41777535,7649.951929225,7844.293079125,8008.6042428,8202.149484025,8297.26930915,8610.653346374998,8763.820810025001,8956.331033975,9029.385530200001,9259.077151425,9396.800510699999,9650.5653224,9797.108142975,9900.266878575,10119.01677065,10255.801358475,10325.680893775,10574.232012524999,10732.914484125,10871.374152175,10967.88518535,11098.65374435,11226.689685524998,11371.874981474999,11622.105381,11740.5235414,11841.782467875,11988.512216924999,12148.725971975,12351.067909675001,12420.115039625,12535.01501565,12618.956965375,12800.749069325,12874.23196055,12988.6762284,13174.017654875,13355.409279574998,13437.831512525,13532.008577699999,13695.652463825,13833.845975225,13915.355921875,13968.552649625,14147.070652125,14278.059344025,14350.307590775,14486.81519815,14605.8102889,14710.91122105,14812.78328115,14900.381865975,15082.9836381,15168.053823125,15249.194868175,15398.370719475,15456.554384649999,15576.3613089,15711.193210925001,15804.47333945,15866.862354975,15999.295437575,16074.099540624999,16219.7555593,16333.323757175001,16378.803487225,16511.336990174997,16611.2490101,16708.860945775,16829.450826074997,16925.03688865,17052.4292981,17106.32539395,17196.365085075,17308.662656325,17421.443548075,17498.0692955,17547.491071225002,17673.288196975,17747.0693926,17860.389749474998,17929.870300925,18048.271795825,18106.843456725,18216.5725953,18276.053548750002,18347.416784775,18441.054650424998,18524.928858125,18588.29198125,18665.727460225,18749.2932215,18817.422685075,18879.72514865,18943.962190000002,18991.184979525002
Mean,1608.662027996,2079.2371824839997,2489.8203660060003,2859.1352398699996,3186.3519368270004,3522.2126808559997,3841.380960839,4153.803329926,4399.547705674,4644.544674676999,4910.845652326999,5157.074201622,5378.788957916,5624.447218647,5834.2641510349995,6042.300226386001,6282.317280402001,6487.272734966001,6696.7067563109995,6886.124473702001,7070.591837651999,7249.415959213,7402.875566633999,7613.702789711,7798.864091600999,7988.505620354001,8125.997183353999,8295.422706547,8459.517833247,8619.549901158001,8830.428110645,8957.488789223,9146.403977681,9285.694876291,9388.642383159,9592.723445955999,9775.207875093,9901.563601023,10047.142297006,10183.886773001,10327.349738089,10466.688582716999,10624.344693046,10772.032442042999,10900.476879719,11054.907600597,11219.152431019002,11341.887393504,11446.6132019,11585.665474615,11707.060599802,11841.495044437,11989.325537556,12125.756912915,12252.031491554999,12375.558446618003,12524.707434241001,12639.022461058,12790.122554979998,12905.94624917,13033.750835760999,13129.073648403999,13253.659859349,13389.297786363,13525.998992316001,13635.383197824,13760.927180874001,13886.954938912,14000.061301776997,14112.813511546,14243.088718595,14349.041684704,14468.098287290999,14586.20351605,14720.292952845,14826.312150663,14956.905835473,15069.350544707999,15166.841430968,15275.864954506,15412.458758834,15500.104385237,15635.896405083999,15734.622024597998,15852.723944433,15979.62139209,16084.122743029,16210.956548441998,16301.658858219002,16420.197683843002,16531.853520017,16619.803198457,16722.304073281,16849.404022905997,16948.890110507,17055.242402767002,17180.00838273,17263.938211114,17370.954816385998,17488.393699468,17581.561712721,17685.911467177,17805.611148382002,17880.637055218,17996.508251546,18115.432962511997,18211.711151179,18314.206777822,18419.724626845004,18515.057107269,18623.055393406,18718.536107763,18818.652577102002,18927.027696294
