,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350
Low,195.81867284166654,208.99577969619025,212.03108623868386,215.90233208066635,214.9500251427246,219.03018938265674,220.079967506718,222.62336234839267,224.3793300737226,223.43772258702154,225.54450769728277,224.5712373796142,226.61803348252383,226.81445093326437,227.27935038124946,226.94368485286003,227.95003396289172,228.4844068806591,228.97886466085623,229.8701811233367,229.96490540558375,229.84787620799978,230.27403025360348,230.56406105130594,231.5259654361781,231.61539698299356,231.33838355410344,231.97302885835555,231.59273496249867,232.72287030128146,232.03900550221346,233.10453411274415,232.81327718761614,233.06763512059626,233.45754185175358,233.50887815962528,234.61521062844008,233.92422212113794,234.64738974328816,234.20446324476612,235.17250752059954,234.96140686636673,235.0864287835954,234.84310528662743,236.03952093626302,235.7704519903965,236.22730841164673,236.65700243335982,236.35311816844683,236.2087221031704,236.64008703471015,236.95142642855586,237.23421406914585,237.56130632831392,237.50250802046313,237.73040348360334,237.6706284592811,238.6148052461967,238.31385721758653,238.80666710786792,238.9269436688762,239.0796901690751,239.54831601106233,240.04171669176495,239.9380251124642,240.69417138012312,240.98338903344415,241.03120649695566,243.1702690380228
High,327.9174146277781,300.3431625904762,286.6934411608499,286.1905688879997,287.6445703344789,277.02333747579803,277.9637697656089,273.36714403436986,271.9428980724131,269.35576572027634,267.400824627548,265.99607292825976,265.7992424821972,261.93428267263226,264.31348697122456,262.9443981206971,261.98598401121103,260.199809018024,260.34360243068346,259.68475167424646,259.77135888989034,257.91884144346096,257.9773731241957,256.64554179878144,256.07622356163955,255.58973902040614,255.44511951949437,255.44843758819533,255.92283660242185,253.51290383485374,253.702293471185,253.83801094145542,253.6396188391582,253.8775707126454,252.72214678841286,252.7538169255246,251.94997894754016,252.3153377671027,251.6820885609615,251.38282730772127,251.05346942808447,251.106126723061,250.4884574715733,250.26036915247758,249.89845873393372,249.50641273720336,249.21153083557186,249.0621498083127,249.09121847048132,248.7953412672414,248.35213774946013,248.2412790454487,248.00115208734343,247.81625052159023,247.56374557705178,247.147740187335,246.81128390238155,246.7463443181147,246.6354086667755,246.1881422240875,246.03289158820598,245.76403883614665,245.53747391604222,245.27494073876372,244.9055437281935,244.72900300139898,244.50778036347214,244.09781397127475,243.571570394309
Mean,242.85781854111977,244.1662707833179,242.7076549452591,243.51999242425163,243.56039217824434,243.02658588985008,243.05313031766892,243.06538073559798,243.64763398134178,242.69958853224918,242.80199447905588,242.51501912748353,243.43194781249778,242.68765964770398,243.35342053951572,243.03044852378196,243.30003751919838,243.1809296836636,243.2486096837022,243.2404846726338,243.08644703303293,243.38878678784235,243.33157768221912,243.08116524265384,243.63088987546604,243.55924299885,243.1175004487725,243.53966272224585,243.67554803165868,243.1420443433962,243.12315614800494,243.49813244337014,243.4108667877079,243.43733955928005,243.15191761364957,243.23519812342687,243.32087111013655,243.30278905843386,243.55777618415289,243.19861166637037,243.37263587680104,243.5157049761997,243.32650798498346,243.05081788875134,243.2983156166028,243.16029774294398,243.37993814049702,243.44383291679264,243.3142616722289,243.4189332177349,243.28479675367362,243.274802108546,243.39941384943523,243.41132961161946,243.38049489657328,243.22737234244136,243.17819261471737,243.37137072113643,243.38412389824865,243.25791861633468,243.35269004540035,243.29604428307962,243.38577636310302,243.3678596724898,243.3303586877877,243.31673734272778,243.41651751037918,243.33084430378454,243.33338111002004
