,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32,mntd34,mntd36,mntd38,mntd40,mntd42,mntd44,mntd46,mntd48,mntd50,mntd52
Low,71.650721475,72.55821501666664,65.719525025,65.3517174,59.03849911249997,57.57927809285709,55.525033334375,55.35278887222224,53.73781194,52.557588311363595,51.09202447083334,50.520769323076905,48.3023239446429,48.77251199166667,48.155428703125,47.77565819411762,46.68342477222225,46.48508218026315,46.46966300125,45.51145817857146,45.553599482954574,45.790384107608716,45.73506241875003,46.281344531,47.0999725769231
High,194.822724,164.60818657499965,142.8616838875,126.58973349,116.96444369999968,106.70817799285672,98.985589846875,94.28252881388889,88.8360794975,84.1625244159091,82.24892385,78.54363311346151,76.28701571428574,74.26595945500003,72.37260933125,69.90959430294122,67.37049218333333,66.11554022763156,64.07183142625,62.42055443452382,60.81313587386362,58.79204657173914,56.9631304322917,54.853334212,53.1716797307692
Mean,140.8965858255,120.02145536366666,105.374094532,95.8309165534,87.53718305449999,82.23545256685713,77.22194697775001,74.71078163833333,71.9301868614,69.04291963472727,66.96763619416667,64.859359035,63.51267221385714,61.93134698846667,60.230409568374995,59.045277902941166,57.39607622233333,56.13232461794736,55.166331994500005,54.34836722385714,52.69740543381818,51.88677181147826,50.711998362125,49.80125491368,48.94492720534614
