,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34,mpd36,mpd38,mpd40,mpd42,mpd44,mpd46,mpd48,mpd50,mpd52
Low,130.05396473333366,143.0514668,154.7324821892853,156.96881507777735,158.91283346893974,162.2362436181315,163.40467076875032,164.7336697669931,164.7539401434207,166.037388801515,166.6296688865945,166.85592056107686,167.75616314563516,167.97787845310387,168.538579602016,168.68901925017784,168.95701762349233,169.5341396150786,169.69961884589756,170.01695123577247,170.35583799371082,170.6852629743476,170.866590393484,171.1678809353469,171.310452841629
High,196.991089,190.729372933333,185.63282339642842,182.83531241999998,180.9086185219699,180.15138236373664,178.90581568125,178.23471180588245,177.5967175668423,177.01397090129836,176.59200156956504,176.41724641246145,175.73437559193152,175.73815012114903,175.38868018094774,175.15021300775416,174.72542973182584,174.6131987341392,174.28227182576944,174.09316518310084,173.85310502426046,173.652865234976,173.33603450824512,173.07752605302008,172.703205263952
Mean,172.22211639133334,172.65652705,172.8011451055,172.1110740331111,172.17208380621213,172.69365449850545,172.43144422781666,172.5356863993856,172.29204976531577,172.4050577242684,172.35342541150726,172.2956487813354,172.27419046175132,172.3430966859862,172.3663083961895,172.26210987072017,172.28537568686667,172.33419739275962,172.34120505305128,172.37368205794658,172.4060729535328,172.39642496056615,172.35018963628016,172.36304621456813,172.34609219473904
