"","name"
"1","Adelpha_californica"
"2","Agathymus_stephensi"
"3","Aglais_milberti"
"4","Anthocharis_cethura"
"5","Anthocharis_lanceolata"
"6","Apodemia_palmeri"
"7","Asterocampa_leilia"
"8","Battus_philenor"
"9","Brephidium_exile"
"10","Calephelis_wrighti"
"11","Callophrys_gryneus"
"12","Callophrys_nelsoni"
"13","Callophrys_perplexa"
"14","Callophrys_spinetorum"
"15","Chlosyne_acastus"
"16","Chlosyne_californica"
"17","Chlosyne_lacinia"
"18","Chlosyne_leanira"
"19","Coenonympha_tullia"
"20","Colias_cesonia"
"21","Colias_eurytheme"
"22","Colias_harfordii"
"23","Colias_philodice"
"24","Copaeodes_aurantiaca_"
"25","Cupido_amyntula"
"26","Erynnis_funeralis"
"27","Erynnis_tristis"
"28","Euchloe_hyantis"
"29","Euchloe_lotta"
"30","Euphilotes_bernardino"
"31","Euphilotes_pallescens"
"32","Euphydryas_anicia"
"33","Euphydryas_chalcedona"
"34","Euphyes_vestris"
"35","Eurema_nise"
"36","Ganyra_howarthi"
"37","Glaucopsyche_piasus"
"38","Hemiargus_hanno"
"39","Heraclides_cresphontes"
"40","Hesperopsis_gracielae"
"41","Hesperopsis_libya"
"42","Icaricia_acmon"
"43","Icaricia_icarioides"
"44","Leptotes_marina"
"45","Lerodea_arabus"
"46","Limenitis_archippus"
"47","Lycaena_arota"
"48","Lycaena_gorgon"
"49","Lycaena_helloides"
"50","Lycaena_xanthoides"
"51","Nestra_julia"
"52","Nymphalis_californica"
"53","Ochlodes_agricola"
"54","Papilio_indra"
"55","Philotiella_speciosa"
"56","Phyciodes_phaon"
"57","Poanes_melane"
"58","Polites_sabuleti"
"59","Pontia_protodice"
"60","Pontia_sisymbrii"
"61","Pterourus_eurymedon"
"62","Pterourus_rutulus"
"63","Pyrgus_albescens"
"64","Pyrgus_ruralis"
"65","Satyrium_auretorum"
"66","Satyrium_sylvinus"
"67","Satyrium_tetra"
"68","Strymon_istapa"
"69","Vanessa_annabella"
"70","Vanessa_cardui"
"71","Vanessa_virginiensis"
"72","Zizula_cyna"
"73",NA
