,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455
Low,994.864253525,1348.635676575,1689.99256822475,1988.5248018825,2346.081971902,2625.177629599,2885.1168668648497,3173.0542148281,3474.94443209025,3740.2722865,4006.29153496775,4217.159003169,4505.0625774605,4750.07047817725,4952.145492612651,5167.041732777,5361.6165252895,5684.589564121,5880.59526565075,6078.429346547,6307.1479457468995,6522.134736002,6707.4048131925,6901.91493296575,7120.0201293265,7339.59479728475,7463.857859205251,7703.26527230415,7872.48311828215,8061.6917019519,8258.153846938902,8420.26043983225,8608.158828731252,8801.51836195935,8998.5362423295,9128.7257578845,9368.716264302651,9559.834896465401,9754.892298858851,9913.7863037324,10003.2313981515,10255.08411640925,10408.7099109054,10560.5229395501,10754.3948167709,10869.4487120989,11091.15433030665,11231.6220589931,11421.655528748,11583.09299273585,11742.3095524701,11924.62743254835,12037.97642546075,12256.267872031249,12375.84251344165,12534.92496892325,12701.13938628675,12849.492281087101,13086.6216173035,13200.5755516205,13330.88558331565,13531.897218024,13709.099223907751,13767.79260893075,14018.278247338249,14119.684814578,14275.3248170391,14478.375089391751,14638.942990610749,14752.292300118099,14886.57867838825,15042.84171640465,15225.950126087251,15384.49730363815,15544.943458286749,15713.7140328445,15882.517717781,15999.333675874499,16167.882505460999,16311.2265614725,16467.674267565002,16590.31018032625,16797.40904808925,16948.458730563503,17133.4310446135,17227.194267323248,17422.406423492,17580.1340517085,17788.161071636,17991.151568211
High,1569.2610519250002,2070.93851805575,2486.50733740725,2869.375635845,3227.26219100225,3591.563527578,3900.6884208758997,4240.602202926,4528.46268746775,4845.4662914274995,5132.9233168675,5376.5541105864995,5637.5141872406,5884.85093296335,6169.036918095,6334.162756900249,6607.7125171494,6911.90800767175,7066.4415598389,7235.06653459675,7490.17883879825,7730.04204093485,7927.485400318499,8115.65788549885,8378.56177634075,8592.70311497775,8765.6963504839,8986.0972411171,9150.177626247,9360.8346261105,9555.28790958135,9729.0098374905,9975.046599847248,10068.8902451416,10259.0093004275,10487.7626232126,10672.381834052401,10789.89912007175,11033.2173093859,11182.94764247065,11355.535779436399,11529.487985128999,11694.3002341049,11876.048294209499,12031.770205092,12196.04016674085,12420.05075956765,12500.95363145075,12653.787239445399,12854.5999064596,12958.383265708151,13134.4129044454,13316.73640802575,13463.2563202589,13633.37914546285,13769.84689486125,13920.7989134261,14087.34172139025,14227.31759979585,14364.883463279099,14542.163948460098,14656.500268380749,14815.2117892911,14957.2820868824,15138.19315042275,15211.22277735975,15399.325026909899,15513.2456619061,15647.697105909401,15743.1955630515,15903.3802694475,16003.7495310494,16155.3532906265,16279.274288002,16445.3735854406,16583.3571307131,16680.60891162185,16834.993021841852,16957.50765992725,17055.253237286,17193.9492255829,17333.48023273825,17444.57783327625,17541.48691341325,17656.79844326275,17786.698702084,17893.43763160125,17988.286011036,18081.996404185997,18155.191028786
Mean,1274.7263134484,1709.06307035459,2083.4786329827543,2440.4178073988223,2804.6228299706595,3111.1321790079437,3427.686435185972,3736.184595144278,4006.433885496966,4287.648328379078,4565.075260470687,4840.046729839343,5061.7225093348225,5324.114583538344,5545.08352747045,5774.164582391478,6017.469580016902,6260.437408526168,6474.022269672489,6685.735170711488,6903.693483819414,7137.119422135116,7307.359109775388,7522.785956779036,7724.9157757498815,7944.196358247421,8145.958108098445,8338.757141988774,8511.265323098844,8693.506865492225,8900.572180555384,9087.556958461573,9261.18145829175,9453.906190844667,9622.455813690167,9823.874295321377,10011.083603398774,10175.972114301328,10367.466937971956,10550.560607315263,10694.5758368903,10889.745556572125,11038.201301032539,11218.819354645306,11397.979076848813,11554.981908207737,11746.34095335324,11886.938581640863,12046.739276788352,12228.088429552947,12372.167317914837,12531.360577096239,12688.208264343508,12868.954878296707,13027.873767053132,13174.111721034613,13324.307762696271,13472.245085455714,13661.65700786523,13803.893303292085,13948.655844229113,14110.413401011358,14266.374725444823,14389.419516266376,14568.1931884159,14700.391013542987,14855.894145393608,15014.68885553782,15158.219082233314,15285.19071206085,15432.82455954171,15566.632541193689,15723.560687395417,15870.619745771532,16016.47025720443,16161.932169169553,16297.56391692778,16439.51190186438,16583.733651750532,16714.544266826506,16853.017584279576,16991.02610780976,17147.950556711512,17275.845273331113,17422.804166872844,17553.733085933844,17688.01216619798,17819.678374377592,17958.694476978108,18094.585673640668
