"","x"
"1","Abies.amabilis"
"2","Abies.concolor"
"3","Abies.grandis"
"4","Abies.lasiocarpa"
"5","Abies.magnifica"
"6","Abies.procera"
"7","Abronia.nana"
"8","Abronia.turbinata"
"9","Acanthomintha.obovata"
"10","Acanthoscyphus.parishii"
"11","Acer.circinatum"
"12","Acer.glabrum"
"13","Acer.macrophyllum"
"14","Acer.negundo"
"15","Achillea.millefolium"
"16","Achlys.californica"
"17","Achlys.triphylla"
"18","Acmispon.americanus"
"19","Acmispon.argyraeus"
"20","Acmispon.brachycarpus"
"21","Acmispon.denticulatus"
"22","Acmispon.grandiflorus"
"23","Acmispon.nevadensis"
"24","Acmispon.parviflorus"
"25","Acmispon.procumbens"
"26","Acmispon.rubriflorus"
"27","Aconitum.columbianum"
"28","Aconogonon.davisiae"
"29","Aconogonon.newberryi"
"30","Aconogonon.phytolaccifolium"
"31","Actaea.rubra"
"32","Adenocaulon.bicolor"
"33","Adenostoma.sparsifolium"
"34","Adiantum.aleuticum"
"35","Aesculus.californica"
"36","Agastache.parvifolia"
"37","Agastache.urticifolia"
"38","Ageratina.occidentalis"
"39","Ageratina.shastensis"
"40","Agoseris.aurantiaca"
"41","Agoseris.glauca"
"42","Agoseris.grandiflora"
"43","Agoseris.heterophylla"
"44","Agoseris.monticola"
"45","Agoseris.parviflora"
"46","Agoseris.retrorsa"
"47","Agrimonia.gryposepala"
"48","Agrostis.elliottiana"
"49","Agrostis.exarata"
"50","Agrostis.hallii"
"51","Agrostis.hendersonii"
"52","Agrostis.humilis"
"53","Agrostis.idahoensis"
"54","Agrostis.microphylla"
"55","Agrostis.oregonensis"
"56","Agrostis.pallens"
"57","Agrostis.scabra"
"58","Agrostis.variabilis"
"59","Aliciella.micromeria"
"60","Aliciella.monoensis"
"61","Alisma.gramineum"
"62","Alisma.triviale"
"63","Allium.abramsii"
"64","Allium.acuminatum"
"65","Allium.amplectens"
"66","Allium.anceps"
"67","Allium.bisceptrum"
"68","Allium.bolanderi"
"69","Allium.burlewii"
"70","Allium.campanulatum"
"71","Allium.cratericola"
"72","Allium.diabolense"
"73","Allium.falcifolium"
"74","Allium.fimbriatum"
"75","Allium.hoffmanii"
"76","Allium.howellii"
"77","Allium.jepsonii"
"78","Allium.lacunosum"
