,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325
Low,30.199108115,28.948670078333333,27.02433015375,25.255681805,23.91248029583336,22.402150068571444,22.223729641250003,21.30022981111114,20.525083847999998,19.43561051954542,18.791454038333335,18.128230745000046,17.681054088571425,17.52773132,16.564908420625,16.401049821176493,16.06382085944449,15.518060002105262,15.30885042725,15.041860312380939,14.762255980681783,14.342287724565248,14.168718254375,13.9248056192,13.76162292057693,13.666676571481492,13.341595343392884,13.148641656724147,13.1601383571667,12.836031808387135,12.73826355453125,12.625260598484891,12.493450093529365,12.418785803571428,12.186984808472213,12.196732179729702,12.009871137763128,11.9140312515385,11.90236054475,11.767688529024374,11.76979711309522,11.593270826395335,11.693631669659048,11.47128092188889,11.38594266010872,11.43481251489361,11.236987948541636,11.260170280102072,11.218646314899999,11.2011106413725,11.040113050961576,11.015064983018835,10.95439417750003,10.99343159927271,10.980284544821426,10.897662406842075,10.881840184913802,10.81672119847453,10.8619849323333,10.817999803852452,10.814752691290348,10.77284519484123,10.773125111874998,10.830866480307693
High,82.11183619249998,67.09821426333336,58.43210526125,50.579280795,45.563063962499996,41.87365973285718,38.719530425624995,35.71389068055556,32.917854179500004,31.535943963636356,29.135064632499997,28.02652561884612,26.880216587142883,25.690264191999997,24.72931394625,23.8539062714706,22.686266617222252,21.805040724736845,21.116742842,20.75625801595241,20.203244169772685,19.572743415869553,19.0643084272917,18.4402124778,18.183399670576883,17.932063947222233,17.490537494107116,17.23930430758623,16.84063851783333,16.44740414822585,16.153373012187497,16.047329496666638,15.713433748970555,15.491846737285757,15.30220827708329,14.970401192432403,14.761238329342085,14.53908080384612,14.388616856125001,14.250178321829287,14.12123093630956,13.97760706767438,13.786144023636382,13.600719084777745,13.342629294239083,13.24308735989362,13.152815591250032,13.071435502653012,12.9003734906,12.788945174999984,12.620942909519185,12.569937406037695,12.404742013703707,12.3103296578182,12.202392371696389,12.043656727192957,11.958253765775828,11.818271520338977,11.733401623166667,11.616954118688533,11.500817124999967,11.404747140317461,11.291532195234375,11.178679429769184
Mean,55.0614093123,47.23934512646667,41.599900018300005,37.889764521880004,34.69860467366668,32.30910346157143,30.264385538000003,28.359751457244442,26.624117172840002,25.23665678881818,23.971769242999997,23.09509279896923,22.185908652599995,21.48926255645333,20.57906233715,19.96176438883529,19.262219588555556,18.70971502453684,18.17063208169,17.848670882552383,17.41304790479091,16.914029766956517,16.647334840266666,16.197978564816,15.950135435615383,15.69303635194074,15.342354976278571,15.132411220434483,14.890545001026664,14.670890955380646,14.410580604106249,14.237467886836361,14.077643014552939,13.896677110228572,13.716545992394447,13.560919122951349,13.389210503373684,13.253028792666663,13.099987297535002,12.994029551834144,12.911306543304763,12.751874250702324,12.677945467504546,12.488583465653333,12.413352729639131,12.331563865897872,12.226313197437499,12.140395204681633,12.05768533748,11.973088967141175,11.87002044798846,11.801770943173585,11.709903895481482,11.651571742494546,11.58582011922857,11.501457114659646,11.447435259982758,11.364321262057626,11.321781452826668,11.264215425426228,11.192582218177419,11.136399820895234,11.093514289778126,11.03717925124
