"","x"
"1","Accipiter cooperii"
"2","Accipiter striatus"
"3","Actitis macularius"
"4","Aechmophorus clarkii"
"5","Aechmophorus occidentalis"
"6","Aegolius acadicus"
"7","Aeronautes saxatalis"
"8","Agelaius phoeniceus"
"9","Aix sponsa"
"10","Alectoris chukar"
"11","Amphispiza bilineata"
"12","Anas acuta"
"13","Anas platyrhynchos"
"14","Anser albifrons"
"15","Anser caerulescens"
"16","Anser rossii"
"17","Anthus rubescens"
"18","Aphelocoma californica"
"19","Aquila chrysaetos"
"20","Archilochus alexandri"
"21","Ardea alba"
"22","Ardea herodias"
"23","Artemisiospiza nevadensis"
"24","Asio flammeus"
"25","Asio otus"
"26","Athene cunicularia"
"27","Aythya affinis"
"28","Aythya americana"
"29","Aythya collaris"
"30","Aythya marila"
"31","Aythya valisineria"
"32","Baeolophus inornatus"
"33","Baeolophus ridgwayi"
"34","Bombycilla cedrorum"
"35","Bombycilla garrulus"
"36","Botaurus lentiginosus"
"37","Branta canadensis"
"38","Branta hutchinsii"
"39","Bubo virginianus"
"40","Bubulcus ibis"
"41","Bucephala albeola"
"42","Bucephala clangula"
"43","Bucephala islandica"
"44","Buteo jamaicensis"
"45","Buteo lagopus"
"46","Buteo regalis"
"47","Buteo swainsoni"
"48","Calcarius lapponicus"
"49","Calidris alpina"
"50","Calidris mauri"
"51","Calidris minutilla"
"52","Callipepla californica"
"53","Calypte anna"
"54","Cardellina pusilla"
"55","Cathartes aura"
"56","Catharus guttatus"
"57","Catharus ustulatus"
"58","Catherpes mexicanus"
"59","Centrocercus urophasianus"
"60","Certhia americana"
"61","Chaetura vauxi"
"62","Charadrius nivosus"
"63","Charadrius semipalmatus"
"64","Charadrius vociferus"
"65","Chlidonias niger"
"66","Chondestes grammacus"
"67","Chordeiles minor"
"68","Cinclus mexicanus"
"69","Circus hudsonius"
"70","Cistothorus palustris"
"71","Contopus cooperi"
"72","Contopus sordidulus"
"73","Corthylio calendula"
"74","Corvus brachyrhynchos"
"75","Corvus corax"
"76","Cyanocitta stelleri"
"77","Cygnus buccinator"
"78","Cygnus columbianus"
"79","Dendragapus fuliginosus"
"80","Dryobates nuttallii"
"81","Dryobates pubescens"
"82","Egretta thula"
"83","Empidonax difficilis"
"84","Empidonax hammondii"
"85","Empidonax minimus"
"86","Empidonax oberholseri"
"87","Empidonax traillii"
"88","Empidonax wrightii"
"89","Eremophila alpestris"
"90","Euphagus cyanocephalus"
"91","Falco columbarius"
"92","Falco mexicanus"
"93","Falco peregrinus"
"94","Falco sparverius"
"95","Fulica americana"
"96","Gallinago delicata"
"97","Geothlypis tolmiei"
"98","Geothlypis trichas"
"99","Glaucidium gnoma"
"100","Gymnogyps californianus"
