,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200
Low,28.91139032,28.761274838333367,26.652943625000002,24.849736298,23.0325176525,21.9214930714286,20.181921855625,19.671314516666655,18.4502835525,17.929796664090944,17.05038626541667,17.217406930384602,16.369818475357185,15.8222604853333,15.345354554375001,15.13236102647061,14.7354923636111,14.459285568947353,14.205396905999999,13.96593924642854,13.630931940909065,13.357925162608687,13.34089673375,13.119152698799999,13.065029105576878,12.825299939999958,12.721223023035673,12.62446777568969,12.493093845166667,12.418993249516147,12.22175003546875,12.255143475909113,12.105057181029379,12.024782814857184,12.028604122083378,11.89580241945942,11.941464554342119,11.882633793461535,11.910648174875
High,80.537767865,64.01738298666662,54.912287881249995,47.11422271399999,41.60279019000003,37.16899479642856,34.21786716375,31.196713273888857,29.163970547,27.379052749999985,25.651792969166667,24.25218473307696,23.403937526428543,22.170489484999965,21.4446242625,20.4632299947059,19.892820405277735,19.011239212368455,18.514521455500002,18.055025162619078,17.57591730772728,17.051994486086958,16.811704632083334,16.2690677988,16.015421479615426,15.66984122129633,15.268541727499999,14.99098221913789,14.758792574166634,14.434455543548422,14.1845540584375,13.935277485303025,13.7456531017647,13.540705644285715,13.313006304027768,13.10750705783784,12.91660079289471,12.681510365384577,12.458710715875
Mean,54.7602295747,45.81255733693333,40.3749533213,35.6355205368,31.72435574123333,29.434262355228572,27.30578439275,25.313148343244443,23.891164563300002,22.609677041872725,21.483615621683334,20.65835244983077,19.84661869512857,19.05698071768,18.366886367487496,17.7355350331647,17.248979304433334,16.728141974831576,16.32323831514,15.957593492304762,15.581772954690907,15.24034221584348,14.929500796425,14.6770805938,14.447730457615384,14.218924254392592,13.994836619214286,13.808573586489656,13.58924314892,13.414651430277422,13.235712993006251,13.085404359430305,12.935209331499998,12.781287808714286,12.67167792731111,12.535653031789188,12.428796804473684,12.290651165358975,12.178887717970001
