,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28,mpd30,mpd32,mpd34,mpd36,mpd38,mpd40,mpd42,mpd44,mpd46,mpd48,mpd50,mpd52,mpd54,mpd56,mpd58,mpd60,mpd62
Low,137.35562759333365,147.05438919107158,150.7129839388889,153.75600745757555,156.6218839796707,159.05644927958332,160.14392138562076,161.67600183552605,162.0095997621211,162.41595388695615,162.9115148481538,164.04574850291044,164.9449481591956,164.69727836209682,165.8583024499996,165.5724912662699,166.30456096813623,166.49071690121824,166.94772746893182,167.07499555037037,167.45985334400996,167.8861670249556,167.74306497228562,167.8797664474358,168.33213568501094,168.58671591555193,169.03571215880237,169.3651907665815,169.507069230037
High,188.49807479999967,185.18166099642883,182.996162304444,181.30390230833362,179.84917137142813,178.39951184958332,177.94637193954216,177.3424431099996,176.98555112727232,177.01148812264452,176.0364107898466,175.66409899947098,175.26274880229874,174.86508011048406,174.71687384385072,174.34420699912695,174.0300278454477,173.8155309474363,173.49436596904724,173.37433737780088,173.1257560049273,173.01874530948623,172.74548026183663,172.55452241285798,172.22985090139764,171.9831924264287,171.71086778793065,171.46502525324857,170.978711419355
Mean,170.24448313733333,170.31168168714288,170.22449126795556,170.55212053551514,170.59310917098895,170.64225548058334,170.6411895987843,170.5173330715263,170.68947167317745,170.49106710376807,170.4916406208431,170.61420426979365,170.53407632026665,170.37271911019354,170.52958643546881,170.52084602126666,170.50512958814224,170.59764114144613,170.5919694851986,170.44686191865964,170.5053291777855,170.5897418305301,170.5473707465959,170.47993443948414,170.51706446119218,170.53102600460517,170.49371219439442,170.51291958150622,170.52851385638178
