,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455,pd460,pd465,pd470,pd475,pd480,pd485,pd490,pd495,pd500,pd505,pd510,pd515,pd520,pd525,pd530,pd535,pd540,pd545,pd550,pd555,pd560,pd565,pd570,pd575,pd580,pd585,pd590,pd595,pd600,pd605,pd610
Low,1212.7807708999999,1586.6986289749998,1942.3837393,2238.9543653,2565.305898825,2873.096811725,3144.1024729,3387.727198975,3639.84986895,3889.178446325,4098.110759974999,4397.67943715,4518.53397965,4771.8565563,5026.17473725,5263.595459825,5396.940796175,5517.437491775,5803.12338965,5985.579833,6231.546098299999,6298.7251168249995,6501.594084825,6713.8650784500005,6899.6045974,7035.303635725,7154.198155875,7341.563468900001,7524.7542392,7745.459922749999,7892.2513102249995,7947.076108775001,8172.51029325,8292.671410675,8433.196280175,8589.089860125001,8735.035083175,8893.107177150001,9021.347264875001,9275.828335650001,9290.68651075,9416.20562025,9616.578738325,9726.862732275,9906.540385524999,10082.775527175,10188.489513875,10336.912692650001,10443.388930275,10588.661191375,10716.3399759,10850.360940350001,10927.2670808,11025.32174245,11284.080882625,11442.53563175,11540.187470125,11558.978153175,11727.11665075,11885.112322175,12045.537460325,12215.88466965,12239.193101949999,12334.914748000001,12485.767382725,12622.137793225,12815.323305225,12921.137765149999,13069.0647699,13123.3745372,13188.672148975,13372.25294815,13509.493506050001,13583.517317125,13785.576352600001,13901.807755975,13956.628137175001,14105.248250825,14245.6098036,14323.791555150001,14411.18553385,14490.111449650001,14643.225486325,14814.893597925,14981.2137018,15092.2058744,15140.100113775,15271.119030625,15453.444191275,15513.568642225,15604.367677100001,15745.81290625,15771.8288481,15894.484601400001,16106.959224875,16197.979248275,16367.33675975,16446.810496749997,16635.486380075,16646.799314649998,16845.70877385,16964.724099575,17018.6336949,17189.032901925002,17220.648159074997,17339.31497125,17536.529243425,17572.313852075,17730.079779875,17882.174117299997,17896.752605475,18043.569887275,18193.983637925,18270.222506475002,18500.59759375,18619.33980725,18735.108588699997,18821.033087350002,19042.657995650003,19220.798587074998,19433.392144
High,2136.8153018499997,2696.845300475,3161.5080289749994,3578.459212325,3955.920375,4260.641684825,4634.91336815,4969.4413317,5247.852780975,5484.191180975,5828.7593759,6061.456829375,6287.935034374999,6572.7310365,6769.992576925,6989.9635231249995,7172.3943079499995,7429.29206205,7589.67302905,7796.217241725,8065.485513725,8264.658020925,8420.420822875,8631.613712925,8746.739682225,8909.885245075,9079.664993924998,9308.822498075,9438.467725125,9570.589252075,9812.75201335,9980.960345624999,10079.4883864,10287.030760124999,10398.0106608,10493.446550725,10707.369986,10891.056491075,11023.8475761,11146.873596875,11352.09842705,11365.485778525,11559.785768525,11744.56691315,11833.8821606,12005.795893249999,12076.213462975,12277.61602845,12321.836720649999,12514.379629975001,12709.899884775,12759.032627625,12896.508923849999,13039.143223575,13188.626338125,13342.423985925001,13463.674094574999,13554.357261525,13691.623516075,13788.2647897,13906.91804685,13984.53274895,14131.70322885,14244.539557025,14296.94186975,14450.083089825,14638.897650625,14680.20646125,14772.5417521,14932.115313925,15048.016882675001,15153.51943025,15229.833104825,15327.281656125,15469.693790424999,15611.232563025,15690.337000875,15783.019261399999,15902.257541775,15978.249544299999,16051.6243067,16138.541154325,16280.319731000001,16398.071876625,16484.041536325003,16601.064927525,16704.05896925,16791.96324705,16922.997368800003,16959.298513225,17114.174694275,17202.516303300003,17285.244540800002,17356.037700925,17494.119922625,17544.06975,17657.94465505,17738.514036325,17838.1518421,17904.524510825,18042.1013022,18098.659225825,18203.85483735,18305.734243625,18343.911892925,18449.784942275,18542.928094475,18614.74259465,18690.121233925,18788.93753295,18858.267382324997,18920.925686525003,19014.064579975,19103.399409974998,19176.939103675,19245.714026125,19306.266685025,19378.81455675,19431.4337685,19489.444724874997,19515.83207
Mean,1621.2132724739997,2077.508266505,2484.3459983680004,2871.0136556790003,3209.688091984,3501.9347294340005,3841.339312563,4118.221340251001,4382.014982442999,4661.800573636,4919.622971851,5180.610019098999,5360.770474182001,5610.652413674001,5849.754010662001,6075.782239985,6276.243691382,6467.270472409001,6679.65739242,6865.2069603049995,7077.837551503,7238.113804492001,7440.4467533160005,7621.732535171001,7805.594524504,7961.954318084,8138.900668267,8303.100765075,8476.261401607999,8638.216503039,8856.080285734,8955.798169729,9123.520721140001,9277.651446063,9426.760796549,9584.755211672998,9740.738169011001,9883.765875879,10045.260217678999,10218.807016557,10309.228873454998,10468.699615225,10600.205973969001,10764.611309846,10889.21347377,11037.685342966,11180.138761017,11318.079564855001,11441.714459351,11578.93702852,11726.650913258,11813.728046716999,11976.473493004,12072.313851547999,12254.596951287002,12372.79062731,12502.827716986001,12590.883272943,12747.496914125999,12881.688674527,12991.813059099999,13144.711798758,13205.650368402,13364.971053199,13479.076453678,13610.236391842,13733.560610236998,13840.709741628998,13964.866887581,14086.835733572,14183.762748035,14313.630198548999,14442.434385991,14528.674042689,14669.846186863002,14780.113778997,14886.047923772,15006.983306474,15127.986347410999,15202.404820071,15332.961515494,15443.297149669,15573.21212676,15671.124271771,15784.654874889,15912.068921942,16005.346446599,16109.895674686,16232.336082998,16319.121227145002,16429.508437565,16544.739029034,16624.85808985,16724.900545021,16889.318468566,16957.63694426,17068.303990015,17178.085511952,17286.38077848,17375.527542164,17479.447599948002,17598.292710447,17684.823713666,17804.260787738,17892.131714604,18003.661158828003,18109.344635309,18203.678800260997,18298.550508379998,18413.702507413,18500.167458189004,18612.444858654,18713.004171147,18814.842819225,18905.260671655,19013.965062759,19101.412595186004,19205.305449435,19305.258682900003,19402.927305374,19497.956923075995
