,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200
Low,66.74635520277783,74.33629946380952,77.68199222276311,77.82374364466664,81.13003474942525,81.98304021445381,84.52206358080124,85.14355612373733,85.46654491671427,86.78863520757578,87.49786025213272,87.21380211721147,88.1478313672981,88.45790563209007,89.19269179510289,88.84714409557422,89.63121430899497,89.3300633033259,90.03557281163638,90.83361797839741,91.085709660613,90.89069500694121,91.55796517755249,91.23886070559357,92.00095367886706,92.26387355563847,92.56906971901334,92.4191393545211,92.6635494069441,92.7989254529284,93.01908943012579,93.11586556656687,93.49376606388094,93.71323369534313,93.91166084766598,94.19716891087248,94.55097112800338,94.86007186408146,95.09142710657532
High,114.29543780944401,111.18585617333379,109.60415091171083,107.90573596400031,106.85452149419517,106.73636657949532,105.28203330926264,105.27102239717205,103.78270819540788,103.54135299878824,103.63501014206217,103.0508945783892,102.70821994781609,102.87352176691913,101.97176302417684,101.72767459850125,101.57869670737237,100.7554289058679,101.0118776477066,100.73252398482644,100.9096840756543,100.4635987803968,100.0804980185158,100.01899167354192,99.5957641951849,99.85115536878939,99.35311503688595,99.13245804156611,99.0298941282573,98.97952550831585,98.5273377409159,98.36212124093126,98.33863423814304,98.10288623606236,97.83571821499996,97.62702111772329,97.3952206467711,97.19134834344699,96.69906677867964
Mean,96.09615829237778,96.05637523870477,96.25059688912633,95.54099717368,96.09409191025517,95.83653683993951,95.84415786910641,96.34326081250907,96.09608008791102,95.9681820550909,96.33260886938983,95.8268992881577,95.95958179367534,96.04901311135062,96.17643979642341,95.87102688785937,96.0149030766342,95.7382129703028,95.7819687988406,95.89981725566118,96.12113730863652,95.91558871714966,96.07750004119566,95.90611539130117,96.01688754936411,96.04246848132027,96.00649139881521,95.88174206729923,95.90500792928007,95.94364960571193,95.9495742185853,95.94094576423784,95.97571255085444,95.9525429464498,95.95949249894704,95.97948744208601,95.97300195997103,95.96755299891484,95.95290324093547
