"","x"
"1","Accipiter cooperii"
"2","Accipiter striatus"
"3","Actitis macularius"
"4","Aechmophorus clarkii"
"5","Aechmophorus occidentalis"
"6","Aegolius acadicus"
"7","Aeronautes saxatalis"
"8","Agelaius phoeniceus"
"9","Aimophila ruficeps"
"10","Aix sponsa"
"11","Alectoris chukar"
"12","Amphispiza bilineata"
"13","Anas platyrhynchos"
"14","Anser albifrons"
"15","Anser caerulescens"
"16","Anser rossii"
"17","Anthus rubescens"
"18","Aphelocoma californica"
"19","Aquila chrysaetos"
"20","Archilochus alexandri"
"21","Ardea alba"
"22","Ardea herodias"
"23","Artemisiospiza belli"
"24","Asio flammeus"
"25","Asio otus"
"26","Athene cunicularia"
"27","Aythya affinis"
"28","Aythya americana"
"29","Aythya collaris"
"30","Aythya marila"
"31","Aythya valisineria"
"32","Baeolophus inornatus"
"33","Bombycilla cedrorum"
"34","Bombycilla garrulus"
"35","Botaurus lentiginosus"
"36","Branta canadensis"
"37","Branta hutchinsii"
"38","Bubo virginianus"
"39","Bubulcus ibis"
"40","Bucephala albeola"
"41","Bucephala clangula"
"42","Bucephala islandica"
"43","Buteo jamaicensis"
"44","Buteo lagopus"
"45","Buteo regalis"
"46","Buteo swainsoni"
"47","Calcarius lapponicus"
"48","Calidris alpina"
"49","Calidris mauri"
"50","Calidris minutilla"
"51","Callipepla californica"
"52","Calypte anna"
"53","Cardellina pusilla"
"54","Cathartes aura"
"55","Catharus guttatus"
"56","Catharus ustulatus"
"57","Catherpes mexicanus"
"58","Centrocercus urophasianus"
"59","Certhia americana"
"60","Chaetura vauxi"
"61","Charadrius semipalmatus"
"62","Charadrius vociferus"
"63","Chondestes grammacus"
"64","Chordeiles minor"
"65","Cinclus mexicanus"
"66","Circus hudsonius"
"67","Cistothorus palustris"
"68","Contopus cooperi"
"69","Contopus sordidulus"
"70","Coragyps atratus"
"71","Corthylio calendula"
"72","Corvus brachyrhynchos"
"73","Corvus corax"
"74","Cyanocitta stelleri"
"75","Cygnus columbianus"
"76","Cypseloides niger"
"77","Dendragapus fuliginosus"
"78","Dryobates nuttallii"
"79","Dryobates pubescens"
"80","Egretta thula"
"81","Empidonax difficilis"
"82","Empidonax hammondii"
"83","Empidonax minimus"
"84","Empidonax oberholseri"
"85","Empidonax traillii"
"86","Empidonax wrightii"
"87","Eremophila alpestris"
"88","Euphagus cyanocephalus"
"89","Falco columbarius"
"90","Falco mexicanus"
"91","Falco peregrinus"
"92","Falco sparverius"
"93","Fulica americana"
"94","Gallinago delicata"
"95","Gallinula galeata"
"96","Geothlypis tolmiei"
"97","Geothlypis trichas"
"98","Glaucidium gnoma"
"99","Gymnogyps californianus"
"100","Gymnorhinus cyanocephalus"
