,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200
Low,28.4097837025,26.693501211666668,26.54746789875,24.491678297,22.132937601666637,21.77758610928569,20.8398727325,19.893793151666678,19.0481094435,18.12116471818178,17.269101480416634,17.04782717769227,16.362385854642884,15.845119124333364,15.6962020496875,15.308791545588218,14.908380805277744,14.5173707865789,14.40796442325,14.091245744761856,13.760250828409083,13.748852586304329,13.594761690625033,13.343161879,13.127101064423115,12.90102996462964,12.913658798571399,12.772921014827597,12.606053512166667,12.478285555483893,12.41405012875,12.238648980909103,12.181367756323514,12.237210721571444,12.173684787083312,12.077761906621635,12.085055233421063,12.055140741666667,12.042041549375
High,80.08366088,64.63273812666662,54.990480301249995,47.41072501199999,41.2158756283333,37.3628263992857,33.982545881875,31.611754790555587,29.173979209,27.634190829090866,25.683510592083362,24.5027530642308,23.730077136428555,22.345494883999965,21.544540303125,20.851448613235284,19.89937407833333,19.431451937368447,18.58134229775,18.342037254523845,17.719738972954573,17.20082090956519,16.784454686666667,16.346929838999998,16.072563692692306,15.663780548888868,15.481234040178599,15.0819975322414,14.777421305333332,14.544862198387099,14.21131956453125,14.033636237424247,13.78931124558819,13.625533522571388,13.37846361888889,13.165235871081038,12.966367403026357,12.786045902435909,12.576502931375
Mean,54.53520611460001,45.679108718933335,39.65848535585,36.009395528359995,31.95494879493333,29.535902526628576,27.2556692525,25.457906629,24.02113003848,22.863627183927274,21.65767803945,20.66867373232308,19.990031465828572,19.171574081053333,18.557701833425003,17.981207903435294,17.415267586933332,16.89141840408421,16.48057790892,16.12132655659048,15.74459269229091,15.433757263304349,15.078313557700001,14.846154584408,14.576207411946152,14.296750030214815,14.134731015914285,13.915210106689656,13.678237156593331,13.488883329851612,13.3142407796,13.16155711830303,13.02391339762941,12.906790556937143,12.777898603505557,12.646741909767567,12.539311237526315,12.428790233476926,12.329721561394999
