,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145
Low,41.948332883366994,37.76362138080383,32.955019799033,30.320805759302758,27.489864260057857,26.189389334961536,24.969536423103577,24.715407189317727,22.85620996193591,21.88173333477072,20.976746843713887,20.812053072016667,19.91679334610303,19.435024537410445,19.104498076620768,18.466276947348994,18.368048956734633,17.793923624997774,17.269801046289057,17.127178643784443,17.112678811110133,16.564896926295095,16.417190377699285,16.214528635579168,16.151282033395642,16.276664305929543,15.90610156988463,15.77483240091602
High,112.46973650547989,90.09573179196144,75.1510387379492,65.10934552429165,56.67799203309042,50.9279458273677,48.06739594438918,43.38074233637039,41.23310161568087,39.40318870539449,36.22462751959491,34.468324329196065,33.1240517031021,31.367859210106015,30.029168138248348,28.882640129603605,27.99077481103947,26.760954501952707,25.858999529023574,24.869942243503825,23.9480840808336,23.25614862728475,22.438375802351548,21.701399832616627,21.09093154884529,20.376617914171838,19.554965762952452,18.71537548736496
Mean,76.35218555673563,60.96200815349755,52.47009110983471,46.053619063926995,41.20019683193669,37.844390537287566,35.38342861441295,33.570729004437716,31.51505104589266,30.042065810848246,28.48020387430475,27.57127021566841,26.386119800746194,25.27583337147446,24.728116477090936,23.924630621220807,23.177648552823985,22.40234240995985,21.999949932784833,21.316261036472913,20.817115740774085,20.30381121367373,19.838165147211463,19.450659708999318,19.034101357861925,18.682198818630507,18.173496401417914,17.79865524219097
