"","key","b:(Intercept)","c:(Intercept)","d:(Intercept)","e:(Intercept)"
"1","low",1.04322655905357,11.1449715298452,61.4506085455989,15.8109500877541
"2","high",0.808811565421213,2.16615742391906,355.250433423871,3.7788327235704
