"","x"
"1","Accipiter cooperii"
"2","Accipiter striatus"
"3","Actitis macularius"
"4","Aechmophorus clarkii"
"5","Aechmophorus occidentalis"
"6","Aegolius acadicus"
"7","Aeronautes saxatalis"
"8","Agelaius phoeniceus"
"9","Agelaius tricolor"
"10","Aimophila ruficeps"
"11","Aix sponsa"
"12","Ammodramus savannarum"
"13","Ammospiza nelsoni"
"14","Anas acuta"
"15","Anas platyrhynchos"
"16","Anser albifrons"
"17","Anser rossii"
"18","Anthus rubescens"
"19","Aphelocoma californica"
"20","Aquila chrysaetos"
"21","Archilochus alexandri"
"22","Ardea alba"
"23","Ardea herodias"
"24","Arenaria interpres"
"25","Arenaria melanocephala"
"26","Artemisiospiza belli"
"27","Asio flammeus"
"28","Asio otus"
"29","Athene cunicularia"
"30","Aythya affinis"
"31","Aythya americana"
"32","Aythya collaris"
"33","Aythya marila"
"34","Aythya valisineria"
"35","Baeolophus inornatus"
"36","Bombycilla cedrorum"
"37","Bombycilla garrulus"
"38","Bonasa umbellus"
"39","Botaurus lentiginosus"
"40","Brachyramphus marmoratus"
"41","Branta bernicla"
"42","Branta canadensis"
"43","Branta hutchinsii"
"44","Brotogeris chiriri"
"45","Bubo virginianus"
"46","Bubulcus ibis"
"47","Bucephala albeola"
"48","Bucephala clangula"
"49","Buteo jamaicensis"
"50","Buteo lagopus"
"51","Buteo lineatus"
"52","Buteo regalis"
"53","Calcarius lapponicus"
"54","Calidris alba"
"55","Calidris alpina"
"56","Calidris canutus"
"57","Calidris mauri"
"58","Calidris minutilla"
"59","Calidris ptilocnemis"
"60","Calidris virgata"
"61","Callipepla californica"
"62","Calypte anna"
"63","Cardellina pusilla"
"64","Cathartes aura"
"65","Catharus guttatus"
"66","Catharus ustulatus"
"67","Cepphus columba"
"68","Certhia americana"
"69","Chaetura vauxi"
"70","Chamaea fasciata"
"71","Charadrius nivosus"
"72","Charadrius semipalmatus"
"73","Charadrius vociferus"
"74","Chlidonias niger"
"75","Chondestes grammacus"
"76","Chordeiles minor"
"77","Cinclus mexicanus"
"78","Circus hudsonius"
"79","Cistothorus palustris"
"80","Contopus cooperi"
"81","Contopus sordidulus"
"82","Corthylio calendula"
"83","Corvus brachyrhynchos"
"84","Corvus corax"
"85","Cyanocitta stelleri"
"86","Cygnus columbianus"
"87","Cypseloides niger"
"88","Dendragapus fuliginosus"
"89","Dryobates nuttallii"
"90","Dryobates pubescens"
"91","Egretta thula"
"92","Elanus leucurus"
"93","Empidonax difficilis"
"94","Empidonax hammondii"
"95","Empidonax oberholseri"
"96","Empidonax traillii"
"97","Eremophila alpestris"
"98","Euphagus cyanocephalus"
"99","Falco columbarius"
"100","Falco mexicanus"
"101","Falco peregrinus"
