,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215
Low,262.88465932500003,372.7140346,465.98720937499996,549.141072575,638.2650863,711.778338825,774.0562614500001,853.3740482500001,913.3026735,978.1970595250001,1035.805405325,1083.911155075,1141.96079595,1193.8279860500002,1246.34471065,1297.660354675,1335.113172825,1382.3711188500001,1427.7589309,1480.920560875,1524.0359061249999,1553.3779786750001,1601.31464,1639.9382681,1691.565037975,1727.2704840499998,1762.8195323000002,1796.849519025,1841.19196395,1883.3797497,1919.719790225,1955.629311375,1995.7701835999999,2028.8152911250002,2066.08663965,2105.290963775,2142.5386058249996,2174.43017225,2213.481299,2250.8341524,2289.7584779,2336.40269245
High,472.35433,606.141123925,708.9686396,795.048509475,879.944280425,960.929687475,1024.2046423,1089.4562584500002,1155.5309434499998,1216.661533925,1262.50622205,1316.94402725,1364.29810005,1410.9107613499998,1454.705486275,1506.549664725,1549.24835955,1591.46669555,1626.8505036,1672.5614393249998,1709.0234842,1745.42169325,1782.107020225,1823.8938499,1859.84942065,1887.1623822000001,1925.109029375,1959.65333085,1994.8086312,2031.4945908,2059.5870736,2091.64053325,2118.2542910750003,2148.17910845,2181.58261055,2208.917787225,2236.7365304,2264.1114884999997,2291.576394025,2317.29565655,2341.3103182,2361.7996437
Mean,367.645067326,486.836280568,589.425689596,678.933860201,760.399370045,837.468587669,907.5165625980001,973.4218760460001,1035.052847718,1098.451338345,1154.3310917999997,1208.693995677,1257.3479186649997,1308.557144781,1354.907589681,1405.191837417,1445.4965856699998,1494.278825566,1534.9657253060002,1579.794043988,1619.277291588,1659.284560507,1700.201894527,1740.4347207109997,1778.708944036,1812.6046217470002,1850.986380291,1886.8944962140001,1923.62752177,1959.288589458,1994.449060603,2027.8975060859998,2061.13215617,2094.6263855019997,2128.4245312489998,2161.736545329,2193.114713846,2226.175852,2258.669849356,2290.5887337720005,2322.135774712,2353.12422644
