,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455,pd460,pd465,pd470,pd475,pd480,pd485,pd490,pd495,pd500,pd505,pd510,pd515,pd520,pd525,pd530,pd535,pd540,pd545,pd550,pd555,pd560,pd565,pd570,pd575,pd580,pd585,pd590,pd595,pd600,pd605,pd610,pd615,pd620
Low,1208.45224805,1590.30491185,1937.3296708,2192.085338525,2540.7577418749997,2799.6299691500003,3079.0683922,3381.3637045250002,3638.7168741250002,3869.01997235,4112.337739574999,4348.451872275,4565.71593445,4792.816379700001,4992.608946575,5154.064308525,5302.67520925,5556.2343181,5773.429703125,5964.2936459249995,6111.0059,6292.163053050001,6471.676425075,6681.05101595,6803.647662425,7004.911572725,7159.20006305,7375.971072724999,7538.816367525,7680.95630285,7786.138548350001,7940.1714579,8128.670247875,8312.835258975,8444.474304625,8609.608179625,8778.137829775,8922.427818625,9039.793582575,9190.8486955,9247.289825925,9423.300833925001,9653.37325825,9711.2324446,9810.185341524999,9985.6344675,10123.095367650001,10262.20343555,10375.01355315,10574.034960250001,10663.735686225,10787.213592925,10979.816044500001,10977.89752425,11268.074535575,11375.045099125,11438.31367265,11613.402134,11746.567233549998,11852.161225625,12073.498904225,12095.8121279,12308.87991855,12388.49865165,12483.04387535,12531.49609875,12800.101629625,12847.961764825,12949.760397225,13067.02670245,13270.25900415,13340.125510075,13520.62161885,13627.125694275,13707.691165225,13911.639381675,13905.35910095,14122.316893325,14287.383921224999,14355.216400475,14453.31732165,14544.035067225,14651.850555800002,14811.1092508,14825.995565225001,15033.503244849999,15203.829582825,15363.33367965,15422.262704625,15484.260022275,15648.480585125,15743.832019375,15942.02708615,15986.304040275,16012.325474875,16189.9991583,16232.752684275,16427.680679075,16580.015355300002,16670.86458795,16820.412581825,16933.45668595,17015.998658775003,17133.081756674997,17201.10161365,17332.062528774997,17461.4524535,17629.969926625,17654.337608875,17866.583074449998,17983.831056825,18024.19748495,18174.531089325,18292.383280899998,18410.1061151,18551.4882849,18666.3035699,18791.0604455,18949.158573475,19057.839490925002,19158.769499625,19301.30241575,19554.0612683
High,2117.7271625999997,2666.534728875,3115.4178484,3556.29286955,3974.0682600999994,4374.896678575,4651.148972149999,4887.20629905,5244.095438925,5510.25135825,5755.991657975,6008.501907625,6285.281706725,6518.169366125,6760.877408025,6964.796488425,7245.068092425,7388.7888034,7604.50921225,7775.012407525,8034.833838449999,8211.421996575,8355.4067424,8568.556869349999,8726.368572875,8914.6673968,9115.9393752,9261.19015145,9441.244290375,9602.882845825001,9756.3306867,9940.9481076,10152.69520205,10247.835238575,10360.81597195,10546.029331825,10686.971096874999,10864.68618315,10977.07922665,11170.750679225,11277.345587074999,11484.236702275,11550.18694165,11760.385249925,11858.012245825,11924.818618775,12199.418970499999,12251.0111743,12379.531881699999,12512.41130675,12664.502764674999,12756.572051950001,12884.874456225,13062.697186649999,13140.801183925,13297.575350275,13539.2974212,13533.344815325001,13564.5764869,13821.024531025,13851.689162575,13993.479033425,14125.112116650002,14283.9971396,14363.740596950001,14495.858274625,14531.2572285,14703.032266675,14816.921468049999,14883.063759925,15028.103233025,15106.01161075,15268.129871025001,15362.461260249998,15391.89905555,15542.554029325,15662.104027700001,15768.404048725,15919.6097355,15992.916266625,16073.463441524998,16231.923771625,16328.249126075,16392.874973075,16461.315568424998,16594.3647114,16708.20312785,16853.363182775,16948.426136525002,17000.6305104,17107.2372763,17222.0117418,17297.8983905,17397.570057574998,17515.920867925,17611.308600575,17662.516659499997,17797.610538775,17896.594769724998,17962.7803926,18042.475959575,18138.7984188,18204.6230273,18329.383761325,18396.778662449997,18491.957290825,18575.427179625,18682.298312349998,18754.7309505,18832.717919575,18920.721087425,19006.526390975003,19075.670841525,19159.95006825,19229.804261925,19310.142998724998,19385.30321745,19448.794633375,19527.220145025003,19588.6719744,19658.794445525,19710.926059475,19753.124956649997
Mean,1604.8042559980001,2074.9747125149997,2468.4876342989996,2842.5458621410003,3177.856387315,3517.7977130570002,3824.760673276,4103.291755686,4378.863087300999,4655.441964501999,4877.069643923,5134.263293528,5382.094052198,5600.621615916,5833.061211461,6028.660056883,6236.017584507,6483.574620251,6645.2998287890005,6845.286108426,7038.574064001,7248.590322933,7375.557973394999,7595.196613876,7774.250770908,7956.3525296,8110.7565026639995,8313.83475497,8455.561435619,8632.464511594999,8814.717032552,8946.9420453,9128.343799137,9290.430545137999,9420.617859868002,9581.433134194,9704.987641953,9895.323288878999,10010.974714352998,10183.077311591,10309.802787691,10489.617981149002,10610.421195484,10762.662595134001,10879.376036933001,11008.785320005001,11177.517415419,11298.647911058,11419.760393239001,11592.559031746998,11682.609223811998,11823.97670334,11971.101005990999,12084.981689393999,12226.299706258,12348.599213091999,12515.238083596,12611.191786943,12727.865413986,12852.152333294,13007.076826225002,13109.384990081999,13254.672267353999,13378.019764524002,13482.089722713,13595.824625004001,13706.608503596999,13860.864166042,13971.132171288,14064.308286198002,14176.563110031,14294.157304419998,14448.449663319,14554.215232891998,14659.911987828,14777.390596595,14869.099848808,15034.043799291,15116.811999145999,15259.650772174,15349.939667197,15454.872405651,15571.841254047,15691.395528033001,15779.539240804,15887.284476096998,16019.168338489,16139.059894885,16228.633377167,16332.158848318999,16435.896470466,16548.024202789,16682.299123990997,16766.025672996002,16856.943802253998,16984.791406455,17073.050074328,17177.809208660998,17304.510754951,17416.645917512,17519.127857998,17604.703803407,17721.036757235,17816.609631610998,17920.926972106,18012.02213921,18118.558240825998,18220.190228117997,18319.284239841996,18418.528096669,18521.007875611,18621.707033515,18712.673393404,18824.338834757,18911.633451865,19029.09852067,19116.941922200003,19213.463146567,19315.905138018003,19416.838464092,19505.493554148998,19598.675675795,19702.184996565
