,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505,mntd510,mntd515,mntd520,mntd525,mntd530,mntd535,mntd540,mntd545,mntd550,mntd555,mntd560,mntd565,mntd570,mntd575,mntd580,mntd585,mntd590,mntd595,mntd600,mntd605,mntd610,mntd615,mntd620
Low,105.0961222775,97.59077078499998,94.71576104625,94.0181779059999,87.90134994000006,85.04345884357149,82.52653031125,80.18711633333335,79.5709645485,76.68337495681823,74.2020895145833,68.72197704461539,69.74634020357146,69.3813117956667,67.178833343125,64.60538925,64.70279643777778,63.492386065789475,62.80665116225,61.29087152904762,60.58707796954544,59.683426404130444,58.30051688937497,57.1928910394,56.96737559692301,56.63173613370369,56.40881542500007,54.80413791810346,55.26896095833334,53.71229089000001,53.76949443609375,52.99034572909095,51.89157235882353,52.12884160642856,51.80444943680558,50.98202683270271,51.00139889223685,50.14855331192308,49.63574812775,49.03074240048786,49.360646240476235,48.587163398488364,48.591110380568146,47.8553453344445,47.217635800108724,47.773043789361715,47.24106931010417,46.948238086326526,46.6491470076,46.25380857735292,46.668665017596226,45.58903768764152,45.61387249083334,45.76917426190907,45.33099305330359,44.692685187807,44.70795313577585,44.586468116440706,44.603387854666664,44.26361747426234,44.256589500967735,44.15011172722223,43.40487447460938,43.82511417753848,43.399676887575765,43.55423568223882,43.07175316455887,42.84547659427533,42.54640745100005,42.4773606447183,42.222418430069446,42.58528402534243,42.23891866966219,41.4487028354667,42.05086976375002,42.061281083506486,41.585071438782045,41.46563493955697,41.417519905812505,41.26851090901234,41.096937508536556,40.98192354307229,41.00718038452379,40.689458577882384,40.40961294523262,40.50713090166672,39.99504889596596,40.18732758455054,40.17532468744442,40.189983958406636,40.12863378429345,39.762825984999964,39.63593473234049,39.4991668323684,39.37949628307292,39.317378151134044,39.551666710714294,39.34925233489903,38.919080116349996,39.010283498613894,39.13615609504902,38.850343058495184,38.68080672341345,38.696245341619026,38.43059302424533,38.66710903593458,38.553522088657445,38.435501079495396,38.40185020554547,38.254279345045056,38.196363710312504,38.06293560809733,38.177540877719274,37.93317869308699,37.987997719612046,37.89307143435902,37.776012900127114,37.91064393474787,37.7816872821667,37.77055347739665,38.02947950930331,38.06150448455283,38.2762443858065
High,317.33535653499996,268.4262886816669,232.84649238749995,203.131186279,186.614996165833,172.49769845571427,160.87046562125,152.83216344277736,142.0965962275,135.51869369272734,128.301844398333,122.70404431961515,120.82578546714244,115.64999215999998,112.097458153125,107.45214790352942,104.10908230083355,100.65806538263172,98.24286611575,95.53527820809524,92.7694061075,91.14810747086956,87.75324279770834,86.5953713146,84.25964168557691,82.65586136944441,80.85869620714291,80.07219516689656,78.68237213933334,76.92004100935479,75.80853198843751,74.64403021848487,73.57699041867649,71.9513878644286,71.49000301013895,70.48128719729729,69.36657683789474,69.34063572948718,67.918726072875,66.93369453829267,65.98525259023808,65.28255902244184,64.80777327909091,64.2408624622222,63.27284579673909,62.91798530138298,62.11774073270836,61.06044427367347,60.3701414495,60.34734727901962,59.81263510394233,59.70573573349061,58.84007601685188,57.82539410309088,57.50086426803567,56.85036007359645,56.582671217413754,56.0984692590678,55.497366824500006,55.37467809713115,55.10573515846774,54.431255204047666,54.25959932320312,53.89366902684619,53.60069097318178,53.04434510686565,52.65516632889707,52.08030180659418,51.71251959900001,51.677157092253545,51.323887026111066,51.00755453205479,50.390312058851336,50.49981945173336,50.10557109361845,49.767874772012945,49.254643407756426,48.97997668917719,48.9060282521875,48.77466080290128,48.36121201225608,48.0507056627711,47.743367270297625,47.53489299599998,47.07803742354649,47.12485496362072,46.750150512954605,46.361474168146046,46.209416401000055,46.03697334302198,45.73777847407607,45.53925113016135,45.32597327276594,45.13360267742103,44.827608379427076,44.55470164695878,44.46306317357147,44.067605671717196,43.96529735645,43.717833692178225,43.57469040882354,43.217722131699,43.118077113605814,42.711714594142876,42.64453064957547,42.386316121682285,42.18769115277783,42.06362756756878,41.83561619440907,41.565180377477496,41.52299352607143,41.285674967433614,41.04520666929821,40.81581576800006,40.62940658668102,40.45066962730774,40.144019233983094,40.024100367142864,39.81942861241667,39.58181850161161,39.34294840204916,39.09618834918699,38.811950888104896
Mean,198.8679250736,174.1712498778,155.75409372170003,142.05734281944,133.4735755863,126.05496121194287,119.5009137255,113.81274951831112,109.26709948064,103.99390338410912,100.1566277009,96.66393174124617,93.55003349295714,91.07932692056,88.5161851846,85.5734365608706,83.26335167576667,80.71625945591579,79.73224872328001,77.44528657120954,76.61953755005455,74.98142353166087,73.11255972068335,71.792809598184,70.61952085912309,69.43357776410372,68.55044025829287,67.2826410594207,66.79736307474666,65.57639589832904,64.87067056225625,64.08887721209092,63.01027059115883,62.092234533302864,61.85073318173335,60.869975796589195,60.3536328991158,59.74141503863078,59.125504605715,58.423270506292695,57.864334016619054,57.17351872253954,56.97775774995455,56.08925582095556,55.89449801313479,55.46568514351917,55.17575118220833,54.616832037885715,53.844571237871996,53.57923372810588,53.20505908411925,52.92302363189812,52.43574421433704,52.03982789776365,51.77761198346787,51.42800383363159,51.022210527589664,50.75267304514238,50.362316818370005,50.14673210215084,49.85530812987097,49.467492113406365,49.38874121961875,49.10912381385232,48.823435063581826,48.32689792315523,48.245774798688245,47.81536004630146,47.608494745662874,47.313560087287335,47.18876138232501,46.9062458943507,46.65276058571892,46.38515609387467,46.225982095750005,46.02352906498962,45.748042738787184,45.582930671311395,45.3478543813625,45.16216377731359,44.999330939831715,44.771679566722895,44.5505173781262,44.3458393290353,44.1542699593628,43.96102795608966,43.78503574505456,43.571754528029224,43.425502664980016,43.30412893358902,43.117269650336965,42.850533152636565,42.718166602617025,42.6129684256379,42.41503501488334,42.20618121157527,42.16676457291838,41.9232827674889,41.727997039727995,41.64188624917426,41.568892849249025,41.35291020934176,41.19868979872886,41.01033676027429,40.876305377820756,40.76675211794394,40.60638532298149,40.53736816424038,40.34979385836728,40.19425523115676,40.09951902959465,39.96508730488142,39.8570835001158,39.71218346029218,39.59423644466897,39.44776895254872,39.32845245780001,39.179858878406726,39.078677301151664,38.95312308102479,38.84294922693935,38.71044369699513,38.59376314239678
