,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75
Low,129.19826427045476,133.78995553876712,137.1587484683299,137.7659189439099,139.04638432097377,140.0280608353024,140.52463436518062,140.61720387427962,141.15545017853924,141.56953956307348,141.9031605695011,142.3056527433137,142.54509532470746,143.355444719068
High,152.23585081887083,149.50996524453592,148.25939828431018,147.3032497442179,146.86377470863894,146.22363421595614,145.84600834956532,145.46543977460664,145.1666033098128,144.86797202239262,144.54925912525727,144.28472989538514,143.94150160605327,143.355444719068
Mean,143.451388177373,143.18771686442722,143.44290704253655,143.4019897909255,143.29757884068235,143.41684581946117,143.34759226063417,143.30996019439746,143.30894596600032,143.36804743276073,143.30771008784902,143.36506584718842,143.37673770114864,143.35544471906795
