,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75
Low,426.51884979805004,578.0407050113224,714.30649432108,836.97391728752,936.6011778234175,1033.3921013418949,1130.4937487489474,1210.7330343946248,1303.7296068756,1388.54216670113,1478.22295503663,1555.559610333805,1643.8588690153,1788.7846535008
High,657.334051088115,821.707638089955,970.2492073858249,1098.5280350035,1201.8715652708825,1294.81679813511,1396.0213611723425,1466.36610276956,1540.29398150154,1606.0140706421225,1669.69343672505,1720.113221683255,1763.821949284895,1788.7846535008
Mean,543.6259512026068,703.1229732116055,844.0880759329771,965.9433058989483,1071.6252273188468,1170.242186610983,1263.533995277504,1350.4014432447075,1428.8831352780596,1506.7063087589936,1583.2323710459348,1651.641573491842,1721.3372024854734,1788.7846535007995
