"","x"
"1","Odocoileus virginianus"
"2","Sorex vagrans"
"3","Microdipodops megacephalus"
"4","Urocyon cinereoargenteus"
"5","Mustela frenata"
"6","Ursus arctos"
"7","Onychomys leucogaster"
"8","Taxidea taxus"
"9","Lepus townsendii"
"10","Antilocapra americana"
"11","Lasionycteris noctivagans"
"12","Sorex tenellus"
"13","Sorex lyelli"
"14","Myotis lucifugus"
"15","Neotamias minimus"
"16","Myotis californicus"
"17","Sylvilagus nuttallii"
"18","Lemmiscus curtatus"
"19","Ursus americanus"
"20","Myotis melanorhinus"
"21","Neotoma cinerea"
"22","Ochotona princeps"
"23","Ammospermophilus leucurus"
"24","Aplodontia rufa"
"25","Reithrodontomys megalotis"
"26","Neotoma macrotis"
"27","Neotamias quadrimaculatus"
"28","Neotamias panamintinus"
"29","Phenacomys intermedius"
"30","Lepus californicus"
"31","Dipodomys microps"
"32","Ovis canadensis"
"33","Sorex trowbridgii"
"34","Thomomys talpoides"
"35","Sorex monticola"
"36","Microdipodops pallidus"
"37","Peromyscus maniculatus"
"38","Corynorhinus townsendii"
"39","Chaetodipus formosus"
"40","Antrozous pallidus"
"41","Urocitellus beldingi"
"42","Neotoma bryanti"
"43","Otospermophilus beecheyi"
"44","Marmota flaviventris"
"45","Sciurus griseus"
"46","Dipodomys panamintinus"
"47","Perognathus longimembris"
"48","Cervus canadensis"
"49","Neotamias speciosus"
"50","Dipodomys merriami"
"51","Vulpes macrotis"
"52","Microtus longicaudus"
"53","Onychomys torridus"
"54","Myotis evotis"
"55","Dipodomys deserti"
"56","Sorex palustris"
"57","Eptesicus fuscus"
"58","Mustela erminea"
"59","Brachylagus idahoensis"
"60","Microtus californicus"
"61","Microtus montanus"
"62","Lasiurus blossevillii"
"63","Urocitellus canus"
"64","Lasiurus cinereus"
"65","Sylvilagus audubonii"
"66","Neotamias senex"
"67","Peromyscus crinitus"
"68","Lepus americanus"
"69","Odocoileus hemionus"
"70","Thomomys townsendii"
"71","Procyon lotor"
"72","Scapanus latimanus"
"73","Lynx rufus"
"74","Euderma maculatum"
"75","Neotoma lepida"
"76","Zapus princeps"
"77","Tamiasciurus douglasii"
"78","Callospermophilus lateralis"
"79","Myotis thysanodes"
"80","Thomomys monticola"
"81","Neotamias umbrinus"
"82","Tadarida brasiliensis"
"83","Canis latrans"
"84","Thomomys bottae"
"85","Parastrellus hesperus"
"86","Neotamias amoenus"
"87","Glaucomys sabrinus"
"88","Bassariscus astutus"
"89","Mephitis mephitis"
"90","Peromyscus boylii"
"91","Sorex merriami"
"92","Martes americana"
"93","Mus musculus"
"94","Spilogale gracilis"
"95","Notiosorex crawfordi"
"96","Myotis volans"
"97","Myotis yumanensis"
"98","Erethizon dorsatum"
"99","Urocitellus mollis"
"100","Dipodomys ordii"
"101","Puma concolor"
"102","Perognathus parvus"
