,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90
Low,45.668728459346475,39.266445666302566,33.76969938257561,32.49003260542322,29.44015397630411,26.89072622220568,26.378806634296406,25.152029882328268,24.229073777733582,24.190864188329005,23.450570739811,23.03218727116157,23.2015251500194,23.145911623600952,22.88437185542144,22.873097492256015,23.3310274277028
High,110.43294000619137,83.31146707678815,69.30823593437579,59.203464918657104,51.721533318956446,47.95658001472919,43.787333579108505,40.40578596288062,37.61503763613209,35.633804376530954,33.772784168049256,32.4990317473557,30.841401137658984,29.57114659543004,28.290355432047,26.890981523289916,25.2653614787517
Mean,77.52021673127005,61.03301041543372,51.18515536360901,44.750517587261086,40.757255208940045,37.313415464512424,34.97812082913278,32.944519620105616,31.317485704150144,30.05180746438337,28.89864739684285,27.961844910226805,27.19382572110898,26.582031557424393,25.771743445355124,25.129888510928758,24.555252440695067
