,mpd2,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28
Low,46.047205500000004,111.564715333333,130.23611783000032,135.66962007499956,143.9465098711111,146.43046399772706,148.75480592197772,152.64980535708298,153.81907317222246,155.95879385236873,158.30247746190508,160.09928942065247,162.529435076923,166.394165809524
High,202.810614,196.991089,187.916039733333,185.737783760714,181.76054039888876,179.71526983787913,178.27916695109846,176.42118100666667,175.30527917908543,174.03816888578933,172.9654608093078,171.80023550307956,170.03713763707717,166.394165809524
Mean,166.62094463599996,166.71207304033334,166.41289444093334,166.80256650607143,167.03390295919996,166.59077393878786,166.34679744490109,166.51554003594998,166.3059828466536,166.26810677808422,166.33039341831167,166.3244000342681,166.34259256737232,166.39416580952405
