,mntd2,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28
Low,46.159222,58.087443575,58.76169578333337,62.77359849375,62.145069004999996,59.11938421250003,58.80101283214285,57.756607724999995,57.57871071111112,56.581227500000004,57.45443892500002,57.206097431249965,59.7521758461538,65.3349542142857
High,202.810614,187.52220791249997,165.954597666667,146.54024021875,126.216714075,114.28733832916635,105.03268173928556,96.89377713125,92.88102259166669,87.0603263975,82.13061607954542,77.9428859166667,73.1711744615385,65.3349542142857
Mean,170.18982956600001,131.85196848699997,113.38642866533334,103.916862167,94.34897824779999,88.7491652805,82.71066916257142,78.50889848375,75.56408530266665,72.6533019007,70.129562063,68.43709852991667,66.66692407530769,65.33495421428572
