,mntd8,mntd12,mntd14,mntd22,mntd28,mntd38,mntd58,mntd60,mntd64,mntd66,mntd68
Low,69.122843925,61.863964720833295,59.931015160714274,56.091665129545405,52.697318253571396,51.12194547236841,48.517915779310286,48.87225021749997,48.898672512500006,48.89472050606059,50.6370773529412
High,140.12845311249998,114.8074645375,106.92566241785688,87.01811433409088,79.18167885357144,69.4941736171052,57.79834691206891,56.52775905499996,54.076625966406255,53.1157893030303,50.6370773529412
Mean,105.57595465875,88.395007578,83.60955263042857,71.82528219036364,66.42462829921428,60.831595493631575,53.45373306534482,52.9157485287,51.77214681615625,51.16873776548485,50.63707735294121
