"","x"
"1","Actinemys marmorata"
"2","Arizona elegans"
"3","Aspidoscelis tigris"
"4","Callisaurus draconoides"
"5","Charina bottae"
"6","Coleonyx variegatus"
"7","Coluber constrictor"
"8","Crotalus cerastes"
"9","Crotalus oreganus"
"10","Crotalus stephensi"
"11","Crotaphytus bicinctores"
"12","Dipsosaurus dorsalis"
"13","Elgaria coerulea"
"14","Elgaria panamintina"
"15","Gambelia wislizenii"
"16","Hypsiglena chlorophaea"
"17","Lampropeltis californiae"
"18","Masticophis flagellum"
"19","Masticophis lateralis"
"20","Masticophis taeniatus"
"21","Nerodia fasciata"
"22","Phrynosoma platyrhinos"
"23","Phyllorhynchus decurtatus"
"24","Pituophis catenifer"
"25","Plestiodon gilberti"
"26","Plestiodon skiltonianus"
"27","Rena humilis"
"28","Rhinocheilus lecontei"
"29","Salvadora hexalepis"
"30","Sauromalus ater"
"31","Sceloporus graciosus"
"32","Sceloporus magister"
"33","Sceloporus occidentalis"
"34","Sceloporus uniformis"
"35","Sonora occipitalis"
"36","Sonora semiannulata"
"37","Tantilla hobartsmithi"
"38","Thamnophis couchii"
"39","Thamnophis elegans"
"40","Thamnophis sirtalis"
"41","Trimorphodon biscutatus"
"42","Uta stansburiana"
"43","Xantusia vigilis"
