,pd2,pd4,pd6,pd8,pd10,pd12,pd14,pd16,pd18,pd20,pd22,pd24,pd26,pd28,pd30,pd32,pd34,pd36,pd38,pd40
Low,220.8343989089,263.432170215125,444.6537952091,526.80819343638,640.08582419419,728.1007294198799,836.226123743455,939.512344830645,1032.66952987117,1107.83398309607,1240.1457712842,1335.490791046075,1439.022670586275,1499.746827945675,1640.23814900375,1694.397277524,1806.7309655461002,1913.421337105475,2020.177939291275,2145.9322083045
High,426.384199808705,785.609299647445,997.2293861941425,1161.1458787378224,1318.7920943809872,1459.880332394045,1568.27874643206,1668.623061601875,1771.89420488233,1858.38951413438,1962.6539427735752,2022.766303027625,2095.04232306073,2153.252505602225,2207.4690748289,2248.0728234919,2278.013722443975,2300.4137905654497,2318.9527689185497,2333.1799887045
Mean,343.4795403811973,545.8951755984954,703.765243357228,837.7712225719155,963.6309178992705,1089.2106549249902,1191.2661415085431,1303.7531169471852,1404.5578189311782,1498.4526432817188,1591.358819991331,1686.9430501085562,1768.2404502829047,1851.4342535406602,1944.8829360051643,2020.1688192721626,2097.8630535929137,2162.1641866349164,2235.2864567185256,2301.356902427337
