,mntd2,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32,mntd34,mntd36,mntd38,mntd40
Low,24.243713788400008,29.904283934121878,39.98849498520163,54.72443284116188,52.446226830376496,55.79126773856646,53.925666945108155,56.960084874891564,53.18493272584037,56.10452985967125,54.577256731941596,54.57802533079935,51.71532091225505,52.55842436931981,54.24480669383695,52.392215578055755,52.024502410174016,53.76621906747213,53.71537580398872,56.60319637718
High,426.3841998187,371.9495498748669,266.14365828132156,223.7784239796225,200.69495361069175,183.81967532055924,173.45372046871915,159.7027031599739,146.97042561060533,135.21918035356998,133.27078817738715,122.32361562882289,116.17557534213302,112.09881006028755,106.87345500417075,101.16955449276149,94.5501065763088,87.50088650115266,80.18306694976529,74.38190405878
Mean,282.8369751376756,176.62673127206492,146.5235226566256,133.88973320276955,124.58247238710237,117.85739643486721,113.0834607873137,108.29330756542177,99.94342162250736,96.01970054153377,93.82762228357248,89.5275769534304,85.43305941030543,83.4596089854369,80.48956556986587,77.4815064409233,74.09123487213961,71.1760874778632,68.66029126328964,65.79084475332688
