"","x"
"1","Isoetes_bolanderi"
"2","Isoetes_echinospora"
"3","Isoetes_howellii"
"4","Isoetes_nuttallii"
"5","Isoetes_occidentalis"
"6","Isoetes_orcuttii"
"7","Lycopodiella_inundata"
"8","Lycopodium_clavatum"
"9","Selaginella_asprella"
"10","Selaginella_bigelovii"
"11","Selaginella_eremophila"
"12","Selaginella_hansenii"
"13","Selaginella_scopulorum"
"14","Selaginella_wallacei"
"15","Selaginella_watsonii"
"16","Asplenium_septentrionale"
"17","Asplenium_vespertinum"
"18","Azolla_filiculoides"
"19","Azolla_microphylla"
"20","Woodwardia_fimbriata"
"21","Cystopteris_fragilis"
"22","Dryopteris_arguta"
"23","Dryopteris_expansa"
"24","Polystichum_californicum"
"25","Polystichum_kruckebergii"
"26","Polystichum_lonchitis"
"27","Polystichum_munitum"
"28","Polystichum_scopulinum"
"29","Equisetum_arvense"
"30","Equisetum_laevigatum"
"31","Marsilea_oligospora"
"32","Pilularia_americana"
"33","Botrychium_ascendens"
"34","Botrychium_crenulatum"
"35","Botrychium_lunaria"
"36","Botrychium_minganense"
"37","Botrychium_montanum"
"38","Botrychium_simplex"
"39","Ophioglossum_californicum"
"40","Ophioglossum_pusillum"
"41","Polypodium_californicum"
"42","Polypodium_calirhiza"
"43","Polypodium_glycyrrhiza"
"44","Polypodium_hesperium"
"45","Adiantum_aleuticum"
"46","Adiantum_jordanii"
"47","Argyrochosma_jonesii"
"48","Aspidotis_californica"
"49","Aspidotis_densa"
"50","Astrolepis_cochisensis"
"51","Cryptogramma_acrostichoides"
"52","Cryptogramma_cascadensis"
"53","Notholaena_californica"
"54","Pellaea_andromedifolia"
"55","Pellaea_breweri"
"56","Pellaea_bridgesii"
"57","Pellaea_mucronata"
"58","Pellaea_truncata"
"59","Pentagramma_pallida"
"60","Pentagramma_triangularis"
"61","Woodsia_oregana"
"62","Woodsia_plummerae"
"63","Woodsia_scopulina"
"64","Calocedrus_decurrens"
"65","Chamaecyparis_lawsoniana"
"66","Juniperus_californica"
"67","Juniperus_communis"
"68","Juniperus_grandis"
"69","Juniperus_occidentalis"
"70","Juniperus_osteosperma"
"71","Sequoia_sempervirens"
"72","Sequoiadendron_giganteum"
"73","Thuja_plicata"
"74","Ephedra_aspera"
"75","Ephedra_californica"
"76","Ephedra_funerea"
"77","Ephedra_nevadensis"
"78","Ephedra_trifurca"
"79","Ephedra_viridis"
"80","Abies_concolor"
"81","Abies_magnifica"
"82","Picea_breweriana"
"83","Picea_sitchensis"
"84","Pinus_albicaulis"
"85","Pinus_attenuata"
"86","Pinus_balfouriana"
"87","Pinus_contorta"
"88","Pinus_coulteri"
"89","Pinus_flexilis"
"90","Pinus_jeffreyi"
"91","Pinus_lambertiana"
"92","Pinus_longaeva"
"93","Pinus_monophylla"
"94","Pinus_monticola"
"95","Pinus_muricata"
"96","Pinus_ponderosa"
"97","Pinus_quadrifolia"
"98","Pinus_radiata"
"99","Pinus_sabiniana"
"100","Pinus_torreyana"
"101","Pseudotsuga_macrocarpa"
"102","Tsuga_heterophylla"
"103","Tsuga_mertensiana"
"104","Taxus_brevifolia"
"105","Torreya_californica"
"106","Brasenia_schreberi"
"107","Nuphar_polysepala"
"108","Asarum_caudatum"
"109","Asarum_hartwegii"
"110","Umbellularia_californica"
"111","Anemopsis_californica"
"112","Ceratophyllum_demersum"
"113","Carlowrightia_arizonica"
"114","Justicia_californica"
"115","Sesuvium_verrucosum"
"116","Trianthema_portulacastrum"
"117","Amaranthus_blitoides"
"118","Amaranthus_californicus"
"119","Amaranthus_fimbriatus"
"120","Amaranthus_palmeri"
"121","Amaranthus_powellii"
"122","Amaranthus_watsonii"
"123","Nitrophila_mohavensis"
