,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395,mpd400,mpd405,mpd410,mpd415,mpd420,mpd425,mpd430,mpd435,mpd440,mpd445,mpd450,mpd455,mpd460,mpd465,mpd470,mpd475,mpd480,mpd485,mpd490,mpd495,mpd500,mpd505,mpd510,mpd515,mpd520,mpd525,mpd530,mpd535,mpd540,mpd545,mpd550,mpd555,mpd560,mpd565,mpd570,mpd575,mpd580,mpd585,mpd590,mpd595,mpd600,mpd605,mpd610,mpd615
Low,219.97533040777776,230.1847665885711,241.51594015486828,247.0585522660003,251.7438073562644,257.2106374426895,262.16172735124974,268.18452458858553,270.1998499072449,272.5189146976768,274.36919256805123,276.94100857367744,280.24917070519706,281.78781230827025,279.650928757041,280.0561416567509,286.65143075200984,285.2703221866633,286.72184776346484,285.6770213463004,287.17237377125537,291.250857029039,290.77924673097294,289.87052358721934,292.16712221099294,291.4851239769711,293.60774997116675,293.57327668237565,295.6701809340025,297.41957958250117,296.20740184604983,296.51504409893187,297.77138529084755,298.4983440825882,299.14904367383343,297.46403264528465,297.86726319490657,299.9257201913087,299.3373700054042,300.37704669495025,298.96519108201943,300.35022685350333,300.48396655009634,301.82061489427184,300.68567074062895,303.31525559898165,302.1943206090626,305.6530379207196,302.70208331374323,302.34478398972834,304.92990178458655,304.7438300083539,307.38036679468934,306.5868596775789,306.4634913719837,306.11533776665664,307.66917275608733,306.86995257597124,307.8325400295442,307.99735320252194,306.5638427010547,308.82876739339963,308.45716582483607,309.73581081706766,308.84930168789646,310.04882796514454,309.04635985383845,309.48841574743693,311.1448866102852,309.15888269471833,310.68702544020084,311.495202698739,310.44138200841877,310.3533955688394,311.273654701282,312.1871156083537,311.69535935706335,312.3865855848074,311.7430334822818,312.09087521796977,312.850323599888,312.57153820962236,312.61316492170596,313.9003040515313,313.60651774566105,313.6282319187439,313.99700364515337,314.0089456035239,314.0934122981765,314.4852141542186,314.21223108379183,315.2830972906762,315.42502739321446,315.6837092803101,315.40357943718664,314.9796459913926,316.0529628862866,316.1624210469489,315.91356936557617,317.169995258114,317.4604608616903,317.10371217456685,317.5906148470318,317.40793530193366,318.11259387935945,318.21895950692993,318.70550421725926,318.57574604053406,319.17624957057217,319.03054591924274,318.9370509261426,320.17554058492124,320.3449038163564,320.66344684790096,320.94073196480764,320.99780692242086,321.27635833174503,321.9377295897253,322.470391383066,322.6875145398492,323.8115078891189,325.750812742014
High,494.18221658333306,462.5699232895239,438.26407688684225,428.2691617953336,415.48115307965514,404.75224274949613,402.08484689759587,395.60069680267685,396.81002500528564,386.33429762801376,383.70748535789505,382.540086970505,374.03868196422405,378.90829030421577,375.2992613401822,371.66305364408936,371.94586620508716,371.20553652209406,365.69236244781337,366.50611005043004,365.6621215517305,363.85857823753673,365.2564317847866,360.60041081267116,358.91712709980305,361.13757820974035,362.1015228663332,360.62050711250964,358.81198159434024,357.89790964574354,355.3885750143419,358.2078642044455,355.11264659218267,353.7697526260102,353.4270352189987,353.93614199376617,352.5598948197438,353.20477869182895,352.5910482030892,351.4768331895143,351.79435586228095,352.71900580586146,350.14676851402913,349.25272790568476,349.30719950635734,349.0804191288657,348.23362506701267,347.4560660530192,346.8419312009319,346.30943549881107,346.39023514031953,346.47236806374633,346.551289980436,344.61891093741593,344.84856536245906,345.07518741799083,344.6076702092454,344.77670619794577,344.01891020077466,344.0162054710637,344.74816245324433,343.2877051248434,343.38926588534804,343.7491037792588,341.95058279636237,342.734195615264,341.1986675321159,341.81129953618876,341.02717382748807,342.3695049488323,339.98109643242094,339.37377095688686,340.23671995083765,339.98798575012444,339.6724053384966,340.1091038762863,339.13899361844517,339.7383670646608,338.0036159461908,338.9244091350502,339.03052920328264,337.97397251783605,337.87541082419506,337.5004643264676,337.3657280958603,336.766265470745,336.9607178470513,336.3589321062199,335.7594976801112,335.8028011027281,336.33031716618353,334.3922773069731,335.4447695528886,335.18114297875724,335.1737596717745,334.8839042815546,334.6814558910964,334.28010599518706,333.8975229781233,333.51421426095203,333.6105923090073,333.346813388101,332.89659050524597,332.62897828804563,332.39618997730344,331.6332089279254,331.63744905615505,331.57804582231057,331.32315819433734,330.87442699833497,330.5846190527696,330.6627489257692,330.2700727665203,329.77142740350763,329.51855421617705,329.24958646857345,328.8094680223559,328.511730543544,327.9285209495773,327.2589167277719,326.5565088271684,325.750812742014
Mean,326.3386785381556,328.66252668398096,326.3077676106895,326.3829292797067,327.348636693623,325.3074648738891,326.3631481438731,325.7322033742768,324.4335448864433,325.65032507854283,326.52648521883566,326.64595312936547,325.9732901298891,326.71613375304435,325.7276946910576,324.6501113053781,325.83104923316955,326.1953133238608,326.7838171329697,324.6042513153568,326.17730453579867,326.2904326716434,326.6262273865453,324.99682570827076,326.36755113723893,325.5402338958968,325.81537629089013,326.01931086715996,325.8678878252191,326.07239778904824,324.9682057585025,325.4576984632487,326.2747901504539,326.12885719994443,325.76423544873256,325.55596836734514,325.2930784696984,326.40881365790034,325.9091855296473,325.77234093273154,325.8292564366611,326.5716119572495,326.061242889061,325.2072550719157,325.88792801748787,325.62604330109167,325.59378653032996,326.0147170543736,325.1892183314287,325.4538472081812,325.57385067189426,325.8002922987197,326.31697002235285,325.7456360691233,325.51354175881585,326.11027970674763,326.17365590956416,325.7620706126554,326.1042265044292,325.69037296137975,325.5209736055655,326.14698937528186,326.1524918693726,326.4045744160519,325.9904979398659,325.998873996313,325.7149459689941,325.79875732267215,325.94986367885537,326.0400507841399,325.7053920462188,325.83577666160437,325.8340105387204,326.21934447112585,325.97011537847374,325.85365935471924,325.8879621109449,325.9399386347962,325.92604503037325,325.9173575742241,325.895528172382,325.6390963576527,325.53800372599636,325.4908679275374,326.03922937717675,325.62870530976295,325.5071186516454,325.86517926780164,325.7482594879232,325.68805206007113,325.90891858554664,325.7951957749235,325.8871186745388,325.975520972073,325.8325188256524,325.8640466489248,325.65732480344616,325.67757312647603,325.69659657189203,325.99603715921126,326.06331404002907,325.70051691912175,325.7227917066802,325.54165994886563,325.84983620292934,325.66069078335164,325.7994745381103,325.6963946240347,325.805705345622,325.77942441632854,325.69156954613595,325.7944657500092,325.76457584384724,325.66585612153403,325.73118106892554,325.6899413690792,325.72983305408525,325.77779864422,325.7932711399663,325.71310787254515,325.7826879332341,325.7508127420141
