,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455,pd460,pd465,pd470,pd475,pd480,pd485,pd490,pd495,pd500,pd505,pd510,pd515,pd520,pd525,pd530,pd535,pd540,pd545,pd550,pd555,pd560,pd565,pd570,pd575,pd580,pd585,pd590,pd595,pd600,pd605,pd610,pd615,pd620,pd625,pd630,pd635,pd640,pd645,pd650,pd655,pd660,pd665,pd670,pd675,pd680,pd685,pd690,pd695,pd700,pd705,pd710,pd715,pd720,pd725,pd730,pd735,pd740,pd745,pd750,pd755,pd760,pd765,pd770,pd775,pd780,pd785,pd790,pd795,pd800,pd805,pd810,pd815,pd820,pd825,pd830,pd835,pd840,pd845,pd850,pd855,pd860,pd865,pd870,pd875,pd880,pd885,pd890,pd895,pd900,pd905,pd910,pd915,pd920,pd925,pd930,pd935,pd940,pd945,pd950,pd955,pd960,pd965,pd970,pd975,pd980,pd985,pd990,pd995,pd1000,pd1005,pd1010,pd1015,pd1020,pd1025,pd1030,pd1035,pd1040,pd1045,pd1050,pd1055,pd1060,pd1065,pd1070,pd1075,pd1080,pd1085,pd1090,pd1095,pd1100,pd1105,pd1110,pd1115,pd1120,pd1125,pd1130,pd1135,pd1140,pd1145,pd1150,pd1155,pd1160,pd1165,pd1170,pd1175,pd1180,pd1185,pd1190,pd1195,pd1200,pd1205,pd1210,pd1215,pd1220,pd1225,pd1230,pd1235,pd1240,pd1245,pd1250,pd1255,pd1260,pd1265,pd1270,pd1275,pd1280,pd1285,pd1290,pd1295,pd1300,pd1305,pd1310,pd1315,pd1320,pd1325,pd1330,pd1335,pd1340,pd1345,pd1350,pd1355,pd1360,pd1365,pd1370,pd1375,pd1380,pd1385,pd1390,pd1395,pd1400,pd1405,pd1410,pd1415,pd1420,pd1425,pd1430,pd1435,pd1440,pd1445,pd1450,pd1455,pd1460,pd1465,pd1470,pd1475,pd1480,pd1485,pd1490,pd1495,pd1500,pd1505,pd1510,pd1515
Low,988.096271775,1369.6872000994,1671.254405025,2016.0539307373251,2253.991434425,2521.62592107425,2840.9825643376503,3052.50213724925,3292.7813930501075,3552.42247540725,3744.29982638487,3991.53931710375,4147.883533675,4358.5878466064505,4560.76815908553,4717.768961464275,4873.73342445565,5089.020276713501,5322.926471462093,5488.61376832925,5569.765642080438,5764.38714556183,5959.419453634026,6049.54731285772,6207.12690895105,6424.00261433535,6481.146461467551,6687.859965383425,6752.953050433,6930.173789693051,7073.230868713482,7225.600947218275,7278.97788586158,7458.856699251292,7566.373529213193,7652.331318892249,7903.4224877306,8015.7743562875,8082.5689741469,8224.452335127342,8347.033040725008,8406.423486898242,8522.237540553344,8706.6587968363,8794.451032085875,8927.102718205739,8970.417852213894,9187.744796862342,9245.169988662874,9348.679244680761,9440.995436255225,9582.433778953517,9671.070925575668,9765.263315921049,9924.824937638692,10025.36724951005,10044.608533519,10224.617936388668,10251.158112428284,10380.358632460095,10419.571027287651,10521.520442279008,10649.181609896363,10707.810558605168,10838.524594483182,10951.124075445112,11053.770976165368,11194.311256681169,11273.420136347308,11323.0409624897,11412.165153814974,11525.291759968008,11681.909835406255,11712.765121272081,11799.965939063168,11882.58344530185,11938.110739929713,12051.082344217,12144.499121804869,12258.59919469675,12296.825364221275,12409.997754632368,12457.162905782989,12580.707517436642,12648.302016366675,12719.099252100174,12821.682923509175,12848.79115952292,13003.584336192793,13073.3862189738,13129.49596974442,13249.550788226832,13321.16284435113,13368.827895147675,13529.506540053679,13596.170322150288,13688.681351929088,13696.096102311629,13725.91971864935,13845.368953415813,13983.904294773854,13985.499703984893,14136.460382816238,14213.34709908058,14294.625365584543,14275.615376567337,14439.061136560726,14460.194337070976,14600.535553758824,14725.546774988363,14752.490229460474,14816.360456030638,14897.342629884495,14983.411047324787,15032.45570866855,15092.2437131302,15164.674435757846,15252.034865979818,15348.7928799968,15395.140420674974,15478.247424909512,15521.183771647471,15563.249215320026,15729.478685371114,15742.132834257538,15761.107944174468,15877.625182356262,15960.989094323912,16017.535485101924,16071.266270792858,16173.343949168611,16287.545318506625,16329.613332663637,16398.367096973812,16459.782514412873,16528.02407020594,16600.477598979374,16649.1266807865,16727.898246116685,16817.457902381313,16899.8485029832,16938.528836021254,16924.180428428837,17097.753717088763,17091.036874422687,17238.192432837248,17232.832536574988,17307.795104489567,17356.102408110524,17410.51710614759,17600.429955236992,17599.54066406425,17624.0136515061,17799.486471794396,17734.16040423139,17853.97162254305,17874.653076309725,18016.746107293697,18006.842320274074,18092.92003841322,18123.92149269089,18211.548651383277,18296.02473670027,18310.2524354298,18460.284110887445,18499.955059213025,18525.348706462988,18600.73555191496,18681.39098039481,18741.03133948902,18794.908692224868,18841.488919093925,18948.063657180748,18958.0654875473,19038.241408434187,19080.59690547255,19082.086055271673,19245.402400519564,19311.135188287,19325.0814502949,19403.408422696324,19467.6447999975,19524.27107253635,19580.3609754067,19655.8023489308,19708.006665617948,19762.83444921464,19792.505648404836,19845.04425954815,19956.43355009034,19986.24716819765,20062.705706139703,20105.463672875336,20190.360621311203,20242.722379226456,20283.898163093938,20359.777937975137,20446.151268392063,20518.40432733793,20554.077987537326,20537.48187701765,20653.02839204778,20690.845703256302,20730.0684371831,20821.112180763852,20901.23894463054,20978.878333804736,21014.001331561914,20958.4059767082,21093.512959584823,21162.770479621337,21230.665693128638,21259.888083641024,21281.225851941694,21380.827817059388,21453.100539806503,21496.8606060351,21590.1780256174,21607.847737855613,21648.74755422355,21723.32057034985,21792.41330297945,21821.086973218364,21900.36340944435,21952.05623342716,22006.836788873163,22082.0281991876,22093.812980988485,22155.488452828962,22206.613017612886,22281.904141950436,22337.19624501435,22376.3642769453,22418.413936385998,22514.42260201325,22554.104627341036,22601.48499502969,22656.784987456456,22686.88539604755,22735.147053519937,22829.331129143236,22847.643973431164,22847.208840240495,22931.936596168252,23025.161425438,23013.153844297263,23129.17059110005,23182.534218658948,23248.38164633505,23296.813641813,23327.932117548302,23427.923959176052,23436.45602980395,23490.54059989691,23532.58072466205,23601.52208183919,23691.0977015598,23736.678263370548,23732.23275574455,23802.038738381376,23868.55326385055,23945.11427088465,23958.3133529285,24063.59917445715,24127.34661844125,24098.26314131921,24183.486112227638,24256.0674786842,24296.500874019803,24348.1538629174,24431.427079854937,24463.24174220799,24529.93720617385,24575.223054872935,24636.06169729205,24700.08249467755,24727.46390711815,24829.4065738533,24806.6079267291,24925.420292961797,24943.17226456455,25000.07830252155,25062.80618299355,25100.68109541805,25164.783720447052,25231.778229441297,25279.6838148113,25336.3560050773,25401.5271765583,25441.192208440847,25499.78270725805,25542.94830710805,25605.1394120798,25658.6616928552,25742.3244874783,25773.400332969803,25856.467540369802,25914.047200041303,25978.4809639528,26044.819576102553,26102.7537865773,26200.7953831198
High,1585.0481623147498,2058.044520525,2468.669176735675,2808.1903564212503,3213.9608006692497,3520.9262340363753,3830.4154227781246,4113.048847537175,4377.91336621305,4650.479150590475,4882.26848153775,5117.130112502275,5347.1517156093005,5525.95758065485,5789.3439829072995,5952.305467140342,6147.033444822499,6377.1442854686,6568.385184066613,6720.2320908665,6905.3464133003,7049.61029105,7227.67407184445,7426.11038176635,7581.318819814051,7729.737422064418,7917.589567488342,8027.977284792275,8215.865390382192,8343.797488290575,8444.840533686074,8632.776702695299,8775.80557020383,8864.303639992126,9000.321092121145,9117.896506467905,9277.11912818927,9480.806745848398,9552.599354574499,9666.198848438957,9773.71183756105,9865.745131149455,10043.46173700923,10177.423393880908,10225.851701874994,10365.334448445174,10528.996953128582,10621.839416825425,10748.025754719283,10881.662695685442,10927.38059519493,11105.918407383168,11195.003733798156,11268.41191305022,11392.951067397207,11476.34241706515,11608.535621921917,11713.247944584391,11780.281173654368,11925.737316510318,12018.52035389913,12139.498140956242,12204.935206409738,12362.501448737117,12383.09128548915,12532.05197160265,12628.788448657026,12691.754761127424,12758.907127517918,12881.590588505755,13031.257393313446,13138.803461922862,13215.854262439607,13244.690781361756,13405.882680831804,13463.319408074542,13520.03387411875,13645.314678410086,13711.2676417652,13820.298513246426,13923.65080513483,14011.895860079021,14024.64771323012,14150.298495196072,14252.622533591408,14308.373154717481,14386.059779502773,14471.748219340863,14595.391367243468,14573.145957706525,14691.35855442035,14806.277490799295,14932.576534470745,15014.846353161429,15070.568079213763,15188.85855080277,15257.727883257412,15286.54890114153,15350.776786114662,15479.205218969682,15515.174402292674,15627.096232831736,15671.204724340058,15819.009602756258,15807.158201407417,15916.769174627345,15985.633172559637,16088.032076630163,16196.175461712788,16264.680002102587,16299.27138933665,16405.581927382096,16443.60661477806,16536.500532504317,16633.24355575545,16638.821188966907,16738.709030955026,16816.907486470656,16859.193831949025,16885.207518986474,17021.094762388977,17099.2865797072,17120.37657593761,17218.454350337463,17278.874686725212,17359.97844199003,17489.498405950206,17547.057803637388,17590.580004905092,17594.959710136663,17721.475453179697,17810.587302008502,17865.442712154654,17929.660365147385,18001.08001547757,18095.555106105712,18161.88696801525,18149.643869102012,18206.113001945083,18342.045824190813,18353.56786748453,18423.8704581325,18493.923492727696,18584.133849391685,18631.621996310212,18700.00225832675,18769.500014311463,18795.197850290428,18898.174148719514,18900.008869031135,19045.06257853228,19024.125848580363,19166.168611955574,19187.717675713295,19277.478435420464,19298.723400238025,19412.197773587784,19456.90699224405,19536.539612031538,19533.84659424309,19594.100263855176,19693.871687157414,19741.701512556476,19762.960197105753,19860.0757476507,19900.418599135737,19962.3827021807,20008.079552399762,20081.012422621923,20106.467704396713,20217.156605368014,20293.37555312737,20303.665237180907,20399.875087914126,20421.537319429222,20484.467942511335,20590.3435361955,20569.29631051939,20681.815480290512,20720.001174719087,20783.3452025015,20857.1417797655,20916.773282772436,20929.763194265528,21006.46690553901,21065.46206876175,21156.502452595378,21198.064160056074,21212.20713035245,21319.53433868305,21341.387896143402,21351.2721961788,21457.73914416415,21460.896278389377,21499.331951065207,21617.720494387628,21649.807309600103,21705.367965460926,21713.28644055991,21825.8555231137,21847.949802052535,21949.20784423387,21973.70222307625,22022.36723924935,22091.399986274802,22165.396749945638,22187.070409517877,22233.64895335478,22268.811550639126,22386.076990125424,22404.82550582338,22425.78580941655,22517.19073703045,22527.440082533565,22574.766358514247,22650.6211648959,22719.99323747425,22752.01924060448,22810.147521519,22817.27149462375,22908.596258281952,22969.158280886713,22965.177711881814,23043.40897662105,23074.026241088537,23154.80840766735,23126.88364638955,23256.662800199363,23317.82914476119,23332.512804558213,23367.704927178285,23429.180925774137,23454.5405746284,23559.878013075548,23567.8441586853,23636.411088971436,23670.84543560719,23680.82964954105,23748.936529060153,23809.1633428744,23844.44013623916,23936.06308982759,23970.04583475435,23978.33248550314,24009.144112045236,24099.622760082137,24106.35462687405,24215.35443361005,24263.17376663824,24260.2060324458,24339.782931259797,24365.738196104114,24395.757148134002,24421.00423035875,24507.823054486988,24546.570959911947,24598.5500283083,24650.523063575652,24651.05736026155,24693.6247441579,24775.04880793885,24806.0434820358,24855.125052970303,24902.90695586105,24956.6473533458,24951.52944702505,25008.70983461455,25046.164842848797,25084.98346482905,25172.37262034934,25185.924402615747,25223.797058108,25258.42339180255,25316.12235900714,25353.6115631923,25401.0941759399,25431.3790358798,25504.15722535285,25509.47212138655,25557.9880589483,25596.87197319695,25623.88783844525,25682.191847012447,25724.9892342228,25750.48573267955,25800.592666337914,25846.696636467303,25861.994618663248,25909.84322108055,25937.666875075298,25978.66656375165,26009.54553591705,26049.914590871253,26085.57350259355,26106.1643832298,26143.21390084055,26174.1690763598,26198.19320463005,26229.972986326553,26254.264567804552,26272.2056163198,26284.4845314948
Mean,1276.457848712293,1699.0838852270513,2070.5948780636895,2417.72665263793,2741.1945402016404,3038.3047666485813,3339.564280998736,3602.401026975814,3855.364638225072,4100.030044790552,4328.417536049994,4564.96164787093,4763.1976648734235,4970.113870957223,5179.808104350895,5365.046433917671,5534.338328736566,5742.630693269033,5918.172514815218,6096.662350812969,6255.247401706677,6430.672360954679,6600.391927486424,6753.854553446237,6914.753567606462,7066.474956762406,7207.697841887724,7359.815285770848,7505.323795451433,7643.437852052821,7782.1446917608255,7927.360640770943,8042.322419992323,8178.7052764250875,8327.037560920706,8443.221030546716,8569.757994342393,8728.260773611173,8822.110967194063,8954.835193651907,9059.01405227712,9178.17932941673,9303.579084480483,9423.428549525097,9523.24370705807,9641.955245258785,9765.580930407226,9876.05917185659,9998.583602337974,10117.868277521167,10212.548235680018,10327.08906342968,10419.973376458885,10522.737474221145,10662.632032640437,10748.98030500701,10838.5138172843,10956.15994662936,11041.99738865373,11156.22739869809,11268.250481705732,11344.505251684866,11447.860394859184,11546.146460438507,11664.017323574806,11734.05351457413,11849.478279372355,11932.953635735374,12027.922014526512,12108.874530478019,12219.714363443065,12315.019160233962,12408.859060101375,12469.89080755129,12577.699762668166,12673.032862475253,12756.801961094443,12844.603462538293,12926.309716109105,13027.920193246895,13115.725398704735,13196.67716073406,13282.371589502263,13355.98978345192,13460.027560432916,13549.225064833841,13628.57450588518,13702.376340519984,13806.364380664752,13856.493274780121,13952.795769118897,14042.109912219245,14117.489346948054,14200.6169880203,14300.665962192663,14356.487018230771,14461.143929712456,14502.268416091089,14589.785629203827,14689.373593607279,14771.583425633371,14835.291276679218,14900.176251990417,15008.934857702305,15064.989071794316,15135.782492715429,15203.16912553182,15285.172127250838,15398.017577830233,15472.742986293324,15532.185359371659,15612.040640553494,15676.550937560134,15754.964456376378,15813.397315825761,15879.028626239407,15964.713337694422,16028.955869662366,16119.53732782394,16177.380719394572,16251.076148633423,16328.718722894913,16397.10216854548,16464.431634989232,16541.879435814128,16597.082006386474,16707.40383320798,16769.144587004546,16817.966363828986,16859.495809719312,16957.855319036957,17041.330539006547,17085.36322159318,17165.197021021617,17230.852865293167,17304.31753480516,17352.237441299243,17415.176478945876,17488.224412895495,17558.185720549933,17622.38302345698,17709.58925680951,17738.055914476412,17817.47802049196,17893.219094056014,17954.302169358503,18026.440389853287,18072.696547537274,18137.710614451727,18205.516455731242,18297.814947026178,18333.11326203858,18409.359020443546,18463.861147629395,18518.774125884793,18588.76795079252,18654.33893528436,18717.76555553698,18780.46268323915,18832.534721130185,18895.450144559396,18979.428299171224,19035.39143847157,19079.32173940941,19157.979538511143,19216.17696447593,19284.23762503947,19337.116442985647,19382.56922445847,19441.93421888509,19512.248337088844,19545.493524220958,19642.129889820884,19685.60612113269,19755.870314031552,19799.90894872181,19871.677219605208,19918.06814368987,19998.68102064996,20042.170752310143,20118.00548370618,20191.856293851823,20243.29604316043,20289.53391834497,20339.27325333023,20388.14450084867,20453.94810202997,20512.4566853846,20582.3105209889,20631.970071335316,20694.618755402505,20747.427678086133,20807.34390514843,20843.984261025256,20902.724871060156,20975.958850900242,21011.207438848855,21086.673493426442,21127.794841431776,21197.724337677497,21237.820799893478,21300.784431304288,21362.466546169024,21387.71047908254,21448.45464352261,21527.21380438558,21587.24177392006,21632.404473631297,21678.827854217045,21746.167224242985,21799.605144621557,21841.86506134428,21901.8895010485,21944.786454851903,22009.45036174239,22066.701467990388,22123.97512958501,22169.256092625372,22217.387626036973,22268.63788616234,22328.25833685852,22403.05620227014,22435.92685650476,22480.26403003981,22548.031626676533,22587.869092219426,22637.200637657705,22687.673063821843,22753.329846819855,22790.90194163405,22840.877376608794,22898.896037976734,22934.853795560786,22998.271209949173,23055.339241601836,23105.149565015963,23163.535114855473,23197.407333647006,23265.06655162894,23310.01718226152,23359.39422406354,23408.205666683218,23450.08443739782,23480.042748599186,23539.821083938517,23594.029052356425,23648.80401236938,23698.574140532997,23765.663973891908,23807.077174916896,23867.668880804005,23904.382644112036,23951.807011883415,23994.309053017954,24045.7551963379,24103.431105038584,24154.79002374163,24222.774483016812,24233.026318729033,24292.60442296626,24353.06081436937,24395.224564196214,24433.39355822222,24498.24137996996,24547.578944311146,24588.022571356134,24626.629869417426,24691.32747260856,24722.36913147614,24780.9458745429,24826.133269621638,24869.934801830084,24915.865590161295,24982.29144178761,25008.79813881263,25065.64220867288,25110.799250441043,25169.95110567524,25208.97699384082,25258.14526532982,25295.478933915365,25342.42522579044,25401.137174322837,25436.56041071429,25485.911371173686,25530.605515162802,25585.284353405088,25623.398673904678,25670.783359838493,25721.943191125796,25766.862143026305,25812.72464995546,25854.38606212343,25900.941341383834,25948.19431181851,25990.25176061636,26042.056371498966,26087.513371502864,26128.64129223435,26176.61292676093,26220.0505667459,26267.93500192424
