,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75
Low,129.89650130316434,134.44932169103046,138.44095733067107,139.00892391996763,140.2430198211387,141.28099334818296,141.70547385189468,141.67191757989949,142.59954281214902,142.92048793388525,143.33865314146138,143.58792520985014,144.03820727042853,144.28810852295626
High,184.91991442388067,172.28105250861617,165.43559100921752,161.57535386951372,158.62228408037896,156.82839029082342,155.36970005044077,154.1228020359509,153.1415910304239,152.29063432101572,151.44120261130237,150.80541127337838,150.18028037969486,149.47577292089255
Mean,148.54109328093224,148.62101128759403,148.99161745128248,148.7279468478048,148.81428110566003,149.14442052316662,148.85395129802265,148.68127614582366,148.9922901978301,148.9049139608069,148.92234528627247,148.91406824357674,148.85331774720643,148.83902410834352
