,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75
Low,528.645322574155,670.5360109577275,816.5055161621975,927.5403652363725,1030.384387550235,1126.5085534977825,1242.08707129132,1326.8577887706101,1398.394546719285,1488.0332020235826,1571.2380751921248,1635.4901571155851,1729.425460717935,1819.948795312175
High,806.6958566933099,990.38056118636,1157.7418579059124,1282.83520821259,1412.370478580335,1503.6996702026227,1597.18014647092,1676.6028296059774,1739.7490388386775,1811.8694747224474,1867.05913115601,1911.0655326368599,1953.7380697369251,1988.404912102775
Mean,646.3963569727044,825.0087368198598,969.5569870266786,1101.4737213533838,1217.2744421691577,1320.9008182165837,1415.5245982404588,1502.1368593148854,1586.2176001195278,1663.3959082983943,1748.123135572484,1815.8862845503115,1887.1861909190347,1956.0149673388628
