,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75
Low,47.6857152686632,38.918837244869856,34.61429835049775,30.472581360706116,29.043835772227993,27.194852961403768,25.65474542012179,24.91524661813867,23.669018958176387,23.78543668698059,22.928155757651407,22.20246358005393,22.654217153695114,22.979862532251534
High,124.36643426029875,96.46120626237882,80.50358792570542,68.37781899654375,60.22963277472964,54.18390444132356,48.84578037387789,44.870784673231086,41.27259719671122,37.96586155669981,35.42927447588044,33.44262642424115,31.023213560195984,28.881296453353066
Mean,82.54587447962513,66.15558825097052,55.89131466310027,48.65638500794438,43.756664272475916,40.18296880550914,37.10047255479187,34.76351774158098,32.86597777589127,31.31511394405656,29.860341746140644,28.78456678012384,27.744896091603366,26.853732162394465
