,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250
Low,68.59031666333337,76.27113061523809,81.62080481894733,81.74535060116663,84.07514603890802,84.98156653445375,85.14225192278849,86.4491969766667,87.66826195263263,88.27285568979799,88.9177003877684,89.2046335628846,90.32167703714286,89.6710698853513,90.08459215238923,90.56714444864147,90.79415645197876,91.11306886486004,91.26702766432827,91.62432817157512,91.79679428291495,92.22224133709385,92.47332661403706,92.64653311976133,92.82466862293974,93.09805194461028,93.04715464282631,93.32184509621649,93.49672689740488,93.7622804402095,93.7863795050609,93.86723953747226,94.33216918180122,94.09775610143514,94.45209307047172,94.5423968793625,94.77770025451407,94.74642129676448,94.78971210730155,95.16470489039936,95.39506363364772,95.41022903439683,95.53894098951221,95.63789203820237,95.82306748508447,96.07289681070195,96.2974472490246,96.55743600421211,96.90680248519841
High,113.42054874611132,111.46203786714261,108.82435071815804,108.607423122,107.77520066189697,106.3885469805881,105.77360398657096,105.74469185378817,104.83484583267332,104.42977832053874,104.25575709210466,103.85574450730815,104.2530607888198,103.77525881320706,102.96493668112353,102.61937824958025,102.80622294614884,102.4784561769768,102.07929327374752,102.2302750474271,101.84240348245166,101.57652340907659,101.38000966204793,101.00489237714847,101.2672558557515,101.12815957694856,100.96097757525413,101.0008940816861,100.69401714353064,100.54695401431913,100.35780218059392,100.09557151055411,100.10985730504545,100.02090202509048,99.97524052582405,99.7541262421945,99.62432716873016,99.46329957054986,99.42598545613195,99.24952235327352,99.22491956735706,99.01507465733101,98.89454039127025,98.64981185658534,98.52491983728592,98.36917842218952,98.1473399876133,97.98462725201571,97.57824923204012
Mean,96.92850031297777,97.44474746601905,97.54294341351051,97.25080132031333,97.4074306577816,96.84274540033277,97.54878376950384,97.33250313129697,97.24887626074042,97.28051578778854,97.27317685192938,97.16707012145193,97.45577124606292,97.18976980759422,97.08830314341866,97.17662764595967,97.24327194681224,97.1749711461738,97.23685061337454,97.27010593016703,97.25650473001885,97.20989838555211,97.19933053578066,97.08519159226374,97.35887998050329,97.2829631926419,97.24976145902188,97.27552073267375,97.33106069949656,97.34655657969668,97.17525682641644,97.22894011714176,97.23621745277492,97.2872053385198,97.32270784775791,97.26084779538601,97.22855155538383,97.25443712190041,97.21191493200492,97.29311819496806,97.2636766229074,97.2420474618968,97.2456880220589,97.21608016538524,97.22431836498986,97.27305115056512,97.25527117235062,97.27067775509803,97.2515005167057
