,mpd2,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22
Low,9.146621950219972,41.3427209699833,50.3534625947065,77.76740067627323,111.31125236652665,122.58430555308972,139.1603694919761,155.584311558312,158.8530252505396,175.819073380679,206.534243794572
High,407.4393997122,348.8464330413375,319.3703750493058,298.75871681811634,284.54128106302534,271.68784210297804,257.16769670580123,248.78930980624025,233.6623282107178,219.36113189908087,206.534243794572
Mean,205.81277504091432,203.091147164676,208.728860477454,207.21983270515304,203.3892099373257,207.45898367678333,206.55971798739932,206.2041847044971,207.42447093266372,206.41932980789034,206.53424379457195
