,mntd2,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22
Low,9.15663805819997,22.3638575267525,24.387237001905387,27.486937251834064,35.087301694006,38.2086572628583,42.45126751932608,40.87919373259068,48.232282910019485,53.3327714621,71.6269194643182
High,407.4393997122,266.6991494900756,202.61004482656298,175.4702357317984,149.23512796926724,128.42992602644634,113.71624628653282,103.33398880136805,92.58562929456501,82.6901494174,71.6269194643182
Mean,207.0673016939173,126.8033606284851,108.4508612917056,98.91054695972568,92.03591853413002,85.56125969453576,81.13048025208836,77.58206765007365,75.14820710780457,73.22869679593093,71.62691946431822
