,pd2,pd4,pd6,pd8,pd10,pd12,pd14,pd16,pd18,pd20,pd22
Low,207.374649124525,253.224396204325,293.16943347949996,377.36527913112496,499.67881274855,573.145893935575,643.255724555225,730.410098711475,849.9888327422,956.92935183945,1220.0910383242
High,407.439399678245,671.0221996902,820.1346996933,920.5182290138999,1016.137014619825,1067.62721351495,1135.4724537238,1181.6084154231748,1205.36326216515,1215.6601775742,1220.0910383242
Mean,306.918615052794,447.48728777436935,555.9059173366081,657.150577143028,752.1805487126657,838.6194333096089,916.0767814239422,998.3675339177698,1073.1493277433528,1143.956007276514,1220.0910383242003
