,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215
0.5,21.6445344905,22.915508020999965,22.40513523675,21.180859076,19.929690254666664,18.289603074999956,18.246443120375,17.454172403555543,17.5988701952,16.871296434818206,15.742256861916665,15.993744902999993,15.598383707642858,15.148495880933334,14.6729400533125,13.866193818764676,14.178211717111145,13.933485769421084,13.7385302323,13.24289538971431,12.880182756181773,13.322728503999965,12.704142817083333,12.78888327184,12.542290805115393,12.43995131855557,12.291263826857127,12.404679037379331,12.2644680735,11.976049698354794,12.02889201259375,11.764722990878779,11.932686013235289,11.850785521142887,11.820522085944445,11.724975386540574,11.776929369368426,11.676244213282073,11.688367303925,11.778771669219516,11.738112117857138,11.806920267465092
1,23.422529722,23.536450510666633,23.3186127795,21.947165868400003,20.907358863000034,20.067515934285726,19.456149437249998,17.79454425555552,18.0667837676,17.454211587090875,16.158511973000035,16.175524918769256,16.100260490142816,15.496004464666665,14.9267542275,14.216647658941172,14.396539749888932,14.41915971399998,13.9125885829,13.654479479047666,13.366897070545436,13.424569082608674,13.062734186166699,12.94336322864,12.721128737384571,12.668745763851835,12.406465049785671,12.510180052344875,12.406041865733332,12.09184104258066,12.154823175625001,11.99338286890913,12.05943372605883,11.954563597257128,11.85807879583329,11.842485465026979,11.801361220368374,11.800084551948684,11.78471501185,11.84205687878044,11.7958531482857,11.845468585767412
1.5,24.496995690499997,24.441471789999998,24.05961275675,23.1598263122,21.7671994393333,20.771713811142813,20.072323585625,18.195139126,18.245369161499998,17.59552212590908,16.492596013249997,16.351917032153885,16.1889723383571,15.7038324341333,15.065156486625,14.586249335647047,14.5817263436667,14.56991945000002,14.083840319799998,13.946662547380956,13.441323825136381,13.504003183304327,13.2070016127917,13.115537972719999,12.876944935730808,12.779779021074111,12.592306311000014,12.602516812482728,12.4871910734667,12.146334510354858,12.193374826187501,12.125373697363681,12.127195169294096,12.01960218617143,11.915994335888866,11.909564712918876,11.864374353263116,11.844776582897452,11.820653613500001,11.863698182268333,11.827976517404757,11.869298196372135
2,26.477378276,25.3628007546667,24.867516355,23.665467036800003,22.059054152666665,21.071849932000013,20.321164927,18.846786982666664,18.410771188800002,17.907566231272693,16.718485878666634,16.496801039692294,16.249111986000027,15.7743746525333,15.210421854249999,14.886535889647023,14.76855358399999,14.672631982105264,14.2297382144,14.090709445142899,13.529984774909074,13.54971004104347,13.3772538071667,13.16503914112,12.977284408769268,12.863893279111153,12.6899769081429,12.628421518758618,12.595768095733334,12.21802574890326,12.226269828625,12.189781554181822,12.156065401647064,12.060503361485742,11.98348347377781,11.936016667783752,11.930008779578994,11.891051473846176,11.8407403955,11.885631576195136,11.849720951523853,11.887937764558142
2.5,27.252452769999998,26.011560573333334,25.54004724125,24.063132145999997,22.784131800000033,21.33761357642854,20.52883556375,19.226189049999977,18.654762824,18.041839567727255,16.86997307375003,16.780545232307663,16.320375094999957,16.029167561333335,15.3689463721875,15.0427345888235,14.871459628611142,14.713751381052647,14.31508435575,14.197287341904753,13.685508467045421,13.66108995717396,13.422117791041636,13.2038477738,13.0367284765385,12.895045579999984,12.745323509821386,12.659765785862112,12.6472573323333,12.351518120645181,12.26746879265625,12.26338004075759,12.17809163191173,12.086192086857142,12.039840466944487,11.972232608648692,11.943733425921051,11.899588124230787,11.872200651375,11.90304184353662,11.857993003214334,11.90391486767446
5,31.04448052,29.402133503333364,27.4438938275,25.821224496,24.201943373333368,22.4706442871429,21.636588997500002,20.240943607777755,19.314288362000003,18.75116936181821,17.753279486666635,17.33364485461535,16.78738834642856,16.49896243200003,15.819127963125,15.479242337058846,15.276578387222255,15.052477912105225,14.648097529,14.49466393333338,14.003440819090951,13.874329591304381,13.657076768333335,13.490796853600001,13.27829886115386,13.132452443703704,12.996789055714316,12.8594715706897,12.781258698666635,12.618128618387116,12.46260040125,12.418947893939425,12.315284862647106,12.20560323257139,12.160434612777745,12.09907439459456,12.021719121052639,11.99965385615382,11.94035886075,11.95072728073167,11.911726537857156,11.95091091906977
10,35.5796459,32.43135260666664,30.133186145,27.542318960000003,25.67602704999997,24.02831377714287,22.624806630000002,21.20572771555559,20.047301498,19.52608157636365,18.55118729666667,18.11233729692308,17.510718317142878,17.14833910533336,16.5578586875,16.08282997764706,15.75722800999997,15.44945631052633,15.053281319,14.87805590761909,14.44816375090911,14.118294925217421,14.01949561499997,13.8294486168,13.57741118230766,13.44381703259262,13.24765949714287,13.11218305034481,12.976050892,12.82362136129031,12.653565438125,12.54870424969696,12.447477295294139,12.34452275428575,12.313160671666711,12.199311201081041,12.151367774210549,12.09677679025645,12.032575035499999,12.0282174643902,11.98176626809523,11.99457033395345
25,43.222591375,38.23888338333333,34.1415492625,30.73100799,28.42764228333335,26.30900642857145,24.642371606250002,23.35602458333335,21.94194022,21.077517827272725,20.055343879166678,19.391036930769225,18.673789814285726,18.137083976666702,17.479341771875,16.934350649999978,16.60820809166665,16.204535052631574,15.7969349375,15.4973025333333,14.998932047727275,14.726725080434775,14.563384141666674,14.30438427,14.110940682692275,13.9034320055556,13.636957225,13.51133762931035,13.304118424999976,13.143292119354825,12.9868764625,12.85979119242425,12.7232379117647,12.6215663342857,12.54877626805555,12.427250112162175,12.348693197368425,12.2923386820513,12.1859932425,12.135428819512224,12.062867180952399,12.036969654651175
75,61.5338235,51.89687199999997,44.46223935,38.8025673,35.248717875000025,32.2854900714286,29.40419891875,27.374102422222222,25.66024479,24.46165336818185,23.064538699999975,22.02126408846153,21.075780771428576,20.428898210000025,19.5641474125,18.96260165882355,18.541481516666675,17.937216321052674,17.4313614225,16.967374890476176,16.451030163636375,16.1357927565217,15.805648404166675,15.476622240000001,15.1532019980769,14.884001516666626,14.6070785821429,14.392336324137926,14.1618951966667,13.94087828064515,13.7374045375,13.536708296969675,13.358955841176451,13.192273094285724,13.03971215,12.8804585783784,12.761169676315774,12.667429424358975,12.504805130000001,12.386822762195125,12.24911381785715,12.1222753651163
90,69.96872747,57.331438346666665,48.562347565,42.495084055999996,38.0368802633333,34.60824271714288,31.6029194,29.30270976,27.44348189,25.9805294890909,24.5000231216667,23.28510272153843,22.2230085328571,21.43155530000003,20.52754745625,19.83138940941175,19.38288704333331,18.69762615157891,18.117442337,17.67566209523812,17.115461670909053,16.876542682608722,16.374276287500027,16.0125525288,15.58829554999998,15.301732282222192,15.04819391428573,14.84312590689656,14.55513482000003,14.32361682774192,14.087951145,13.87359231393935,13.64113074647055,13.4834830422857,13.32290357444441,13.12178043567568,12.921477855789481,12.82340672923074,12.675441466,12.51017791219512,12.33334853666666,12.16211138558144
