,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215
Low,265.63965507499995,378.80587395000003,470.37591732500005,554.258421875,645.80599135,717.476456125,789.510490625,854.4760789,923.887063225,976.04671905,1041.2040215,1086.1051833,1135.7105182,1192.4327524,1241.693118425,1286.43973125,1341.7851159499999,1385.35910645,1425.346113175,1455.314235125,1515.22499665,1543.280593425,1588.6136298499998,1635.5751984249998,1668.716368375,1713.224693025,1750.28868945,1790.3739217749999,1820.907378375,1861.2540236250002,1902.46384515,1929.90380185,1964.4188076,2008.1355935,2035.2292237,2072.522799975,2108.4044587500002,2142.2929042749997,2176.1283602500002,2214.7599579250004,2252.61355715,2292.130043225
High,471.9627149,605.5890922499999,709.423183275,802.7160316750001,887.304780225,956.223396575,1014.771255775,1088.87147255,1147.1902510500001,1201.86312655,1248.57432105,1306.593403825,1344.419834925,1396.485839875,1440.794561325,1489.017927825,1526.150989125,1566.1905757749998,1604.1921207,1642.52492895,1683.412889925,1722.27376675,1758.808166875,1792.70770925,1830.523130825,1862.2402127,1894.1178722749999,1927.908241375,1959.90811005,1989.7615399000001,2021.620962575,2052.0758564,2077.899010275,2112.4504735250002,2139.691081575,2166.682509325,2198.375615775,2224.9266128500003,2251.022068525,2274.644246925,2299.108008825,2320.46792505
Mean,373.225801505,490.67119379400003,590.782495208,685.515063899,767.2305972849999,839.5217149700001,909.3422321859999,974.322295971,1035.260353879,1092.8820683909998,1152.358716734,1202.611225638,1249.759226055,1301.8706440889998,1349.181443812,1392.021822158,1438.245362265,1483.047119256,1522.036681383,1561.67690051,1600.727304643,1639.672118454,1679.380232031,1716.8332453760001,1754.1068741929998,1792.34390311,1827.016427673,1862.268772598,1895.572478551,1930.6742868439999,1964.9186102439999,1997.256827136,2028.0369048329999,2062.695199372,2094.809283039,2126.21479189,2157.944251151,2189.18941486,2219.3647077230003,2250.08163853,2280.1665383829995,2311.0294752869995
