,mpd4,mpd6,mpd8,mpd10,mpd12,mpd14,mpd16,mpd18,mpd20,mpd22,mpd24,mpd26,mpd28
Low,118.66248799166668,136.29217832333364,143.38998121964326,149.4307930899999,155.1905653712124,156.82478808186835,158.91749575,160.74142087254918,162.07291756736876,163.51348816645006,165.0063285557975,166.804651950769,169.728669867725
High,196.991089,190.27301420333333,185.42632553214312,182.2849720077779,180.20025669393905,179.2449990115388,177.80918389375032,176.37258224509787,175.57762534289495,174.6773579586584,173.55674983097788,172.596835366154,169.728669867725
Mean,169.75089271033335,170.02650340426666,170.05506334514288,169.60745467475553,169.92603664524242,169.68705969907694,169.92135175083334,169.65906085926798,169.77749128777896,169.67897629167095,169.62545869852175,169.80189589528,169.72866986772493
