,mntd4,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28
Low,63.505897,68.08327793333336,68.700887525,68.29737702,64.75600871249999,65.16899824285717,65.733942275,64.67164338611107,65.25168350999999,65.98178554545454,65.15339263333334,68.1730545384615,73.1635462142857
High,189.428856,159.6801644250003,140.4282650625,126.68181545999998,115.79094800416665,108.01579030357169,101.5705683125,96.03900699166671,91.5430485275,87.00481813636364,83.0776526666667,78.9728642307692,73.1635462142857
Mean,134.35151358949997,116.03292144566667,104.71811060749998,96.94558001480002,91.33013619833335,86.80155192371429,83.85082453925001,80.74413513955555,78.7107905682,76.77813325372726,75.27994189025,74.30068772276921,73.1635462142857
