,mntd6,mntd8,mntd10,mntd12,mntd14,mntd16,mntd18,mntd20,mntd22,mntd24,mntd26,mntd28,mntd30,mntd32,mntd34,mntd36,mntd38,mntd40,mntd42,mntd44,mntd46,mntd48,mntd50,mntd52
Low,74.08990230000003,68.73819075,66.02693664499999,61.903935612500035,63.30758760714284,60.192626521875,60.66747974444449,58.9149791825,57.35109242954544,57.21948279375003,55.89522631923075,55.7365831732143,54.84629597999997,54.0049466359375,53.37113048382349,52.98490597777776,53.01776827368425,52.43442223,52.09837665952381,52.39182497840911,51.664825107608685,52.06871357708334,52.316561204,54.4532232307692
High,170.2546069833333,146.889261125,130.01173913,118.68091638333298,111.18466849285754,103.377712809375,97.04573006666664,92.86109796749999,88.57011482954549,84.8752555520833,80.3828595846154,79.47456688571427,76.82598809999999,74.12218201249999,71.48287044558819,70.42712278888892,68.18871293026318,66.091001875,65.3918094214286,62.92558932159095,61.34919690978257,59.857686407291666,58.10495984,54.4532232307692
Mean,122.831066277,109.48779605125,99.482066472,91.621761731,86.7896038072857,82.38892128949999,78.90185350311111,75.6258136438,73.49006715954545,71.64797919641667,68.84790430607691,67.56198962257142,65.99869179646667,64.53996417912501,62.82541926699999,61.89960326194444,60.39829402694736,59.53249805185,58.744194229476186,57.61882805045454,56.74076126617391,55.95845989866667,55.21279819912,54.45322323076921
