"x"
261.9474
233.5522
222.678
231.8291
222.8834
239.1096
182.3976
248.5641
182.2087
216.4892
240.8262
189.3353
230.3407
219.9719
240.9837
203.4586
218.191
224.0249
234.1908
255.7604
183.4336
215.0075
259.6274
246.6701
224.0484
234.0765
248.5641
266.4916
233.6091
248.8119
179.3757
272.5777
252.9963
246.9717
248.3024
220.8264
216.6851
262.691
174.5632
236.6847
241.7583
245.6599
225.0867
226.4663
243.0989
250.3312
257.9678
237.2139
244.1483
260.9187
246.3989
246.1702
223.7259
220.2658
233.907
247.2704
222.9069
263.7706
219.7014
264.7467
229.3126
228.73
251.428
220.9046
227.6597
219.7291
255.4645
241.8401
240.5029
225.3868
198.6131
376.1746
248.5641
247.9305
221.5931
176.8167
233.2024
250.2854
233.8173
220.0395
235.2546
182.0291
206.5682
214.2521
238.0698
235.6645
213.5117
262.942
244.4637
250.8387
189.9703
218.3786
248.9297
243.4912
241.5072
214.8556
229.0704
254.4625
269.7499
249.9614
261.6595
161.1304
191.9372
205.6744
196.9931
168.2033
177.8781
209.7184
244.6373
234.3663
218.0391
217.6657
246.3989
265.0052
227.4444
238.9166
223.1848
222.6941
238.7035
219.0301
215.8456
227.2417
212.5297
244.1482
243.0687
264.4754
253.1751
329.8402
171.6998
251.5873
234.2055
233.9575
203.5781
270.0493
237.4031
221.3214
193.4501
263.2194
235.3738
244.2043
245.1386
247.0475
220.7608
239.5782
221.7654
223.7259
204.8183
191.4952
292.7223
244.5417
214.1718
246.5504
245.6192
232.7779
217.2028
260.4097
246.1702
242.1209
246.2131
228.6705
224.0249
244.3424
253.1712
248.3783
213.8379
238.7654
282.0684
244.7405
230.7564
245.1323
246.4885
266.4437
216.3788
219.917
271.5434
260.5783
212.3539
243.4477
248.3164
230.7203
271.2905
236.9438
169.4951
243.4146
251.8765
224.2342
193.5414
219.7013
236.626
218.3741
168.2935
227.9804
248.5641
249.438
226.7629
209.012
247.0475
254.0485
278.2773
262.7212
237.2676
182.8648
179.933
246.6943
234.4116
251.6682
248.5641
251.2087
214.2521
251.8275
222.999
224.2342
207.1509
247.267
256.4968
219.5156
235.0068
247.5515
272.615
241.9955
250.8907
252.725
252.3629
235.9882
182.8541
255.9961
237.4347
245.2156
247.0475
221.5088
237.6239
253.4308
197.1272
220.3983
230.3577
244.3424
248.5641
222.0881
257.3042
212.7211
214.2062
256.0119
238.9516
219.3489
321.4396
250.6571
176.7372
252.7252
227.9191
250.1706
247.0475
263.4148
248.3163
252.7251
228.7973
352.4918
265.6222
358.605
219.9261
268.6644
181.0354
198.5854
229.9657
278.2773
226.0496
227.4444
218.2714
195.6137
247.7521
182.2161
243.789
250.4305
232.2137
255.4632
252.6561
226.0182
198.7165
253.9675
239.2967
274.1092
266.8368
252.9963
262.8709
190.5548
242.0199
212.0898
262.2144
223.2135
342.6612
224.2342
172.9277
274.2117
221.698
175.1847
260.6788
343.545
228.7316
264.4754
236.7435
175.4453
265.4481
218.1301
236.7425
281.7777
224.2342
268.8344
264.4754
256.7568
257.1276
215.6623
275.2566
261.6245
176.5742
228.6032
245.4089
247.3311
224.3301
247.4878
313.7906
253.5836
237.884
226.931
222.3226
244.1483
181.0766
201.2935
215.3329
237.0627
230.8409
235.0688
246.2977
221.8408
266.8286
237.6812
258.4248
222.0881
246.7601
211.1211
241.6406
236.2659
258.3728
261.6484
224.2342
198.9433
241.9906
248.5641
223.756
209.9139
264.6587
263.5617
246.6701
232.4897
246.6333
215.8456
248.3164
211.2895
240.1094
233.1956
253.1751
232.2803
278.2773
224.0249
240.5029
227.9074
218.557
222.8833
243.0989
326.3514
356.9588
219.1105
254.5762
240.0123
214.3551
152.0255
264.0183
218.8968
260.4715
223.1848
222.0946
220.8264
250.1706
246.9717
238.0698
222.4922
244.3424
210.3295
236.2577
283.3564
257.5678
210.7271
224.0249
172.225
180.4305
247.267
230.7001
234.2538
171.3153
204.7682
242.5173
201.7885
270.7715
271.2905
207.5832
212.7121
253.8932
230.2169
263.1481
242.0022
183.1424
263.2194
253.2245
213.7573
246.6943
231.2628
246.1449
203.1686
246.6701
235.2546
248.5641
250.8163
245.4089
212.6422
219.7278
215.2149
245.0716
239.6332
247.1911
235.8642
221.8408
228.5161
239.3471
247.8394
182.5766
258.3489
277.6096
246.5051
223.4001
273.3532
243.7778
240.1879
248.5641
242.4725
261.1059
212.4348
260.6623
180.2178
243.3497
353.2147
246.1702
246.0079
231.091
223.1848
266.2889
222.6941
278.6742
271.2342
261.6294
221.8575
205.5331
257.1276
212.7356
222.8834
210.7626
215.2373
247.5368
223.7259
222.5118
220.2916
227.8335
221.5931
222.5118
216.7713
221.1581
231.015
264.0183
233.4724
252.9963
228.5365
228.0542
216.5342
224.0249
247.267
247.5747
235.3492
237.0963
243.8628
245.6753
237.1915
278.4598
214.6816
219.2227
223.6542
215.7622
182.8541
224.0249
245.2197
213.4585
197.36
237.3334
220.0395
245.9623
220.1378
173.6072
255.565
247.8344
220.7405
244.2102
246.505
233.7381
223.2847
233.9273
260.162
195.3345
254.0917
228.8689
214.8556
280.1129
173.5301
253.5114
265.4358
367.9817
245.6517
231.7909
226.3999
245.7315
222.999
246.6943
224.0249
227.4228
243.0687
214.7904
224.2342
250.2962
284.3654
216.3752
262.6803
248.5641
249.1103
229.9334
193.4201
259.1126
259.2377
202.5862
234.0765
229.9657
228.6792
264.7467
182.0223
250.9382
233.949
252.2252
207.5178
239.5658
211.9278
216.0249
235.3492
221.0426
245.3479
237.4165
248.3164
224.0249
213.3651
178.6243
243.4996
255.2997
261.6245
247.267
236.2659
231.3886
165.4917
181.7681
244.1483
236.9438
274.0011
224.2342
217.3022
261.815
165.9276
172.2484
236.5574
222.6941
238.3194
247.1911
257.7542
250.8623
237.884
235.0688
210.6765
235.0688
270.2704
267.7665
264.6587
221.8408
248.3783
256.9662
222.999
241.463
236.2
177.3627
223.7259
247.0475
230.5021
263.7706
263.8325
187.001
264.7466
262.5018
180.0561
244.1504
230.7043
222.6941
237.0814
218.4575
237.4537
242.979
241.1125
182.9951
