"x"
249.3616
249.1667
238.4888
165.5812
240.5899
221.8026
248.5641
221.3259
245.0584
222.6941
245.1323
386.0275
254.7674
211.4708
236.0571
247.63
242.5921
233.9575
148.881
234.5263
207.6769
219.7014
282.4584
220.9045
282.4234
262.691
214.4358
247.2803
252.9963
222.4181
172.2876
194.1817
213.4666
183.1638
260.5207
247.2873
221.698
260.324
248.3783
245.1386
195.4279
222.3822
248.3163
264.3874
239.5104
249.4664
223.1848
252.4405
267.3312
229.5668
261.8251
219.2258
268.8928
197.3313
264.7467
236.2306
257.8592
255.8363
262.0948
239.5104
252.7252
203.6204
181.6752
230.9399
258.0128
241.5237
206.6722
216.0658
197.616
249.438
248.317
177.878
212.7341
173.4782
277.8202
222.8834
258.5399
195.1951
222.1958
248.5641
275.6947
248.5641
243.4901
168.264
252.1694
250.51
220.0395
210.1506
252.4405
243.8504
235.2018
177.0944
274.53
240.5899
273.6078
224.8267
242.1546
222.8834
224.0249
248.8622
246.9453
222.4181
224.5442
236.7799
280.4471
264.0183
243.7835
221.5931
256.637
243.9736
244.7015
260.4906
192.1495
246.1511
203.9346
240.5331
288.1191
230.2223
221.8026
252.0758
261.1295
237.1915
220.0683
218.2152
238.4438
235.2546
248.3783
246.229
170.4191
255.688
221.5118
173.6794
206.7218
234.6532
248.5641
248.682
234.0838
268.2471
263.9344
248.5641
225.6412
182.746
224.0249
227.7907
269.2984
230.8409
250.6458
231.4495
178.6708
204.7823
256.5611
261.4924
258.8987
221.8575
263.1481
238.2529
214.6498
252.9963
222.3226
224.0249
230.6229
213.519
214.9532
242.676
178.4462
210.7184
236.2533
212.2397
285.5812
255.6292
286.9722
231.2029
221.3214
247.267
224.0484
221.3507
247.1609
247.8358
258.7054
220.9045
227.6831
203.8211
235.7758
240.8186
220.0683
269.3305
234.7707
258.0128
248.2405
239.5888
247.2368
224.0249
252.9963
264.7466
240.0821
248.3164
223.5297
241.7115
247.5677
276.7089
252.9963
227.9075
241.6444
221.6683
250.4305
292.7407
238.7654
229.3718
222.6434
263.0903
247.5368
222.7001
207.894
238.8018
224.0484
263.4907
237.1915
242.1449
244.5427
180.3678
243.0865
351.935
232.7286
214.0428
227.7248
221.5931
222.4922
245.6752
213.7137
251.2085
232.483
216.7703
268.702
278.2773
222.5118
240.803
252.9963
218.905
248.3783
257.1276
233.9575
223.4233
278.2773
260.6771
280.841
214.0002
173.0953
249.438
219.3791
173.8828
280.1129
164.6136
219.5156
268.3932
217.4867
181.833
212.9
231.5815
248.5641
234.027
222.5118
159.1013
244.4344
228.7296
167.0038
243.53
238.4047
260.4759
222.678
209.6185
232.1484
239.3687
216.5342
191.055
184.8552
189.5142
255.4519
181.833
222.8834
238.4489
257.1424
230.2434
255.6727
258.1536
199.9257
219.3489
252.5393
194.8466
252.9963
240.4439
182.1078
241.2142
260.8256
248.3783
245.6753
249.5129
224.2342
219.8126
202.7941
234.8565
220.4103
242.9275
246.1702
252.9963
229.3355
253.1751
216.435
205.1864
195.7193
182.2921
267.2818
179.6803
270.0493
260.4906
181.572
249.4664
235.3492
257.5209
253.4363
247.5515
177.1541
168.2247
244.4637
246.7602
251.428
212.0182
223.1579
257.7582
191.4787
257.7582
237.3971
176.6251
240.4692
173.9857
222.3226
228.1943
247.5515
266.9423
240.9659
177.3413
234.3387
252.9963
190.9698
233.949
215.2678
237.0058
246.1702
249.9246
224.2342
214.0428
226.1035
241.4161
230.7001
224.2342
258.3422
259.3226
264.2896
221.949
181.873
221.091
223.9068
212.106
207.5011
247.0475
386.0275
248.0793
207.0434
230.7565
214.8556
220.0395
164.5307
282.3979
252.1075
206.6722
248.9809
275.6122
252.9963
224.0249
255.8363
255.3173
269.9838
260.4097
212.4305
