"","plot","ntaxa","mpd","mpd.rnd","mpd.sd","nri","mpd.ranklow","mpd.rankhi","mntd","mntd.rnd","mntd.sd","nti","mntd.ranklo","mntd.rankhi","runs"
"1","species",50,286.3801,278.5278,3.7668,-2.0846,0,2,148.1855,136.2569,13.4744,-0.8853,0,2,2
