"","plot","ntaxa","mpd","mpd.rnd","mpd.sd","nri","mpd.ranklow","mpd.rankhi","mntd","mntd.rnd","mntd.sd","nti","mntd.ranklo","mntd.rankhi","runs"
"1","species",50,286.3801,264.0297,3.7351,-5.9839,0,2,148.1855,118.3548,21.5149,-1.3865,0,2,2
