,pd10,pd15,pd20,pd25,pd30,pd35,pd40,pd45,pd50,pd55,pd60,pd65,pd70,pd75,pd80,pd85,pd90,pd95,pd100,pd105,pd110,pd115,pd120,pd125,pd130,pd135,pd140,pd145,pd150,pd155,pd160,pd165,pd170,pd175,pd180,pd185,pd190,pd195,pd200,pd205,pd210,pd215,pd220,pd225,pd230,pd235,pd240,pd245,pd250,pd255,pd260,pd265,pd270,pd275,pd280,pd285,pd290,pd295,pd300,pd305,pd310,pd315,pd320,pd325,pd330,pd335,pd340,pd345,pd350,pd355,pd360,pd365,pd370,pd375,pd380,pd385,pd390,pd395,pd400,pd405,pd410,pd415,pd420,pd425,pd430,pd435,pd440,pd445,pd450,pd455,pd460,pd465,pd470,pd475,pd480,pd485,pd490,pd495,pd500,pd505
Low,948.931759975,1279.0712953134998,1619.8469998,1937.0209457775,2196.8585798500003,2535.9134271152498,2829.9860409000003,3076.22364036475,3333.3724530802497,3612.8831484340003,3927.1366520972497,4149.48295063975,4385.975771382,4592.874050610675,4845.512247747075,5093.960015422675,5344.315660014425,5547.353481706825,5753.1017054035,5938.9235342745,6159.187181536499,6407.86122345075,6593.82362930575,6819.202991667175,7009.429524280425,7216.979371030326,7470.12732354925,7688.180634169,7839.844073540249,7968.09502270425,8202.67219566275,8377.5129319965,8571.667893507249,8813.163360843251,8953.475929562925,9176.746515380426,9320.227333385325,9511.96646620825,9670.17871326725,9896.786453948,10056.23714778875,10184.724041614825,10399.85209870225,10484.1559313225,10714.762524052676,10870.372389121425,11083.421695353425,11207.27581863825,11399.870374403501,11536.744094435251,11692.856087499074,11913.667336854425,12043.573781332925,12204.439220351576,12388.81676082625,12473.21755324375,12686.924510167175,12865.438362364574,12990.206868503825,13169.557954562424,13363.483689621251,13482.924298520074,13663.507405141576,13740.99107520775,13921.0314132255,14066.820710171674,14233.760983405426,14327.51604935625,14570.77619907325,14709.841575299924,14869.611701002425,15044.892888600425,15168.15357749675,15302.008270221751,15445.5670519345,15558.738714485,15756.57495927775,15908.354053391675,16081.784041092,16225.29804853125,16355.183576001824,16539.8565767705,16671.43480046,16847.41715764625,16974.914461310174,17093.616871352002,17255.47128113175,17430.9025525375,17584.1993307025,17713.29633923875,17840.78679428325,18003.30555578975,18114.361048812,18330.166267857,18475.53044810675,18633.298499987,18786.681131437,18966.50401911525,19155.408092762,19371.006695162003
High,1533.21972927175,2013.4516265099999,2464.9289813903247,2790.06195782425,3203.370306936,3520.5133301076744,3859.6418558610003,4189.10609876225,4451.500010989999,4759.743634701,5063.6253051891745,5292.1615507955,5566.802584089175,5822.298335637,6097.650685247824,6384.8151057,6580.8936846333245,6835.615280914825,7055.098287489251,7282.05083594125,7571.826624920675,7751.052339023499,7918.61895198875,8176.1776597015005,8375.41173871925,8574.74098175725,8829.870001368,8987.696843280824,9146.599826329824,9395.491103275925,9568.621154409,9741.733810500074,10012.287598510075,10151.071485967324,10325.564384472675,10531.043846090924,10638.737732032749,10876.057241067749,11005.40277848625,11220.779787078674,11423.585153206426,11567.007008091176,11724.115670086076,11894.644624087501,12087.42150337425,12216.80276053025,12386.463226560925,12536.247116205675,12752.042473666925,12944.1373689445,13086.188483067674,13227.270141737576,13398.889084802075,13550.869635548675,13706.7731570365,13806.731338084926,14019.370880266,14141.327872024425,14314.965623349824,14471.696319384675,14619.101597478326,14743.22888798625,14926.6661510455,15015.37124465225,15164.57794781175,15333.079550533825,15468.08324533025,15652.553401842075,15744.8259367925,15882.844015520075,16016.988854173325,16178.21798540425,16288.605632992074,16440.17240459275,16556.751716819,16718.986047425075,16816.563205673923,16976.529033347,17098.6235829625,17254.6188634165,17347.729100197503,17496.32673098425,17604.669753103073,17743.64504692075,17891.1859140345,18002.073118841825,18126.45877848925,18235.49708883657,18361.55148036225,18478.52905338,18577.035299462,18684.6232248145,18836.48100367825,18925.1607899795,19042.4096660545,19137.315219169,19236.581151337,19330.898895862003,19412.709450586997,19469.547644262
Mean,1228.306921821942,1650.2673066133182,2025.0526009533698,2384.110212113151,2700.940320503283,3040.88667764785,3324.0511966157806,3645.8426569577,3909.310901543648,4190.326844702768,4498.8659987899,4730.3102448714835,4994.909180299981,5223.593729524426,5496.896660512589,5732.221262081029,5953.576114000097,6190.038161132435,6410.502915456362,6637.0865744669045,6873.220795200867,7083.78005154554,7286.409510566466,7486.680753494222,7701.054964886468,7911.739506546522,8118.40437734865,8323.196634157672,8476.0737410502,8680.877014593047,8883.57732594884,9087.733132884563,9286.08515023272,9468.084146176423,9651.696241043639,9849.45301765101,9991.84425866167,10196.343878832702,10355.836109644999,10543.633101647547,10709.679119276228,10866.039279205206,11078.782417729888,11224.321021730464,11391.807286094781,11563.360419076826,11737.157858950284,11898.676273910665,12087.543475041677,12235.998870563404,12372.483751145717,12565.47038661464,12732.90008582582,12883.00011472686,13034.627490149309,13193.284130440017,13347.716736746042,13505.465636150553,13676.264834424004,13819.115360036838,13999.127897950251,14132.319834971142,14284.244263068125,14417.000333191476,14566.58340732584,14726.473897850938,14863.054247770751,15020.523776919332,15175.962718311997,15316.698475690633,15481.082350458462,15610.087630461805,15744.692198630719,15898.264582082938,16036.688894128147,16170.501815143845,16320.040875863813,16441.903715703258,16623.341894687466,16760.78703985424,16888.43557401034,17021.506353754936,17164.41167019584,17307.335141463416,17448.5005945627,17570.43239637086,17712.830831652504,17844.47256946509,17984.630642297034,18115.818538976313,18244.26522035739,18378.593730520213,18509.033832231245,18650.303538085325,18790.119136453828,18920.218689842477,19047.951027514537,19186.748293023462,19312.88560983473,19445.047784654933
