,mpd10,mpd15,mpd20,mpd25,mpd30,mpd35,mpd40,mpd45,mpd50,mpd55,mpd60,mpd65,mpd70,mpd75,mpd80,mpd85,mpd90,mpd95,mpd100,mpd105,mpd110,mpd115,mpd120,mpd125,mpd130,mpd135,mpd140,mpd145,mpd150,mpd155,mpd160,mpd165,mpd170,mpd175,mpd180,mpd185,mpd190,mpd195,mpd200,mpd205,mpd210,mpd215,mpd220,mpd225,mpd230,mpd235,mpd240,mpd245,mpd250,mpd255,mpd260,mpd265,mpd270,mpd275,mpd280,mpd285,mpd290,mpd295,mpd300,mpd305,mpd310,mpd315,mpd320,mpd325,mpd330,mpd335,mpd340,mpd345,mpd350,mpd355,mpd360,mpd365,mpd370,mpd375,mpd380,mpd385,mpd390,mpd395,mpd400,mpd405,mpd410,mpd415,mpd420,mpd425,mpd430,mpd435,mpd440,mpd445,mpd450,mpd455,mpd460,mpd465,mpd470,mpd475,mpd480,mpd485,mpd490,mpd495,mpd500,mpd505
Low,204.79040947722254,209.91458951352269,214.39636544815693,216.245973144124,220.44205702072742,223.09747442831923,223.978409934041,226.13715350025782,227.0565214331686,226.11982010011604,228.07655403016912,229.19891224305408,228.42046774855524,230.01604418067242,230.44992988931395,231.174458151614,230.53683751892333,231.4926924102313,231.39258114566954,231.60514166157674,232.92786351319555,233.70172955815187,234.59404206657487,233.63216047965184,234.10984111756474,235.5226987982019,235.76065164925882,235.4554380353369,236.51660220535328,236.17665323960756,236.408088348781,236.63753761007248,236.5303951670701,237.00871477297795,237.00729671396692,237.70438379997293,237.91617610072942,237.67441932991633,238.41358433942085,237.96159233500015,238.31991170389506,239.26414909563755,239.18470954154316,239.4552689411157,239.3447292085469,239.59325767861216,239.58165043489706,239.87990773487766,240.4378210890065,241.0712127508549,240.6906151203493,240.6874545448827,240.21566832080745,241.45820419198373,241.08016757269803,241.47057671707643,241.65057099022025,240.97059400688778,241.6309525480427,242.0971322207532,242.4320545003647,242.70307515842723,242.71655180842822,243.05088203291209,242.53884370385106,242.3589763300032,243.34521177499067,242.88040244668105,242.8548670166653,243.3216755741699,243.55637867594797,243.76339741945486,244.1799300819706,243.90558755962607,244.1198904324402,244.08520862467168,243.97614901322174,244.63021510971458,245.04579125118622,244.53172146924317,244.63478965180542,245.21404951006642,245.31010754125407,245.14984179369526,245.58247394251586,245.61849545662525,246.2831636965437,246.20916848711752,246.12238270058242,246.09613759605983,246.48710958195485,246.69692732990006,247.26574392670418,247.4231995841922,247.34253752402762,247.5303733190633,247.7340217734353,248.54900477746065,248.60560353619863,250.13444734163454
High,330.44082891624356,305.55865487571435,318.85358477407897,302.38730164818634,295.7860696249969,289.73711856094087,287.4610113518945,285.4441914222783,284.1070886505545,284.1904874267896,283.72043478181865,278.2717302679936,278.0343933921026,278.5100655588418,276.3666583062351,274.4384260700528,273.7067997720596,273.1367331188945,270.93507317378345,269.07145210657507,269.28685403158335,269.4054160007697,267.27093377099715,268.4816480458781,266.0422369481922,267.22153744706577,266.79588029029065,265.61440589252373,267.53347094404984,265.73410160932656,265.3522799423949,265.9926606829913,264.82265063614705,263.6254721722713,264.7232277290772,264.8564190731245,262.2179641748756,262.5896003993221,263.0771609698682,262.10743587654,261.4021012746934,262.25678688863474,261.8819787548802,260.85129339955085,260.4485518752701,261.1619161470724,260.56722830882785,260.2499394458851,259.9532755751636,260.1018410666333,259.58668651454013,259.32751744131264,259.484800784297,259.93217683139545,258.8245853077059,259.0961101884074,258.74235962148134,258.1824822061187,258.3246518902103,257.88994705367656,257.36896573517697,257.51725254482767,257.61014294895415,257.35901676103987,256.7077679805572,257.1771092370967,256.66410937668815,256.67758344702986,256.489984670127,256.33433537680116,255.89401970781665,255.58878116690215,256.11036887903964,255.77852895030125,255.37230761469195,255.0618440839437,255.2561645826862,254.98319058360917,254.74350142341012,254.43177634511068,254.42783749463942,254.40586451124858,254.06296929793928,253.71444928562536,253.68009340728105,253.55107145656083,253.41079139044123,253.12027410852826,252.9422772900642,252.80234039563734,252.64463219191072,252.43920390463228,252.27242028095657,252.07321344433282,251.81089392031106,251.57056047786,251.26465977054562,251.0480552002102,250.82231606777725,250.407933828324
Mean,249.87430476179694,249.94332796104356,249.82350857520004,250.4894386607143,249.62336174277021,250.50046853782555,250.41536094370073,249.77422613791703,250.15642805826764,249.83209639989676,250.9789206653568,250.45950617363457,250.24811561760998,250.64957501123146,250.22282313658303,250.33793790019502,250.47820720639166,250.75169283808697,250.14728999065258,249.86526761758753,249.93019152525085,250.07155670781827,250.1225593655976,249.93785398962896,249.9799568277429,250.49772046753452,250.20301453995057,250.45770231335393,250.9118260238798,250.09208816938568,250.243661124879,250.1317361565796,250.3983628299132,250.23478185451816,250.28563825012168,250.15819438794904,250.0198631736215,250.0909649249229,250.32802652484344,250.39420993332027,250.04025521341677,250.30448363105975,250.33511526552215,249.93984486806622,249.9520792502951,250.25181286698032,250.37998830694912,250.11118931214045,250.09484283752673,250.39231965566577,250.1103485468082,250.16492015188206,250.04783707714145,250.49073380192732,250.24209346008686,250.40547237506036,250.32928873737384,250.18867083219286,250.27939483436097,250.3583215090923,250.23531702279152,250.31876489801635,250.1002547736848,250.17904332130132,250.2080656190721,250.31782061455357,250.42359352615964,250.32693445206613,250.25109947444201,250.22713443326322,250.17534725414103,250.03791838324537,250.30423461269697,250.06570268379113,250.1911112109596,250.18974378950713,250.15383047611465,250.29073746879848,250.39043766205276,250.26695147576876,250.08358553423795,250.26233061982907,250.2813713160675,250.08813008828164,250.17430408567358,250.2698914655781,250.29912110692334,250.35804669792265,250.277701325633,250.27363769718707,250.25894678288918,250.29329266806428,250.20069854494764,250.23820123446316,250.22309536723196,250.28783459555726,250.24278348784608,250.21970684872693,250.2373307179959,250.23849146788447
