,mntd10,mntd15,mntd20,mntd25,mntd30,mntd35,mntd40,mntd45,mntd50,mntd55,mntd60,mntd65,mntd70,mntd75,mntd80,mntd85,mntd90,mntd95,mntd100,mntd105,mntd110,mntd115,mntd120,mntd125,mntd130,mntd135,mntd140,mntd145,mntd150,mntd155,mntd160,mntd165,mntd170,mntd175,mntd180,mntd185,mntd190,mntd195,mntd200,mntd205,mntd210,mntd215,mntd220,mntd225,mntd230,mntd235,mntd240,mntd245,mntd250,mntd255,mntd260,mntd265,mntd270,mntd275,mntd280,mntd285,mntd290,mntd295,mntd300,mntd305,mntd310,mntd315,mntd320,mntd325,mntd330,mntd335,mntd340,mntd345,mntd350,mntd355,mntd360,mntd365,mntd370,mntd375,mntd380,mntd385,mntd390,mntd395,mntd400,mntd405,mntd410,mntd415,mntd420,mntd425,mntd430,mntd435,mntd440,mntd445,mntd450,mntd455,mntd460,mntd465,mntd470,mntd475,mntd480,mntd485,mntd490,mntd495,mntd500,mntd505
Low,107.3277003725,105.58308205306635,103.056996345,104.50368513046,96.43969915692495,97.97002145501887,90.99645702201875,91.25738763055557,90.30259621042,88.47564326001526,86.47384955788336,83.13446954384617,83.5397982260432,82.73481068075769,79.88567811058749,79.78266126137517,78.15126755940415,76.30861719156779,77.12982159188024,75.59281040479284,74.8759042581465,74.00906830347684,72.86802510311145,71.6940353035572,71.31824729447652,70.80627849303386,70.09900068662868,68.80138613164532,69.06011430446287,68.87864385659668,67.37829594145218,66.55868377713647,66.3628356169132,65.52758133587363,65.4577626641774,64.41655801282607,64.4532883214762,64.55738046677106,63.84091801072544,62.71769452660552,63.33051557496432,62.49655557205575,62.194221121337016,61.65711855721423,61.3501507757248,60.838414037535635,60.65112134379365,60.71068195268463,60.303028502447546,59.50959589822691,59.35622940341073,58.57507424195508,58.5540884791396,58.35305100540714,58.11859565700844,57.96121830259648,57.899685250399,57.298557735475626,57.33127216003178,56.902958251051594,56.901928974211934,56.48577583586092,56.55402047425629,56.19517760847908,55.895215952420294,55.55320258740373,55.36175252069203,54.93520776204847,54.7308915562342,55.00356743619229,54.53893891924187,54.47312366511738,54.27354839469033,54.32767330391017,53.7307889133584,53.68427074487812,53.51066003498833,53.422513335296784,53.07054662680564,53.13369622743262,52.94087200625774,52.963255970074975,52.590546895893766,52.41117941271408,52.51070515033848,52.37735530842783,52.21788216214435,52.31184376583026,51.917814761361356,51.9217634334343,51.89773131790395,51.72801317947008,51.705188382491635,51.63305708332325,51.52888434000451,51.441081681903526,51.59629300104875,51.61543370211615,51.6521857101,51.8378829884158
High,255.43205378019996,218.65612431,195.36433231327499,179.95192779536,165.73184220533363,158.907749341714,148.98575575435623,144.4469681419501,138.46056495175,131.37871484538277,128.2711718904848,123.77685519259092,119.0071708126447,117.87678817698833,113.05682419684999,111.71786629581155,108.846328910786,105.69116600995885,104.948444660371,101.1712846338552,100.22254208545614,98.4208214295472,96.5937908637125,94.648910209463,92.15188065989521,92.75492377576977,90.75236689655021,88.82317087260384,88.49638267661,87.27192668561426,85.84312405230281,85.19292763818054,83.36984985076852,82.57554555103111,81.73920045651953,80.55664184300122,79.45712360416803,79.3625711703316,78.14409597081018,77.96912423153351,76.2771884396486,76.17721645772596,74.76677260836347,75.11142367326953,73.4372546857991,73.52221338055242,73.39355531033299,71.92721455093437,71.08899704810969,71.35498810015774,70.30567102556753,69.92451952157849,69.39584550300974,69.00763331652449,68.37020044188137,67.56803183545851,67.11673870109358,66.98925402174858,66.78615422240195,66.36127242720093,65.3762489670736,65.26364443610242,64.91169059388172,64.16143722021121,64.27647895379168,63.63161619359631,63.1915326975915,62.72679798759092,62.18327772277195,61.9767149502058,61.66325588447067,61.203254708311725,60.95003169118987,60.384301424138464,60.548610789489395,59.928631236618564,59.612950428119454,59.275678318487394,58.8641918083893,58.604926551519185,58.34308289352192,57.959502642675176,57.64580245085727,57.436523317942004,57.10738806688565,56.98742295303567,56.660038486771946,56.372369772335354,55.87809333134368,55.788573604505466,55.52136885210285,55.113442618791474,54.861787842326535,54.463048900834764,54.18080829354874,53.90317007556705,53.617848141532235,53.30984199708271,52.79790999185,52.422608099405906
Mean,176.09319024558692,158.35397791823422,147.04676391623985,139.40129053441933,131.92864303451213,126.59802236860473,120.81699139264954,116.95242298884372,113.47180552543715,110.09150648716515,107.10039144851537,103.56057827358313,101.17775180439872,99.21431189982296,96.90055607591376,95.34741656992686,93.41784020334369,91.56277818514795,90.41835122878427,88.42559089972998,87.28041484559165,85.9072265600386,84.83696673973589,83.25022475009357,82.10742768905502,81.31810500945198,80.33603209853318,79.20830236721562,78.64586949795944,77.62068295358483,76.55161880745825,75.75656232739719,74.91906314806779,74.21200610851706,73.69513410137995,72.6633586857551,72.12255309792187,71.8629260160639,70.93772098372271,70.4853372807458,69.85779723158258,69.47400985570312,68.58400311135705,68.15676804806658,67.6572588400352,67.17537592342109,66.76801347169605,66.21098574228725,65.75817141367868,65.27428147463608,64.88391194992543,64.50562510776632,63.980970847849576,63.684567044433386,63.334420586697895,62.80129160345743,62.637325184476495,62.14267680397317,61.99460716711355,61.56670408524843,61.231157905302084,60.90921249166987,60.66000211129489,60.2671260103641,60.04325030245671,59.64299830153419,59.38401205896733,59.07482113551216,58.72298583311744,58.57079427841096,58.29095174140298,58.00869527819245,57.656875045413166,57.3717019200464,57.149648980197064,56.97401140352811,56.70693839970036,56.44185118106118,56.195456974306204,55.93030782754607,55.75644129629557,55.545767985897825,55.32003731980295,55.06908140047473,54.93088053988713,54.68243121469056,54.52237203047517,54.30116592571834,54.07228932013907,53.95233877220569,53.73206659127288,53.57668694064284,53.38798012007817,53.17026889292109,52.965875911904,52.83146937023774,52.694771960345705,52.51412163287438,52.31688707898844,52.175313096615874
